,Gunnlaugs saga Ormstungu-AM 557 4to,Breta sǫgur-AM 573 4to,Karls þáttr vesæla-AM 557 4to,Hróa þáttr heimska-AM 557 4to,Theta-fragment of Egils saga-AM 162 A θ fol.,Pamphilus saga-DG 4-7,Kormáks saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (120vb.21–129rb.7),Bandamanna saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (114ra.41–120vb.21),Þiðriks saga af Bern (medieval text)-Holm perg 4 fol,Old Norwegian Homily Book-AM 619 4to,The Kringla fragment of Óláfs saga helga-Lbs fragm. 82,Hallfreðr saga vandraskald-AM 557 4to,Sveinka þáttr Steinarssonar-AM 557 4to,Valdimars saga-AM 557 4to,A fragment of Óláfs saga helga hin elzta-NRA norr fragm 52,Barlaams ok Josaphats saga-Holm perg 6 fol,A fragment of Haralds saga harðráða in Heimskringla-NRA norr fragm 53,Strengleikar-DG 4–7,A fragment of Fagrskinna-NRA norr fragm 51,A fragment of Maríu saga-NRA norr fragm 78,Hrafns saga Sveinbjarnarsonar-AM 557 4to,A fragment of Brendanuss saga-NRA norr fragm 68,Rögnvalldr ok Rauð-AM 557 4to,Hallfrear saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (149va.32–156rb.10),Codex Frisianus-AM 45 fol.,Bǿjarlǫg ok Farmannalǫg Magnúss Hákonarsonar | Magnus Lagabøtes bylov og farmannslov-Holm perg 34 4to,"Ór lǽknisbók The fragment is unnamed, but Konráð Gíslason named his edition of the text
                    Úr læknisbók, which is published in Fire og fyrretyve for en stor deel forhen
                    utrykte prøver af oldnordisk sprog og literatur (1860)-AM 655 XXX 4to",A fragment of Hákonar saga Hákonarsonar-NRA norr fragm 55 B,A fragment of Jóns saga helga-NRA norr fragm 57,A fragment of Páls saga postula-NRA norr fragm 80,Völuspá in Codex Regius-GKS 2365 4to,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-Holm perg 34 4to,Eiríks saga víðförla-AM 557 4to,Thómass saga erkibiskups-Holm perg 17 4to,Legenden om Barlaam och Josaphat-Holm A 49,Codex Runicus-AM 28 8vo,Droplaugasona saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (141va.3–147vb.4),A fragment of Thómass saga erkibyskups-NRA norr fragm 66,A fragment of Barlaams saga ok Jósafats-NRA norr fragm 64,A fragment of Agǫtu saga-NRA norr fragm 70,Zeta-fragment of Egils saga-AM 162 A ζ fol.,"Various texts, including Eufemiavisorna-Holm D 4","A fragment of Gregors saga páfa and 
                            Díalógar-NRA norr fragm 71",A fragment of Flóress saga ok Blankiflúr-NRA norr fragm 65,A fragment of Rimbegla-NRA norr fragm 59,A fragment of Stjórn-NRA norr fragm 60 C,A fragment of Karlamagnúss saga-NRA norr fragm 61,Finnboga saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (100ra.1–114ra.41),Fstbrra saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (198rb.8–201vb.41),A fragment of Stjórn-NRA norr fragm 60 B,A fragment of Karlamagnúss saga-NRA norr fragm 62,A fragment of Karlamagnúss saga-NRA norr fragm 63,A fragment of Stjórn-NRA norr fragm 60 A,Konungs skuggsjá-AM 243 bα fol,Trójumanna saga-AM 573 4to,Egils saga Skalla-Grímssonar in Wolfenbüttelbók-WolfAug 9 10 4to,Alexanders saga-AM 519 a 4to,A fragment of Konungs skuggsjá-NRA norr fragm 58 B,A fragment of Konungs skuggsjá-AM 1056 IX 4to,Reynistaðarbók-AM 764 4to,A fragment of Konungs skuggsjá-NRA norr fragm 58 C,Dámusta saga-AM 557 4to,Virgin Mary’s complaint-SKB A 120,Óláfs saga ins helga (legendary version)-DG 8 II,Eiríks saga rauða-AM 557 4to,Stúfs þáttr Kattarsonar-AM 557 4to,A fragment of Konungs skuggsjá-NKS 235 g 4to,Vga-Glms saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (129rb.8–141va.32),Ölkofra þáttur according to AM 132 fol (Möðruvallabók)-AM 132 fol (147vb.5–149va.31)
Alexanders saga-AM 519 a 4to,0.4467216267024283,0.2520847357782774,0.3751315603400788,0.5338887864459809,0.43127916797947874,0.4516646293971702,0.7115427643674761,0.5537110243368171,0.32453517414985544,0.2982319401279365,0.6654599491515765,0.4111486483417076,0.6630277460455272,0.509861321766171,0.40418496005206395,0.2578479373528302,0.644697804767361,0.3254723158922752,0.7235330283444532,0.8123994533059662,0.4458475906300954,0.552781305054148,0.394734344152309,0.617313376800481,0.29092343278444954,0.3699448452701155,0.5961562614261571,0.6151584153438491,0.5249691446375832,0.40221684834198745,0.7735537593432685,0.28850241675795596,0.5591796470778381,0.3519910180000293,0.9156390014553775,0.9338832369618596,0.6519980674846743,1.0,0.6624383610431885,0.7679784478649123,0.3700049033892495,0.9319759732794122,0.6452614006834271,0.6001750484109061,0.9994212275283595,0.6338722174729914,0.6115139822488671,0.5846019489765693,0.6001513365835025,0.8045732964834266,0.5221670325055532,0.48542708903296916,0.8459451908254345,0.5073667093458243,0.33705334939989706,0.248299919159937,2.8133051444001467e-13,0.6370942529518997,0.6910703707402772,0.3202795714230169,0.36923261418122333,0.39782435930345017,0.9436539101899617,0.326640857997607,0.30725104163256656,0.594706196041416,0.5249699102708134,0.5310908109967389,0.660680012445392
A fragment of Konungs skuggsjá-NRA norr fragm 58 B,0.7345817697353101,0.6654880216318493,0.6978639965385095,0.762644988293259,0.7150560723302193,0.6729300816250596,0.8770351749188297,0.7966827763191161,0.6977196794046723,0.622028769043012,0.8633677619983536,0.7157634980821305,0.8639215876330912,0.764757584807997,0.7230077897881173,0.6266220993014354,0.8471835673640944,0.6807343718540596,0.8681174684791444,0.9080187926125693,0.754311872133666,0.7574261198944003,0.7260660013593188,0.8241773961412635,0.7027643604497714,0.7050993892618669,0.8246720848400035,0.8366852157206314,0.79498695751101,0.7065148792916423,0.8989561881660175,0.6668498699356402,0.797578567698052,0.7042311120858412,0.9663192488025373,0.9755359030885832,0.8484746342003444,1.0,0.8104765756654697,0.8372229684440488,0.7223634982988558,0.972700701656878,0.8249531431606185,0.7690664753111569,1.0,0.7977665438569583,0.7849816144697646,0.8171999384786752,0.8258853974976101,0.8854633534602642,0.7447861144652936,0.7411879503591035,0.9243133541034507,0.7493554117473762,0.6959320095991648,0.67385042094587,0.6370942529518997,0.0,0.867937177807151,0.6852445721978708,0.6750297496512722,0.7246340880130092,0.9796891470649591,0.7039435904808629,0.6915023489501957,0.7870614189333291,0.7822454853925055,0.7876245007029096,0.8315196656878856
A fragment of Konungs skuggsjá-AM 1056 IX 4to,0.7688442541767406,0.6941235555169301,0.7515270895642223,0.8167106752287521,0.783580890879867,0.7801156428786196,0.8721949279132907,0.8095049545863302,0.7238245867913453,0.7045851926180974,0.8764785146871228,0.7661250088442704,0.8526421062843891,0.8048443740730311,0.7592598697793037,0.6815693525094753,0.8578702053753493,0.7219398000933654,0.8819979461109052,0.9228096263814309,0.7612450170962966,0.8208094994027996,0.7610728923636039,0.8369473777769045,0.7072112531382903,0.7072911992176791,0.8229223924274388,0.8359450814018047,0.800933050926702,0.7612454720349664,0.9028382263631732,0.6775340361447333,0.8192472193360383,0.737936956803289,0.9546490481993151,0.966776159893123,0.847174493052417,1.0,0.849918130126373,0.9084514018690861,0.7468385004862568,0.967422674931145,0.8655979187232357,0.8438266241807572,1.0,0.8652628984862785,0.8531786442778487,0.821203235664213,0.8265353298805911,0.9212392065282651,0.7969047474979798,0.779329967220898,0.9220807293011715,0.7841656521164463,0.7356958596285657,0.703092885144515,0.6910703707402772,0.867937177807151,2.3314683517128287e-15,0.7200330411281445,0.7367554069168103,0.7579275789889615,0.9701991522236935,0.7256789837265822,0.7104865188489857,0.8492903076356232,0.7818952172198372,0.7989331655796236,0.8563779569056842
Reynistaðarbók-AM 764 4to,0.4703461635595936,0.2985969898861338,0.4440715930062391,0.5706256264453353,0.5033220048553719,0.5176520688005786,0.6995111741178701,0.5653598906888169,0.3851013445884923,0.35405748808150306,0.7038459621608794,0.4630894396806208,0.6810491541732209,0.5384977735395368,0.458381488909295,0.3029061285701272,0.6772573091265552,0.34414836473869936,0.732114752365163,0.8280599769203036,0.47600203550558706,0.5965459324867616,0.42764022453805195,0.6167345998915168,0.32324654088729887,0.43432682891217056,0.6329231790075,0.6540753249728334,0.5557325507046063,0.4836931945633587,0.7851467579369761,0.3653121279444992,0.5797530863980636,0.41579006141279673,0.9073550708328274,0.9317139329606686,0.6319674431153183,1.0,0.6817554135641091,0.7927727634961945,0.41570090383082214,0.9315092851098562,0.6846682699634445,0.623095960512587,0.9984771045203784,0.6579130578546452,0.6368258195326587,0.5765375339235964,0.5975621111550096,0.8014795763136259,0.5345368199034235,0.5071016099903742,0.8321356368419641,0.5736650326046332,0.3927419145706261,0.330410689864862,0.3202795714230169,0.6852445721978708,0.7200330411281445,1.5365486660812167e-13,0.4541726555242347,0.4382987535844439,0.9402243645126114,0.3900294552159811,0.35143546629895406,0.6538439288575248,0.5715023413789337,0.5326515051069896,0.6753198237641571
A fragment of Konungs skuggsjá-NRA norr fragm 58 C,0.542402308020907,0.4038597015530092,0.46712266785409085,0.6179800388581761,0.5139037224459568,0.5357713705957483,0.7918026648158475,0.6656787179698446,0.4858159945361612,0.39829286650506446,0.7580101015856469,0.5148995843788056,0.7440304471575626,0.581437895763143,0.49773336651324696,0.3892593697078427,0.7027539012786113,0.47101506216606714,0.7638916094927537,0.8307365431244266,0.5111379838910135,0.5664940310872919,0.5271761768629826,0.7307662641683603,0.4324978702812513,0.4490735771629071,0.6231086992608057,0.6656219626033817,0.6272616255958314,0.4733297152592517,0.787025393329697,0.3789267166778524,0.6023415677491775,0.5004329940748027,0.934785823587875,0.9508683530877362,0.7480834253833304,1.0,0.6800695466192077,0.7926289748504766,0.46887068228754114,0.9512686487580302,0.6840322651874682,0.6956400390068052,0.9998221898398167,0.7085251393550802,0.6870778410201221,0.7085096341475499,0.7074037437266262,0.8373852496244116,0.5894861380516397,0.5551618628889461,0.859369086570287,0.560727641073743,0.4756270336536529,0.38745636074134504,0.36923261418122333,0.6750297496512722,0.7367554069168103,0.4541726555242347,0.0,0.5135254439403301,0.957556569684832,0.4645858924333993,0.37842876939771053,0.674163609060701,0.5597666592290478,0.6644208442773826,0.7536962193580351
Dámusta saga-AM 557 4to,0.5105863437444409,0.3986902551677234,0.46044138215863295,0.5755390148582716,0.539312580460813,0.5415388532020746,0.7320147450414591,0.5819578814494635,0.4506085257270098,0.46402710245705137,0.7153727535838506,0.4995901169650405,0.7103389883970423,0.584209279619901,0.5063512954619029,0.4234212933363093,0.6919404287152882,0.43519021385207557,0.7716895523085909,0.8608355784332782,0.5441813944410564,0.6615591592918717,0.47616609743973126,0.6368236103270144,0.4056120756853041,0.5015291324420164,0.7099461486434131,0.6769662381782935,0.582908416080627,0.5381479841936974,0.818785873372593,0.4395753131319049,0.6205098666151209,0.5064449799281546,0.9333305792837265,0.9503131462825807,0.6802536475678568,1.0,0.736524900936204,0.8066330206632855,0.4779756190661332,0.9497982654687427,0.7424716876106496,0.678781339459655,0.9994427138608012,0.695667014265638,0.666479392159316,0.6169253063862763,0.6347036129004664,0.8287548285850223,0.5936704965777235,0.5820749056587391,0.8752670217341095,0.6257640745391041,0.4834032720918444,0.3955611012051631,0.39782435930345017,0.7246340880130092,0.7579275789889615,0.4382987535844439,0.5135254439403301,0.0,0.9574798558528681,0.4543627561943997,0.4297379248932597,0.6131287777584746,0.6472323130138504,0.5690415618445794,0.6905925339039067
Virgin Mary’s complaint-SKB A 120,0.9474822255177124,0.9305908036044641,0.9497326512185911,0.9652245810373008,0.9595329222298276,0.9510883977983946,0.9564734220636325,0.9430000763401336,0.930891517866378,0.9490369169080088,0.9709566975351848,0.9533277356261266,0.963333518421637,0.9574785707502951,0.9498421321408619,0.9251824774247968,0.9744869480631345,0.9322078478444964,0.9725583542129032,0.9867422814267137,0.9525213753993714,0.9668611145587597,0.9468031318498247,0.9497957501836864,0.9412212942375476,0.95368242576721,0.9599971539484349,0.9686207371781893,0.9541040476349029,0.9666283128518294,0.9788490694330827,0.9529331310665841,0.9594575511742316,0.9536456292177325,0.8377977750334797,0.598577504418452,0.9489367805644598,1.0,0.9570025767766289,0.9851346050507643,0.9549702903235254,0.6906314371943166,0.9825774766011005,0.9644107308498362,1.0,0.9697482897909412,0.9606518699691509,0.9451715333867159,0.94719621873683,0.9772637347777015,0.9556857962544351,0.9429188085071494,0.9768132111948152,0.964293277593294,0.9372501208016533,0.9382497193564162,0.9436539101899617,0.9796891470649591,0.9701991522236935,0.9402243645126114,0.957556569684832,0.9574798558528681,2.4424906541753444e-15,0.9414804739077871,0.9365856751351304,0.9746879441614165,0.9532169120240518,0.9391934904355941,0.9605414863604111
Óláfs saga ins helga (legendary version)-DG 8 II,0.4859397731768027,0.32938009031592674,0.4275652757628269,0.5787263453109184,0.5103571958802002,0.5372098947650551,0.7191181186114127,0.5885107965505312,0.22368607917578454,0.40696083213929457,0.6431708536284576,0.4705700482363572,0.677333568689001,0.5593806332938809,0.42738972853465373,0.2486692421846589,0.6563282177548447,0.2382547488962765,0.7381615425698815,0.8391224966718479,0.49402958613285197,0.5966249157964902,0.4288519029427058,0.6287373651067949,0.3373915682698837,0.43494151911849144,0.6503616194844828,0.641521279222808,0.5690789423349081,0.5080769104558274,0.7673034500257994,0.3714500071566814,0.5926906155816614,0.29204403029105885,0.9065059130385829,0.9332653161638739,0.6614750536580214,1.0,0.6918580746675995,0.8080473765642003,0.42596962014662687,0.9262865772529966,0.7105281220428566,0.6324460962663756,0.9990110495135305,0.6787724350369426,0.6322202429705823,0.6030268191403461,0.6225614646966062,0.8137263628897482,0.5531138092182022,0.5208082789135955,0.8578937248450684,0.5021987049174812,0.4106695179630281,0.3001084362341697,0.326640857997607,0.7039435904808629,0.7256789837265822,0.3900294552159811,0.4645858924333993,0.4543627561943997,0.9414804739077871,0.0,0.36979573212271843,0.6258303592314265,0.5882526477326883,0.5587167814534479,0.6965379671403972
Eiríks saga rauða-AM 557 4to,0.4121591944754528,0.2931791390876456,0.3817612176566464,0.5432273619307952,0.44234312655954056,0.4731086095051986,0.6925962533886877,0.5516162848390489,0.3736807043577698,0.3642445814005132,0.7052024581658605,0.4203622051552911,0.6781584508916876,0.5068656312846276,0.4282166586210647,0.30552515113855305,0.6494714165552402,0.32858091942705536,0.7261205032361712,0.8315778158589469,0.42133617725761463,0.5524062000378243,0.3918313471771072,0.6149964922442799,0.3188048860480366,0.40726320458299603,0.5890999457182755,0.6325316001489583,0.5546959247801426,0.4609327906734362,0.7600439272560044,0.34067084375479784,0.525005370530029,0.4418275898542179,0.9020701127828088,0.9278635711500569,0.624742802507888,1.0,0.6653511804860646,0.7855091895368729,0.3659947139117833,0.9274056615327262,0.6852164562853706,0.6369437705535139,0.9986506568515168,0.6785652078718161,0.6345114624342232,0.5821392463312967,0.5847546446871186,0.8070645784446617,0.5398428023836798,0.4986699289946154,0.8455504831234492,0.5528493633006474,0.37724215713867415,0.273405397064712,0.30725104163256656,0.6915023489501957,0.7104865188489857,0.35143546629895406,0.37842876939771053,0.4297379248932597,0.9365856751351304,0.36979573212271843,0.0,0.6277186267304947,0.5395135941108122,0.5306773665279259,0.6753312847980506
Stúfs þáttr Kattarsonar-AM 557 4to,0.6240407837773967,0.6127359451910616,0.5608912262259855,0.6589376642975517,0.6578398176209603,0.6199304642894036,0.8194096797491346,0.69409127556925,0.6144401159527018,0.6277523473620785,0.7925384381458387,0.6207847683957426,0.7945307920116603,0.6997083957543626,0.6612578338796744,0.6208938341133292,0.7766163591175164,0.651303021693229,0.8641472210678062,0.9100346868122223,0.7121189226028133,0.7710892430122996,0.620453046820908,0.7283211031279037,0.6170643696551817,0.6825239968557968,0.8263670574087707,0.7860136572648604,0.7463782342274818,0.6977093965945664,0.8765453172705693,0.6361881203207715,0.718092266552782,0.684510208637332,0.9608834666361168,0.9701860185980247,0.7871503382095038,1.0,0.8176494870303384,0.8442336613759862,0.6653719428054374,0.96951500248826,0.834110409261841,0.772105184630673,0.99837849684127,0.7849738001909805,0.74996777078283,0.74746839099391,0.752621042443073,0.8753645085332934,0.7264256762720516,0.7231164952902411,0.9310522855094835,0.7439847793221128,0.6585219438209351,0.5895632157822445,0.594706196041416,0.7870614189333291,0.8492903076356232,0.6538439288575248,0.674163609060701,0.6131287777584746,0.9746879441614165,0.6258303592314265,0.6277186267304947,7.993605777301127e-15,0.7817576351843291,0.7010008675241332,0.7631339055586155
A fragment of Konungs skuggsjá-NKS 235 g 4to,0.6506068609538231,0.5212252306090887,0.6115837549344596,0.7182840126600781,0.655259901288306,0.6458684542430997,0.817824841321686,0.7324946909665861,0.5854449136132907,0.5405473230646278,0.8095888275968625,0.6394994498887316,0.7974016859465518,0.6896338341833436,0.6328101096841557,0.5076215505863655,0.7813542114967854,0.5757364022957936,0.8176005558426404,0.8755676747636963,0.6289788848455795,0.6947732044098685,0.6370900647628626,0.7760086832636514,0.5564088332729173,0.5754204921748447,0.6983069601917811,0.757132756567251,0.7084747863377636,0.6297098235093044,0.8430985875562933,0.5273478189474328,0.6961484862018502,0.60758539220415,0.9302717586723227,0.9490709500676184,0.7837471190965128,1.0,0.7553007762119114,0.8664038414906581,0.6135311879841637,0.9494448497995175,0.7792955749843967,0.7657517443732211,1.0,0.7955704717873466,0.7649163025163024,0.7529201993276663,0.7575157552721812,0.8754448579057521,0.6929991785805645,0.6604916815622562,0.8812168852328067,0.6721847942950283,0.5780587310073512,0.538898682291292,0.5249699102708134,0.7822454853925055,0.7818952172198372,0.5715023413789337,0.5597666592290478,0.6472323130138504,0.9532169120240518,0.5882526477326883,0.5395135941108122,0.7817576351843291,2.7755575615628914e-15,0.7231827546012188,0.8042494314533036
Vga-Glms saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (129rb.8–141va.32),0.5713948151607837,0.5029490596914542,0.569916405829929,0.6331244476478897,0.6333962558219279,0.6053099888399214,0.5092018210438403,0.26427802973194503,0.533880211822736,0.5839755270202491,0.7595662565335608,0.5781257463223378,0.7545523097899831,0.678627365890409,0.6129714385895106,0.52272057914676,0.7602485846963118,0.5221788204371081,0.8080713070096281,0.9005380165086434,0.6274826554620676,0.7628774576333226,0.5467776230248554,0.4010798603117901,0.5172722403031452,0.6064513849761346,0.790446271716631,0.758391525487357,0.6665713235265134,0.6421544900131404,0.8508570319947671,0.5716235790449153,0.7131226027272253,0.61389984514867,0.9108547640926878,0.9337645232278349,0.42534951059653436,1.0,0.7728827978748145,0.8533528183353996,0.5689810104479969,0.931688429367716,0.8158291515592069,0.7105412446656822,0.9990063173369991,0.7472183856377443,0.7104649263325582,0.3248703975995916,0.38085573071793744,0.8488244064645222,0.648621421935627,0.6432209966545479,0.8865546804101467,0.7154606817291722,0.5688678012203238,0.5114009589120136,0.5310908109967389,0.7876245007029096,0.7989331655796236,0.5326515051069896,0.6644208442773826,0.5690415618445794,0.9391934904355941,0.5587167814534479,0.5306773665279259,0.7010008675241332,0.7231827546012188,6.372680161348399e-14,0.43558425541706725
Ölkofra þáttur according to AM 132 fol (Möðruvallabók)-AM 132 fol (147vb.5–149va.31),0.6905052104830378,0.6577585242906623,0.6833748369675153,0.7292299313797141,0.7258514184424796,0.7075510978337063,0.6452565773423425,0.4239429563420847,0.6839481156586981,0.6932377509209403,0.8267411228225164,0.6954573007502615,0.8304735960395232,0.770545063724875,0.734316558977903,0.6670198503943796,0.8312611199004883,0.6790009084652238,0.8693688108041633,0.9244439711491445,0.736974303895758,0.8315757559373717,0.6875528710875649,0.5549793982595581,0.6651755122189007,0.7152675495507571,0.8636089935018122,0.8302797029532152,0.7688921543730595,0.7334994849853418,0.8960899770635556,0.6862964756851553,0.7964668006312583,0.727910398873008,0.942165392754105,0.9564158114886261,0.5801407239046192,1.0,0.8461052035464981,0.8869411538320177,0.697699525070701,0.9535517427441043,0.8643286939737825,0.8054865894668931,0.9995314749605103,0.8155946322595904,0.8013261637799408,0.495004806432936,0.5283798804609698,0.8981578899184636,0.7572307566902923,0.7562149199633581,0.925143364097386,0.7916407254143272,0.7023899530635578,0.6574491375479097,0.660680012445392,0.8315196656878856,0.8563779569056842,0.6753198237641571,0.7536962193580351,0.6905925339039067,0.9605414863604111,0.6965379671403972,0.6753312847980506,0.7631339055586155,0.8042494314533036,0.43558425541706725,0.0
