,Gunnlaugs saga Ormstungu-AM 557 4to,Breta sǫgur-AM 573 4to,Karls þáttr vesæla-AM 557 4to,Hróa þáttr heimska-AM 557 4to,Old Norwegian Homily Book-AM 619 4to,Theta-fragment of Egils saga-AM 162 A θ fol.,Prosper’s Epigrams-AM 677 4to,Pamphilus saga-DG 4-7,Kormáks saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (120vb.21–129rb.7),Bandamanna saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (114ra.41–120vb.21),The Kringla fragment of Óláfs saga helga-Lbs fragm. 82,A fragment of Landslǫg Magnúss Hákonarsonar-NRA norr fragm 7,Hallfreðr saga vandraskald-AM 557 4to,Sveinka þáttr Steinarssonar-AM 557 4to,Valdimars saga-AM 557 4to,A fragment of Óláfs saga helga hin elzta-NRA norr fragm 52,A fragment of Haralds saga harðráða in Heimskringla-NRA norr fragm 53,A fragment of Fagrskinna-NRA norr fragm 51,A fragment of Maríu saga-NRA norr fragm 78,Hrafns saga Sveinbjarnarsonar-AM 557 4to,A fragment of Brendanuss saga-NRA norr fragm 68,Rögnvalldr ok Rauð-AM 557 4to,Hallfreðar saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (149va.32–156rb.10),Codex Frisianus-AM 45 fol.,Gregory’s Homilies on the Gospels-AM 677 4to,Bǿjarlǫg ok Farmannalǫg Magnúss Hákonarsonar | Magnus Lagabøtes bylov og farmannslov-Holm perg 34 4to,"Ór lǽknisbók The fragment is unnamed, but Konráð Gíslason named his edition of the text
                    Úr læknisbók, which is published in Fire og fyrretyve for en stor deel forhen
                    utrykte prøver af oldnordisk sprog og literatur (1860)-AM 655 XXX 4to",A fragment of Hákonar saga Hákonarsonar-NRA norr fragm 55 B,A fragment of Jóns saga helga-NRA norr fragm 57,A fragment of Páls saga postula-NRA norr fragm 80,Völuspá in Codex Regius-GKS 2365 4to,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-Holm perg 34 4to,Eiríks saga víðförla-AM 557 4to,Droplaugasona saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (141va.3–147vb.4),A fragment of Barlaams saga ok Jósafats-NRA norr fragm 64,A fragment of Agǫtu saga-NRA norr fragm 70,Zeta-fragment of Egils saga-AM 162 A ζ fol.,"A fragment of Gregors saga páfa and 
                            Díalógar-NRA norr fragm 71",A fragment of Flóress saga ok Blankiflúr-NRA norr fragm 65,A fragment of Rimbegla-NRA norr fragm 59,A fragment of Njáls saga-AM 162 B α fol,A fragment of Stjórn-NRA norr fragm 60 C,A fragment of Karlamagnúss saga-NRA norr fragm 61,Finnboga saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (100ra.1–114ra.41),De xii abusivis saeculi-AM 677 4to,Fóstbræðra saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (198rb.8–201vb.41),De virtutibus et vitiis-AM 619 4to,A fragment of Stjórn-NRA norr fragm 60 B,A fragment of Karlamagnúss saga-NRA norr fragm 62,A fragment of Karlamagnúss saga-NRA norr fragm 63,A fragment of Stjórn-NRA norr fragm 60 A,Trójumanna saga-AM 573 4to,Egils saga Skalla-Grímssonar in Wolfenbüttelbók-WolfAug 9 10 4to,Alexanders saga-AM 519 a 4to,A fragment of Konungs skuggsjá-NRA norr fragm 58 B,A fragment of Konungs skuggsjá-AM 1056 IX 4to,Reynistaðarbók-AM 764 4to,A fragment of Konungs skuggsjá-NRA norr fragm 58 C,Dámusta saga-AM 557 4to,A fragment of Konungs skuggsjá-NRA norr fragm 58 A,Two fragments of Njáls saga-AM 162 B θ fol,"De xii abusivis saeculi, Prosper’s Epigrams, Gregory’s Homilies on the Gospels, Gregory’s Dialogues-AM 677 4to",Eiríks saga rauða-AM 557 4to,Stúfs þáttr Kattarsonar-AM 557 4to,A fragment of Konungs skuggsjá-NKS 235 g 4to,Víga-Glúms saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (129rb.8–141va.32),Ölkofra þáttur according to AM 132 fol (Möðruvallabók)-AM 132 fol (147vb.5–149va.31)
Eiríks saga víðförla-AM 557 4to,0.5792656511574061,0.4798340612725267,0.5374581606810478,0.6463134787568705,0.5343838179724603,0.6246216738952832,0.6268847131603177,0.5944470653097845,0.6683606977557552,0.546031439005502,0.6161507350505878,0.6212074183933916,0.5987482613414492,0.7190174154750162,0.6279962249321691,0.5508039486054419,0.7394212574211837,0.7376924570794654,0.6301234601815302,0.577759063811238,0.6571809717506042,0.5626646038830434,0.5869197913284495,0.49562483382345646,0.6176027516961959,0.6037847976286173,0.6782110096184257,0.7160355008395697,0.6305613823754814,0.6319606120382661,0.7832726709573041,0.5730967262600156,0.0,0.5863281488672051,0.6708222884505886,0.8282687038232364,0.6151183518633421,0.7679812220666855,0.6973347278342545,0.6440409251738806,0.6838049001200183,0.7249423410149987,0.6523924656449533,0.59068544963061,0.7538958568139245,0.5720138275364363,0.5447307262771075,0.779413893782686,0.6068054160002934,0.5514274715060845,0.807201703121539,0.5129323415934658,0.4849804344918591,0.4932120529839701,0.7492532013745967,0.7545843108865609,0.5626659013950118,0.5874443322980318,0.556743546913692,0.5936307227752547,0.6332375479485763,0.726330196351674,0.5001722846041048,0.6590579253388542,0.6654916268407545,0.53788741758902,0.6026481137933267
Droplaugasona saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (141va.3–147vb.4),0.4587038509933371,0.325310004826442,0.42718836441124175,0.5369719341649428,0.4609342349315346,0.5015954336216408,0.5531667954913011,0.508690110737877,0.5217856498503293,0.3909568455030116,0.5247833958517902,0.5355080890069507,0.4713993621409157,0.6365223507206341,0.5215303875771938,0.44274119617114027,0.6413922936530274,0.6745695979783317,0.5315170881733842,0.4177247159303581,0.5475398439953101,0.42532158202616677,0.43833261120272826,0.33775290476354347,0.5254098331886964,0.5029642530677094,0.6051665384792191,0.625894082373152,0.47400397691065654,0.544316138890647,0.7216094822731913,0.4715696512137395,0.5863281488672051,4.39648317751562e-14,0.6184036506852575,0.8028597567123099,0.39920622101793857,0.7035103255312969,0.5828483746842654,0.6081816627493077,0.5458415167831598,0.6427828143485546,0.5922069568420804,0.41852388701538656,0.7412980654580836,0.38958221396671266,0.4915976273147823,0.7313789379123514,0.5248052769029428,0.48258148098291986,0.7946131611423203,0.37648468753035613,0.307165910409414,0.36079063260171074,0.6874532207530673,0.7099605713975957,0.42276570618625453,0.5084827610194788,0.46101335094416107,0.509516905673654,0.47991973723810133,0.6303154536772181,0.318455823456673,0.6384273632715143,0.6144241330014566,0.3299631694953884,0.43929158350412234
A fragment of Barlaams saga ok Jósafats-NRA norr fragm 64,0.6234056739536755,0.5066624395629926,0.60484390866013,0.6949634349989025,0.5684159159917692,0.6619593701590656,0.6617074874090896,0.5842960438967661,0.6921385987842888,0.5642679082904675,0.6837000203076997,0.6527999025759194,0.6496504038947645,0.7297922700617057,0.6590945318835237,0.612288924063697,0.7810905483978154,0.7592662857385227,0.6637829490183127,0.6228612974111387,0.6814090691392842,0.6157840160397136,0.6332216237637656,0.5726336650250199,0.6458666352072652,0.6223036702006928,0.672393867914203,0.7518806370543224,0.6642373181970591,0.6733774078312064,0.7848433880068094,0.6014841656966782,0.6708222884505886,0.6184036506852575,0.0,0.8372327930361236,0.6626294429811758,0.800284297231335,0.6854435720344852,0.6419859987437491,0.6919101085649622,0.766986501682439,0.6730979828389392,0.6193572672873618,0.7864700956115874,0.6130598195139678,0.5796131836936523,0.793885175403998,0.6194526513043221,0.5801637292805695,0.811048682333623,0.542308659724982,0.548269930124966,0.5515396965569741,0.7502419504742325,0.7618383625474348,0.5936450387676995,0.614807533814802,0.6308502192829393,0.6112983391561078,0.634668866538781,0.7351615242902321,0.5444251350012117,0.7563669219525231,0.6601445296768533,0.5634741793672831,0.6429951453036586
A fragment of Agǫtu saga-NRA norr fragm 70,0.7813585826873503,0.7436560511157995,0.7508776260567336,0.7911713530753399,0.7636544223780906,0.7844531551882042,0.7761140091626257,0.7266762390943761,0.8275747995116652,0.7361480818389493,0.8236292378726472,0.7900643261504644,0.791065716139926,0.8697151594334442,0.7974472983852857,0.7880002576734764,0.885932688559426,0.8895945807392406,0.8151188139896596,0.8113011259426226,0.8210181256925323,0.79079126000224,0.7873096722082206,0.7695390605567818,0.7972543636128224,0.7952341688937079,0.8548268990363463,0.8854486080412298,0.8077180124682406,0.771260701917071,0.8979377004262415,0.7641189210857036,0.8282687038232364,0.8028597567123099,0.8372327930361236,0.0,0.8110473889491081,0.8755670335122264,0.8286213860388032,0.8455316663332327,0.834783566038664,0.8456241033384384,0.8291016809874932,0.7848219999771354,0.8619034320797034,0.7895793451784197,0.7383328440615451,0.8856111501381241,0.7955420171700409,0.7946536820051102,0.9129801443013408,0.7681625745835416,0.758218360835879,0.7226415556742148,0.8063238683854265,0.8706639306109512,0.7769439427179059,0.7789830510518403,0.7610905144512851,0.7587405550028009,0.82095646782555,0.8571786654031842,0.7631131805672536,0.794729117244553,0.8374941741995119,0.7554879979734812,0.7675949561101808
Zeta-fragment of Egils saga-AM 162 A ζ fol.,0.4813529856085501,0.33708422270240446,0.44491329075974595,0.5585160294675104,0.47667145196858496,0.3787024223998131,0.5202132379630882,0.5583452306873933,0.5563569089742735,0.38220825492356303,0.49204246021777986,0.5173010388278392,0.4723170802996508,0.6537766701672136,0.5471303339204436,0.4403811456852271,0.6420467828012675,0.6786475701972128,0.5292044394900162,0.42680992105413096,0.5677319167790968,0.41810836923497385,0.46012409373324237,0.3189232114573485,0.5124812199581845,0.4934716764500362,0.6434888950476847,0.6259793456904776,0.5217614185931589,0.5205813135890007,0.7409390198665207,0.4612099174545945,0.6151183518633421,0.39920622101793857,0.6626294429811758,0.8110473889491081,1.3766765505351941e-14,0.6944187138006919,0.5932363005493391,0.6422039088385118,0.5697322894903873,0.6440799081548427,0.608200317991012,0.4379594113477635,0.7327064377864774,0.42975634474429236,0.4931260684593822,0.7475830795211522,0.5359834237059269,0.5157376450178639,0.8188637275530265,0.39312031220078647,0.1837159232601029,0.3520621396867535,0.689601434817172,0.7137839631502308,0.4306820448330637,0.5104140618770008,0.44082814138982995,0.5148143717200974,0.5138795078355767,0.6207082204177901,0.33601766120948995,0.644885368327715,0.6381818313427923,0.360143492235664,0.4541623918790447
"A fragment of Gregors saga páfa and 
                            Díalógar-NRA norr fragm 71",0.7275674337366353,0.6454912850065306,0.6974802985757316,0.7564808676420274,0.6575131886626583,0.7131638584703921,0.63698644263931,0.701421985070223,0.7666482263343822,0.6629775975505828,0.7276301985671925,0.6836526277718051,0.7235826723695112,0.8274865021204084,0.7439939995416921,0.6820959737736179,0.8255668861733116,0.8266767468386089,0.7209227452285183,0.6965759744493402,0.7490280606743787,0.7094757426340111,0.7243776027728746,0.6462954983590552,0.6788393868943682,0.6889872664591723,0.7708021475480341,0.8045690584171552,0.7110300034276849,0.6824676607900018,0.8555842455369144,0.6549951802855958,0.7679812220666855,0.7035103255312969,0.800284297231335,0.8755670335122264,0.6944187138006919,0.0,0.7861396540609753,0.7573960158272792,0.7892653606228098,0.8215050784114375,0.7903369755701832,0.7098724374968123,0.7755810838380955,0.701102567615139,0.635494799472326,0.8673973271076961,0.7346134583789699,0.7350175786732389,0.9032835351878649,0.6713554221543884,0.6415939419954226,0.5946808816011777,0.7893124478394997,0.8143892931571516,0.685805305428063,0.669379141004626,0.6760344761182953,0.6637830095061915,0.7651582543317315,0.7764473577461325,0.6639137064195629,0.7939330543819499,0.7789457625360565,0.6608561983826352,0.6887932566429618
A fragment of Flóress saga ok Blankiflúr-NRA norr fragm 65,0.5973302354004026,0.48357650708265043,0.5762349373242794,0.6315727733202229,0.5981050577158049,0.6120940636466243,0.6447794420361139,0.5899638995941228,0.6694822736576307,0.5412881518281702,0.6408985189883021,0.6182532486993075,0.5924813190878152,0.7225680159557277,0.6625168220498434,0.5822828355765873,0.7607962076494355,0.7480197971180675,0.6240496263128774,0.6078733921153772,0.6612356695251536,0.5423705239106802,0.5806400064726038,0.5153457934907821,0.6162517774619358,0.5815235216704862,0.6955954697317447,0.7521408206060606,0.6178106413904184,0.6497982677155819,0.8034008914315287,0.5644105764809665,0.6973347278342545,0.5828483746842654,0.6854435720344852,0.8286213860388032,0.5932363005493391,0.7861396540609753,2.55351295663786e-15,0.6943011452238999,0.6595602632369781,0.7236774661381298,0.6600158215365408,0.566580284579143,0.8202675448977512,0.6002245992329728,0.5732799194318643,0.7847237507103508,0.5971310078182788,0.5940102136751266,0.8512380548882261,0.5297282479808987,0.4979390220317984,0.5101781974556263,0.6966345359867376,0.7723145372951681,0.5625872026865616,0.6242845626379319,0.5771401661643895,0.598544173496836,0.6156484252827643,0.6775328369152243,0.5367786184713943,0.7057324205724261,0.6928881887782989,0.5023480255477721,0.5816104788276715
A fragment of Rimbegla-NRA norr fragm 59,0.6148330547636869,0.48290475328454396,0.5957944605801135,0.6950351297894155,0.5193125368463236,0.6489027673623309,0.5870088888686185,0.5843986187866109,0.6789430152451835,0.5468755198806892,0.6538884152354306,0.5836817766380801,0.6418352211425994,0.7358504332954177,0.6261259229283218,0.5679044440562326,0.7746439928553042,0.7410159640041577,0.6228742474577034,0.5908579512638121,0.6725167619128012,0.6042760225371736,0.6284096648701092,0.5306807136278792,0.602172708924178,0.5632238723727132,0.5967611985212683,0.727184208425793,0.6388896762425931,0.6226224954183583,0.7729589298130501,0.5325094076966777,0.6440409251738806,0.6081816627493077,0.6419859987437491,0.8455316663332327,0.6422039088385118,0.7573960158272792,0.6943011452238999,0.0,0.6921439819397823,0.7647663510300142,0.6806752573286945,0.6019775414772689,0.725014178992344,0.5958699933058844,0.5325138292582252,0.7951729073241298,0.6104829949013927,0.5700257204292103,0.789766975211928,0.5193867868873316,0.5231625608794469,0.48977446600343977,0.7580147639194829,0.7180360385389902,0.5470474580250068,0.5471618981730983,0.6047776748531607,0.5499180721501616,0.6487592351154463,0.7297319926881439,0.5192121954955036,0.7663676194010972,0.6234094859455154,0.5484287851360725,0.6282750723515063
A fragment of Njáls saga-AM 162 B α fol,0.5690041834334021,0.46445275665836183,0.5550592023240215,0.6343950231389539,0.579138354060782,0.6035038068746945,0.6591298159542698,0.5800515734228016,0.6388176844651811,0.5120814603701916,0.6281402190667562,0.6387723842561648,0.5845589264105014,0.7026476389912151,0.6104030919827446,0.5599084297885168,0.7167967586067956,0.7352735724814465,0.6272543626728831,0.5637848892613768,0.6884513488335056,0.5421090680667412,0.567596440470752,0.4912783647960718,0.63468516193597,0.6163418136900484,0.6717595357935547,0.7078665459646867,0.6168540811782616,0.6432323715779636,0.7759841035410713,0.5886904136887426,0.6838049001200183,0.5458415167831598,0.6919101085649622,0.834783566038664,0.5697322894903873,0.7892653606228098,0.6595602632369781,0.6921439819397823,8.881784197001252e-16,0.716436127777769,0.6790283716911977,0.5452515449160592,0.8029982969472143,0.5460363821505456,0.5842999833220014,0.7909374111759208,0.6197638915195557,0.5883527144780666,0.8303419487257342,0.5093471171507523,0.47604709199288553,0.49455399918878307,0.7480785374023546,0.7600523871394185,0.5443831240833629,0.6152580019727067,0.5611376209378907,0.6038188089463095,0.6004906715725549,0.7178104075451439,0.46888330367862685,0.7124983564200125,0.6921990365145338,0.4863244751271778,0.5768590708690627
A fragment of Stjórn-NRA norr fragm 60 C,0.6541849371550411,0.5487984623906601,0.60639275095586,0.6754858722163837,0.6577614966911185,0.6606901776922863,0.6874631272177563,0.6809377592466741,0.7130828692687868,0.5934587005798996,0.6608994729269089,0.6753159924318003,0.6428302501373471,0.7454219326085499,0.6783544186016413,0.6324209549222859,0.769812135550323,0.7856776389988316,0.6809437234509669,0.6506243929081823,0.736456373111517,0.6132842021675204,0.6393216534404361,0.5615336405827895,0.6810126291754102,0.6715128090009621,0.7821970409416785,0.7613776225685386,0.6744094889609304,0.679715141550254,0.8597490371891733,0.6373517536454985,0.7249423410149987,0.6427828143485546,0.766986501682439,0.8456241033384384,0.6440799081548427,0.8215050784114375,0.7236774661381298,0.7647663510300142,0.716436127777769,3.1086244689504383e-15,0.716834593570671,0.6196394996610217,0.8347457347860461,0.630213919745876,0.6540759515205082,0.8296977499153998,0.6832683460292259,0.6648298061127005,0.8685632934948604,0.5963353936704084,0.5569583633480236,0.5398251280684342,0.7550116839853345,0.8088576738390556,0.6110214624900929,0.6716926710805681,0.6058459767710396,0.6589467500070412,0.7010354624985352,0.747250922410249,0.589231941585586,0.7152722655799364,0.7495876660899052,0.5747987035738984,0.6326648413851084
A fragment of Karlamagnúss saga-NRA norr fragm 61,0.5826028243157673,0.4877957989878372,0.5487083751635113,0.6392155176726368,0.5839707720908325,0.6163589328409299,0.6512131938283445,0.5809209438594455,0.6619674895355163,0.5336480907245591,0.6020296089840793,0.6116761164605676,0.5948808805462761,0.7165293907960801,0.636583111787387,0.5679520150120954,0.7459822256959732,0.7584446931699493,0.6344814231289924,0.6084932912053425,0.6726182968815926,0.5589091507294137,0.5713387526909504,0.5223318192079598,0.6287372107039223,0.5974430638620751,0.6908419122353733,0.736267059080624,0.6361981476477774,0.6564165413057941,0.7942426298173897,0.5713068623535104,0.6523924656449533,0.5922069568420804,0.6730979828389392,0.8291016809874932,0.608200317991012,0.7903369755701832,0.6600158215365408,0.6806752573286945,0.6790283716911977,0.716834593570671,1.4432899320127035e-15,0.5799473134622766,0.7865640973124722,0.5905235627220158,0.5905372973828832,0.7724995340893819,0.5981249943187918,0.5588866652333775,0.8328382355236841,0.5201772642108098,0.4906264961375719,0.5052272710652204,0.7273083824712736,0.7780932604841997,0.5798438472390441,0.6271939240129796,0.5754149177976414,0.6158699343117369,0.5964832938382758,0.7096028166989852,0.5308779391305827,0.6829065556917051,0.6907370052357432,0.5157266687883955,0.5934459942776473
Finnboga saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (100ra.1–114ra.41),0.4524909869267659,0.3120273233053127,0.427168006819993,0.5214018435854337,0.45943810057221357,0.49984438000811215,0.5220487145727336,0.49050608079216995,0.5286751643031166,0.3607072033488622,0.5093940603609125,0.5127379441255973,0.4573815400896707,0.6279381224416818,0.5135325481046324,0.4280266109039791,0.6596915076890101,0.6728595899680239,0.5118999457401412,0.43762730174157105,0.5886187509951364,0.4057888196818681,0.43271771847985385,0.35196226478670456,0.5126973031941829,0.48989224991881297,0.602304471976473,0.6416984455104575,0.5037766526767882,0.5257071777420699,0.742926643736044,0.4530086145317731,0.59068544963061,0.41852388701538656,0.6193572672873618,0.7848219999771354,0.4379594113477635,0.7098724374968123,0.566580284579143,0.6019775414772689,0.5452515449160592,0.6196394996610217,0.5799473134622766,1.84297022087776e-14,0.7384758307377461,0.3886501794274497,0.4600266280417873,0.7308805085936672,0.5067738227310015,0.4839812118518315,0.7854315026784079,0.37172756976887766,0.3264454037273896,0.32039594081807676,0.6666935890122687,0.6861639265710398,0.4191019413817848,0.49005386127614015,0.42983574404293645,0.4806804915079075,0.49972177577347376,0.6199531293496456,0.33808482219635516,0.619669258732606,0.6016882625766167,0.32922430172101214,0.44375662824169093
De xii abusivis saeculi-AM 677 4to,0.7383443809008531,0.6587073010954827,0.705063187342226,0.7818491727593284,0.6015458515959267,0.7416304116566497,0.5986470414284526,0.68562718222306,0.7757927391219213,0.6645390583553104,0.7494714503709312,0.6508852053555046,0.7508413713987048,0.8373744087976802,0.7361556330622636,0.6768936641975525,0.8556784104973848,0.8245921455486738,0.7113054232882224,0.7147694660743216,0.7564248667925723,0.737568377087471,0.744348040653845,0.6780133687236882,0.6437407492873344,0.6639179875183667,0.7511609380740636,0.8222579520850406,0.7476986926087925,0.6690729960351034,0.8256649024869472,0.6220607670631533,0.7538958568139245,0.7412980654580836,0.7864700956115874,0.8619034320797034,0.7327064377864774,0.7755810838380955,0.8202675448977512,0.725014178992344,0.8029982969472143,0.8347457347860461,0.7865640973124722,0.7384758307377461,0.0,0.7192253168376741,0.5612364614290293,0.8642331249234507,0.7442994669560705,0.7269997050200043,0.8624688196970468,0.6744118684485457,0.6746431587951509,0.6022863126394452,0.7936244030630343,0.7912926513675277,0.6946332250545402,0.6564687723738432,0.6929372098193614,0.634018187690133,0.7605081543428585,0.8100815965208386,0.6902461428160525,0.8139077455372319,0.7496899358442674,0.6942146671931444,0.7159359511926241
Fóstbræðra saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (198rb.8–201vb.41),0.46243481126633135,0.3101876781339957,0.41396563809189857,0.5285615177858919,0.4243192908310296,0.49878966696267957,0.5062976300647886,0.4865903859284225,0.5245381600434519,0.3513306460314993,0.5050384166671567,0.4986364184616887,0.4618531539136934,0.6311555872434532,0.5073652213373645,0.4320945826973851,0.6509424584642381,0.6735955804377587,0.5159428447473775,0.4112046892421759,0.5636350949962237,0.4237150852227223,0.4351775687936612,0.3438516009851781,0.4896150823928709,0.4742649057584316,0.6083527082622047,0.6177692828166708,0.5140647079089746,0.5042549664564957,0.7204492516259682,0.43807207048448293,0.5720138275364363,0.38958221396671266,0.6130598195139678,0.7895793451784197,0.42975634474429236,0.701102567615139,0.6002245992329728,0.5958699933058844,0.5460363821505456,0.630213919745876,0.5905235627220158,0.3886501794274497,0.7192253168376741,4.440892098500626e-15,0.44445303092949284,0.7382146668026426,0.5096967548922404,0.48474220358042097,0.7921687756403966,0.37070270212667555,0.3142161449609847,0.31250472959911146,0.665172565773844,0.6923607359502488,0.4125999995107964,0.4712426167736906,0.42797920336374207,0.45879921072835494,0.4751804121673724,0.6265729312750064,0.30919323355660133,0.6170750292794619,0.5975316751795965,0.32768206478024664,0.43204294624493267
De virtutibus et vitiis-AM 619 4to,0.48427156560748985,0.3322430039635531,0.42802839212975874,0.5392372378308302,0.2950457011821903,0.49630316287510423,0.2889190128053136,0.39306036272205447,0.5717504338483272,0.34462497909833556,0.5246717481480645,0.3644483013019869,0.4858738764309656,0.6547153858088264,0.5141958203995224,0.4339251467327072,0.719710811909883,0.6676839493099842,0.47452368251852317,0.46654964035132906,0.5600436178543964,0.45967840956575723,0.48285323770711663,0.38827247756015815,0.37243096170538514,0.3775202622596071,0.5499414335474423,0.6602186033247317,0.5065966519333782,0.3985391424762462,0.7176877699011809,0.30476219626205103,0.5447307262771075,0.4915976273147823,0.5796131836936523,0.7383328440615451,0.4931260684593822,0.635494799472326,0.5732799194318643,0.5325138292582252,0.5842999833220014,0.6540759515205082,0.5905372973828832,0.4600266280417873,0.5612364614290293,0.44445303092949284,0.0,0.7398142299208316,0.5050715687069057,0.488433696881013,0.7502520436607759,0.3852933750466758,0.37186088149466245,0.23661994721818114,0.5595227948403202,0.607846777434756,0.3938262925338323,0.3868049854541167,0.4043455624261748,0.3250587022139765,0.5567994323208245,0.6137882666578035,0.3984086551387469,0.6136618144094963,0.5440862850214796,0.36873707944664125,0.4355594589198688
A fragment of Stjórn-NRA norr fragm 60 B,0.729394173444325,0.6721266649462332,0.7078225434573913,0.7672633391837597,0.7315418947582802,0.76600791217824,0.7915763627375503,0.7517251250925208,0.7871983166837789,0.7124658917758864,0.7752810175847434,0.7784164535615616,0.7444565897943183,0.8184349506886308,0.7605476702860445,0.7232730308149288,0.8320109167795003,0.8337188349708617,0.7704475583162589,0.7402253314950035,0.7772202185750626,0.7193923901147627,0.7345181111259028,0.6876892378006156,0.765660849535851,0.7557274176257691,0.80003457857651,0.8372058589393316,0.7622581028043024,0.7899233677226982,0.8591687216625599,0.7452167093662281,0.779413893782686,0.7313789379123514,0.793885175403998,0.8856111501381241,0.7475830795211522,0.8673973271076961,0.7847237507103508,0.7951729073241298,0.7909374111759208,0.8296977499153998,0.7724995340893819,0.7308805085936672,0.8642331249234507,0.7382146668026426,0.7398142299208316,0.0,0.7509118748009764,0.7274017113105082,0.8823468443169374,0.6957754011308463,0.6760513695694341,0.6990930996867988,0.8355738705503253,0.8530142510909599,0.7189515103392753,0.7670942807097925,0.7355024096611628,0.7643652555434728,0.7518555932812522,0.8165584899690662,0.6892049787681023,0.8012207348101816,0.8013333098512723,0.6967988235124274,0.7416087364323238
A fragment of Karlamagnúss saga-NRA norr fragm 62,0.5316720558404489,0.3858419768264617,0.49049622883953303,0.5903121032022742,0.49938401385631603,0.5706458048874365,0.5768086055683612,0.5269549972962524,0.6070581732987941,0.46009313494524207,0.5697616941536685,0.536267947059986,0.540301203071996,0.6798600384032696,0.5720842138813239,0.4966254665800448,0.7179794978867647,0.7021525043061566,0.5681702901097816,0.5230276746745015,0.6078339575109838,0.4881181917003572,0.5216325420430559,0.4263619313919714,0.5504870053174666,0.504735385050813,0.6416656480126874,0.6864258586375752,0.5660146414474081,0.5791322158338238,0.763363715930961,0.4749903263107026,0.6068054160002934,0.5248052769029428,0.6194526513043221,0.7955420171700409,0.5359834237059269,0.7346134583789699,0.5971310078182788,0.6104829949013927,0.6197638915195557,0.6832683460292259,0.5981249943187918,0.5067738227310015,0.7442994669560705,0.5096967548922404,0.5050715687069057,0.7509118748009764,6.661338147750939e-16,0.43159132158765223,0.8032705269695154,0.4356314425757104,0.41441415196058873,0.4123190173223735,0.6922266619862223,0.7132421236712106,0.4761008943613585,0.5436491559389205,0.4987980495117045,0.5436364434560838,0.5623652190842401,0.6568289167221373,0.43441274916989747,0.6629043710701661,0.6220326770440755,0.43525747296840567,0.5379103008510921
A fragment of Karlamagnúss saga-NRA norr fragm 63,0.49663647690514456,0.34377484800085956,0.459199787566395,0.5827255777444753,0.4546331434185482,0.5456094345714189,0.5732247686781277,0.5049888663499935,0.5863170780479514,0.4448977204861033,0.5305129914259876,0.5389106846348037,0.5195046270821152,0.639824100537926,0.5366208056648618,0.45574867835485966,0.6783431487883269,0.6733073260982043,0.5468369984486111,0.4840090186097027,0.5800834784757636,0.4590483922733596,0.493557317626402,0.37686622481031007,0.5453138888327226,0.5049868382232675,0.5914823521317457,0.6576822470112055,0.5387155693675992,0.574460863947829,0.7305592456244621,0.4748290099314467,0.5514274715060845,0.48258148098291986,0.5801637292805695,0.7946536820051102,0.5157376450178639,0.7350175786732389,0.5940102136751266,0.5700257204292103,0.5883527144780666,0.6648298061127005,0.5588866652333775,0.4839812118518315,0.7269997050200043,0.48474220358042097,0.488433696881013,0.7274017113105082,0.43159132158765223,3.3306690738754696e-15,0.7564774341438718,0.397044807494249,0.37055687487854116,0.38595290688080863,0.6985714506904936,0.6949865474075336,0.4474323294108712,0.5203161959890099,0.48173281018602876,0.5318409846185415,0.5295375104428477,0.6537726354421627,0.38284165863881137,0.6450103821074589,0.5916420222336825,0.417551135068818,0.5352634385037891
A fragment of Stjórn-NRA norr fragm 60 A,0.7955853772188923,0.7222319277569964,0.7917125934067374,0.8471129738187433,0.749016713053483,0.8263168799239395,0.8077356539757456,0.7888884390083756,0.8372900025574709,0.7706455746845575,0.8254302093142244,0.8117210661423351,0.8164877592560071,0.8483072208091311,0.8089891742887091,0.775466607422604,0.8800102916103492,0.8546040782134308,0.8022458405988944,0.788011510312549,0.8405323419657873,0.7835236102351661,0.802585683815449,0.7532429376421925,0.8028105229956877,0.8019989887522884,0.7956981835256293,0.8584019907832579,0.8098015769160615,0.8129133295699578,0.8914689457287297,0.7804015547650871,0.807201703121539,0.7946131611423203,0.811048682333623,0.9129801443013408,0.8188637275530265,0.9032835351878649,0.8512380548882261,0.789766975211928,0.8303419487257342,0.8685632934948604,0.8328382355236841,0.7854315026784079,0.8624688196970468,0.7921687756403966,0.7502520436607759,0.8823468443169374,0.8032705269695154,0.7564774341438718,0.0,0.747479688756197,0.7574366372063466,0.7439501669294621,0.8645343603463821,0.8525697523402467,0.7554579513601346,0.7820245968283045,0.7934481301496744,0.7836367924292866,0.8090946261474834,0.8643527651146794,0.7426762181122495,0.8900992844326052,0.8011796307162969,0.7700389773249944,0.8292344692918706
