,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-AM 302 fol,Réttarbǿtr Eiríks Magnússonar (skipan) | Rettarbøter frå Eirik Magnusson (skipan)-AM 302 fol,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-AM 305 fol,Alexanders saga-AM 519 a 4to,Vǫluspá-AM 544 4to,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-AM 56 4to,Breta sǫgur-AM 573 4to,Trójumanna saga-AM 573 4to,Kristinréttr Magnúss Hákonarsonar | Magnus Lagabøtes kristenrett-AM 60 4to,Um tíund | Om tienden-AM 60 4to,Kristinréttr hinn eldri Frostaþings | Frostatings eldre kristenrett-AM 60 4to,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-AM 60 4to,Bǿjarlǫg Magnúss Hákonarsonar | Magnus Lagabøtes bylov-AM 60 4to,Réttarbǿtr | Rettarbøter-AM 60 4to,De virtutibus et vitiis-AM 619 4to,Old Norwegian Homily Book-AM 619 4to,"Ór lǽknisbók The fragment is unnamed, but Konráð Gíslason named his edition of the text
                    Úr læknisbók, which is published in Fire og fyrretyve for en stor deel forhen
                    utrykte prøver af oldnordisk sprog og literatur (1860)-AM 655 XXX 4to",1. De xii abusivis saeculi-AM 677 4to,2. Prosper’s Epigrams-AM 677 4to,3. Gregory’s Homilies on the Gospels-AM 677 4to,4. Gregory’s Dialogues-AM 677 4to,Kristinréttr hinn eldri Borgarþings | Borgartings eldre kristenrett-AM 78 4to,Kristinréttr Jóns erkibiskups | Erkebiskop Jons kristenrett-AM 78 4to,Kristinréttr Sverris konungs | Kong Sverres kristenrett-AM 78 4to,Bǿjarlǫg Magnúss Hákonarsonar  Farmannalǫg | Magnus Lagabøtes bylog  Farmannalov-AM 78 4to,Réttarbǿtr | Rettarbøtr-AM 78 4to,Pamphilus saga-DG 4-7,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-DG 8 I,Farmannalǫg (part 1) | Farmannslova (del 1)-DG 8 I,Eddic poems-GKS 2365 4to,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-Holm perg 30 4to,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-Holm perg 34 4to
Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-AM 302 fol,2.9976021664879227e-15,0.2278131489587979,0.030819940597621276,0.790799371036054,0.8541537994135706,0.05294236649824635,0.41412924375464355,0.5356961837622003,0.37800412385135107,0.5528308776082007,0.34207626757645027,0.3058538595905257,0.3348595336132223,0.3846716035545864,0.6889838553526991,0.7274246511681821,0.5309886517158697,0.6123685068067436,0.6812878997704965,0.8112157113379281,0.909963505639231,0.19897599656017195,0.11411705650319015,0.24464258771855374,0.08510394358211282,0.25535753970518305,0.7622216295427329,0.320721968397067,0.5124336681007058,0.7795565691613114,0.49658812740094627,0.5680183326534088
Réttarbǿtr Eiríks Magnússonar (skipan) | Rettarbøter frå Eirik Magnusson (skipan)-AM 302 fol,0.2278131489587979,0.0,0.2154299279284323,0.8733855174124135,0.8873035521167681,0.2580661522850317,0.44499750970563445,0.5919975260895113,0.5003161382768598,0.6026129187909439,0.49724365387607994,0.44526941996802827,0.4579084870213226,0.39290093284223526,0.8324393856315642,0.844255773305046,0.5464096364539871,0.7288483620481923,0.7844063751354494,0.902211881191295,0.9513664238157302,0.36039639343836194,0.2828483405259071,0.3797450448011582,0.2770911011261685,0.2382138176131101,0.8595082879315963,0.5156593039782975,0.660553941480958,0.8152764488357407,0.649949511091507,0.6844239410787258
Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-AM 305 fol,0.030819940597621276,0.2154299279284323,7.849276784099857e-14,0.8113729582855476,0.861133494300387,0.06712034300812852,0.42281662655847063,0.5375679112195835,0.41773881345903086,0.5627688716496142,0.4032454518740106,0.35887469443063613,0.3842252494247099,0.39970221048332866,0.7201918073215443,0.7517445425020342,0.5076307634829742,0.6249791813125989,0.7052650042615325,0.8356579823360013,0.9205842743328201,0.1925495161468046,0.13538041326681705,0.2710984623038142,0.10460221617504517,0.24985364172637214,0.7843417452147473,0.35765943829012314,0.5672518073800787,0.7880841937099367,0.5352864837690023,0.5817599987393014
Alexanders saga-AM 519 a 4to,0.790799371036054,0.8733855174124135,0.8113729582855476,2.375877272697835e-14,0.9122083766378017,0.7906096572037076,0.7620477364529659,0.8157844665875834,0.8179429647926844,0.8692828461359144,0.8585051590711554,0.8538349557536018,0.8653361838295329,0.8890739758797401,0.44830523175418724,0.2348850385301553,0.8707188214101389,0.6643840708464175,0.2281730674723681,0.3951238228254357,0.5921563459365273,0.8337981351581261,0.7939513458005363,0.8382214188228145,0.8067793179340719,0.8662238496642851,0.3470127426081496,0.7948836528866399,0.8291671180018689,0.8406653573384897,0.844310138005858,0.7508094993520069
Vǫluspá-AM 544 4to,0.8541537994135706,0.8873035521167681,0.861133494300387,0.9122083766378017,0.0,0.850064186819345,0.8644138181018424,0.902887897918224,0.8192385627232835,0.9096148596951604,0.908394677512762,0.8950739225707643,0.9156842080505877,0.900280270110758,0.8555512983734719,0.8672828958122342,0.9392127331052229,0.8675941596753189,0.9076259108102323,0.9190845609959932,0.9610022706052936,0.8553774967347791,0.85635978101322,0.8807241349677888,0.870370953198092,0.8776427057846813,0.8920628317534676,0.6537494802368139,0.5896407625656245,0.8092280256101606,0.8399671678976695,0.8438974233378217
Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-AM 56 4to,0.05294236649824635,0.2580661522850317,0.06712034300812852,0.7906096572037076,0.850064186819345,1.2545520178264269e-14,0.4313364037738776,0.5520797481351363,0.39343415305448526,0.5608992449326959,0.4354498204026809,0.3969182454006073,0.41546458248486584,0.440391877150346,0.6717119224367508,0.7177986403132353,0.5503103722719473,0.6039534816898355,0.6757596796953727,0.8043459906946451,0.9112478424281395,0.1562343677387178,0.08209103601397116,0.20944942521799492,0.04876628169319319,0.24409293943326182,0.7550275045137232,0.3016011700575636,0.47972312178302357,0.7787780092717339,0.5372900847820021,0.5596391523691634
Breta sǫgur-AM 573 4to,0.41412924375464355,0.44499750970563445,0.42281662655847063,0.7620477364529659,0.8644138181018424,0.4313364037738776,0.0,0.18280176912073387,0.6125619726261919,0.6097946131500221,0.5004646765803038,0.4543711310053232,0.43937525548809364,0.4274071336837456,0.8241597200935191,0.8004665101817912,0.29607889337814297,0.6620141867177651,0.6522484127884474,0.8190582770883552,0.8573013308588946,0.5350878013837551,0.416095813971854,0.422434616911748,0.4211295215900538,0.37974032783086364,0.7842591885433522,0.7070481024723103,0.7294048366986088,0.7905099165088585,0.7604895471317117,0.7797788942064637
Trójumanna saga-AM 573 4to,0.5356961837622003,0.5919975260895113,0.5375679112195835,0.8157844665875834,0.902887897918224,0.5520797481351363,0.18280176912073387,0.0,0.7735947340248988,0.7218044048680455,0.5898435567431825,0.5680750434228987,0.5363570798504682,0.5660774354976996,0.8733907079942809,0.8551621201248525,0.3044275703162329,0.6577567817786377,0.6974476831877435,0.8760702121235902,0.8933409585432267,0.646585536060597,0.5384956786205912,0.5216749350501,0.526598818403533,0.5388045071470897,0.8271412723661256,0.8327788612652804,0.8305783196615533,0.8813409059337521,0.8791854751812731,0.8950172810527138
Kristinréttr Magnúss Hákonarsonar | Magnus Lagabøtes kristenrett-AM 60 4to,0.37800412385135107,0.5003161382768598,0.41773881345903086,0.8179429647926844,0.8192385627232835,0.39343415305448526,0.6125619726261919,0.7735947340248988,8.881784197001252e-16,0.5468106949819562,0.4499168314303822,0.3938791539011566,0.42777221068564275,0.48127802045045887,0.7147685851711653,0.7487492645093378,0.7431105338874239,0.7302408862671463,0.7706666877155733,0.8212474647048866,0.9069060801623587,0.4110026748927954,0.37153775488674434,0.4608516854121325,0.4473671398072909,0.46650072296266887,0.7951291530186182,0.3726586377254837,0.4658314838451909,0.739312884542273,0.4407138408747422,0.5611163424707275
Um tíund | Om tienden-AM 60 4to,0.5528308776082007,0.6026129187909439,0.5627688716496142,0.8692828461359144,0.9096148596951604,0.5608992449326959,0.6097946131500221,0.7218044048680455,0.5468106949819562,0.0,0.5773522459174614,0.5329298900499289,0.5627938729286723,0.5415236069573742,0.8764881960107119,0.8940963820707073,0.645596947835467,0.8434379661609168,0.8656837004336149,0.9340560368930663,0.9671377171086336,0.6381512197871085,0.5054678890735363,0.6238864349646774,0.5839066811714047,0.5660902844367395,0.8860586460533777,0.636220401592138,0.6893751045153227,0.8248560149233801,0.6432057085864995,0.7554500455999609
