,Gunnlaugs saga Ormstungu-AM 557 4to,Breta sǫgur-AM 573 4to,Karls þáttr vesæla-AM 557 4to,Hróa þáttr heimska-AM 557 4to,Old Norwegian Homily Book-AM 619 4to,Prosper’s Epigrams-AM 677 4to,Pamphilus saga-DG 4-7,Kormáks saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (120vb.21–129rb.7),Bandamanna saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (114ra.41–120vb.21),Hallfreðr saga vandraskald-AM 557 4to,Sveinka þáttr Steinarssonar-AM 557 4to,Valdimars saga-AM 557 4to,Hrafns saga Sveinbjarnarsonar-AM 557 4to,Rögnvalldr ok Rauð-AM 557 4to,Hallfreðar saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (149va.32–156rb.10),Codex Frisianus-AM 45 fol.,Gregory’s Homilies on the Gospels-AM 677 4to,Bǿjarlǫg ok Farmannalǫg Magnúss Hákonarsonar | Magnus Lagabøtes bylov og farmannslov-Holm perg 34 4to,"Ór lǽknisbók The fragment is unnamed, but Konráð Gíslason named his edition of the text
                    Úr læknisbók, which is published in Fire og fyrretyve for en stor deel forhen
                    utrykte prøver af oldnordisk sprog og literatur (1860)-AM 655 XXX 4to",Völuspá in Codex Regius-GKS 2365 4to,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-Holm perg 34 4to,Eiríks saga víðförla-AM 557 4to,Droplaugasona saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (141va.3–147vb.4),Finnboga saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (100ra.1–114ra.41),De xii abusivis saeculi-AM 677 4to,Fóstbræðra saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (198rb.8–201vb.41),De virtutibus et vitiis-AM 619 4to,Trójumanna saga-AM 573 4to,Egils saga Skalla-Grímssonar in Wolfenbüttelbók-WolfAug 9 10 4to,Alexanders saga-AM 519 a 4to,A fragment of Konungs skuggsjá-AM 1056 IX 4to,Reynistaðarbók-AM 764 4to,Dámusta saga-AM 557 4to,Gregory’s Dialogues-AM 677 4to,Eiríks saga rauða-AM 557 4to,Stúfs þáttr Kattarsonar-AM 557 4to,Víga-Glúms saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (129rb.8–141va.32),Ölkofra þáttur according to AM 132 fol (Möðruvallabók)-AM 132 fol (147vb.5–149va.31)
Gunnlaugs saga Ormstungu-AM 557 4to,0.0,0.16443761746496466,0.2543792556956378,0.37430722442805553,0.27819091143670016,0.4059008922304196,0.28683203894016784,0.19709206142357938,0.20781180515604025,0.15619564416913645,0.50858009383526,0.3448085785363181,0.25670122953495256,0.2550466214837761,0.15926209258987944,0.18849621917363923,0.38919543947895774,0.3526900241220353,0.45115785183073376,0.5998862253572933,0.32028591697346154,0.40491099897266136,0.18731979450959313,0.13955484117209294,0.604062263245185,0.2236494918513826,0.33036605863369195,0.21499824434935433,0.13449171129749082,0.20292744580768385,0.5596773039985627,0.28793295407456654,0.27253708723743497,0.5460284992361903,0.1785301889926475,0.47021716365403965,0.15640710645971212,0.30896533801258275
Breta sǫgur-AM 573 4to,0.16443761746496466,0.0,0.24259482965284807,0.39107854626029004,0.23465326151154342,0.38353936972519775,0.2544317756421791,0.18785323339333082,0.19091294014516458,0.1603606866811107,0.48531235871680856,0.32259542401068797,0.2222466620189194,0.24225654825946752,0.16063402184188946,0.14686033148278665,0.354451206690818,0.31949180390844756,0.443292264859232,0.5746752758661351,0.28870785959121226,0.40058026088284937,0.1680261985853584,0.11844986721741657,0.5915194210102961,0.19241870056800137,0.302889003568492,0.15731889914128583,0.10095015883001224,0.15291671660114203,0.5409158098827734,0.24142589703060469,0.25822769686394575,0.5170824826406377,0.14314432921013254,0.5104701027960241,0.13366074271645767,0.2977164252568165
Karls þáttr vesæla-AM 557 4to,0.2543792556956378,0.24259482965284807,0.0,0.4242084208322181,0.3328627973522291,0.4138720645105478,0.345336712734838,0.2785312278468052,0.2532300135808442,0.23228911372859096,0.5489996015854594,0.3857664394632234,0.33816228609244814,0.3239232990773925,0.23849517151663702,0.2649873864289334,0.41618841350256863,0.3737967293591803,0.5242174217686733,0.6556789926734693,0.3372112107985159,0.4576085842660962,0.27777987385563496,0.22658239889389342,0.630241285652929,0.2841949197405014,0.3687035497091692,0.289326784840365,0.20805560337313944,0.2357644794319913,0.5926021057743598,0.3584651356999963,0.3183774480898146,0.580355951920444,0.25909673849308235,0.4573815920662615,0.2248299133187993,0.3400726209075512
Hróa þáttr heimska-AM 557 4to,0.37430722442805553,0.39107854626029004,0.4242084208322181,0.0,0.4700394077821518,0.5228955003971847,0.45643810522463657,0.40751981740009635,0.3803253455380624,0.3670842498084207,0.6425411912453063,0.4917823839403448,0.4727951643283721,0.44529227917418523,0.38338682377792144,0.40842252490165254,0.5252720768251091,0.49168211238383275,0.6056338342561057,0.716734514900037,0.4580124304505315,0.5639696061903173,0.41454140445555665,0.3635603414848114,0.7076111612026493,0.4212556336598827,0.48741409510865363,0.4331894551296641,0.36602906498669574,0.3811367629269645,0.668611594142767,0.48222995056967843,0.44324749454325185,0.6549751616465826,0.4115431569990866,0.5544091174906356,0.3578267321975034,0.46020523717115935
Old Norwegian Homily Book-AM 619 4to,0.27819091143670016,0.23465326151154342,0.3328627973522291,0.4700394077821518,8.326672684688674e-15,0.31466068861914154,0.29389547971203367,0.29632980974963086,0.26835682881179246,0.2678295230187744,0.5777791094903871,0.4119172106660757,0.31659072008318123,0.3608453287266098,0.2756976019598155,0.2772574305827824,0.32381663921665904,0.339642422278125,0.45891141767211785,0.6087651829757975,0.30331848509341963,0.4444365225215968,0.2915958576208646,0.24836058746107492,0.5202669179829391,0.2911590201356511,0.22140219336892708,0.27518654463419745,0.22726707077045427,0.21869338054868015,0.554855338989471,0.32416076234614444,0.33864616338387366,0.5597646596807633,0.2651726252024059,0.570764866098989,0.2473589914098553,0.3562553336767106
Prosper’s Epigrams-AM 677 4to,0.4059008922304196,0.38353936972519775,0.4138720645105478,0.5228955003971847,0.31466068861914154,2.0317081350640365e-14,0.36180045196831956,0.40683493142179816,0.31148609411603123,0.37007124086282495,0.6915610283850009,0.4814328463154909,0.465159519826598,0.4811263352248899,0.3974398161269507,0.40622650612279054,0.31027645858516295,0.3680324524493963,0.5126592606838256,0.6801906926075644,0.3020620930780139,0.5652935527161232,0.44403858491581116,0.3698090672755112,0.5175827111754845,0.40722397474412486,0.22607567229188041,0.41840039784349004,0.3638843249915247,0.24244727650049824,0.576869785330042,0.4365195695449978,0.39073543624072604,0.5478866668835504,0.4302152368876224,0.5835063298445258,0.3366965669845071,0.3804351630248126
Pamphilus saga-DG 4-7,0.28683203894016784,0.2544317756421791,0.345336712734838,0.45643810522463657,0.29389547971203367,0.36180045196831956,2.6645352591003757e-15,0.3050191543187437,0.24478271642682758,0.2931156630996974,0.5884829157208427,0.396396218536467,0.3765422628086822,0.36198708520624956,0.29471913209302036,0.3269082734089318,0.3946747818301817,0.36063482676549397,0.45033500900761647,0.6144320479866352,0.3168698947963401,0.4947042979569116,0.32155232243441834,0.25431131139063856,0.5668885132784252,0.32827093623679016,0.28010451894956057,0.2856517114897772,0.2757214248058907,0.2273599878026643,0.5443106961388309,0.359680993916656,0.3509056929303568,0.5962876955709382,0.30930452054905067,0.5777738691007414,0.2467026708567681,0.39170714132352147
Kormáks saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (120vb.21–129rb.7),0.19709206142357938,0.18785323339333082,0.2785312278468052,0.40751981740009635,0.29632980974963086,0.40683493142179816,0.3050191543187437,0.0,0.19031318233133387,0.1860703072844404,0.5281980431175831,0.36379238496727806,0.26842136439476694,0.2707792677524925,0.15077440220564742,0.22123750608749648,0.38110768493035796,0.3605016190839109,0.45935735318144344,0.6110213229139488,0.33278621021059596,0.45237730072785654,0.1751140234446995,0.1414992866926914,0.6113283781232044,0.21314637955277116,0.35169240674007585,0.22990243745286143,0.14989206983868297,0.20859790683698975,0.5798690989132682,0.31341415574695186,0.32068758553664656,0.5453651054877735,0.1904761655244388,0.5319112263123338,0.13928799889296462,0.308732429876751
Bandamanna saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (114ra.41–120vb.21),0.20781180515604025,0.19091294014516458,0.2532300135808442,0.3803253455380624,0.26835682881179246,0.31148609411603123,0.24478271642682758,0.19031318233133387,0.0,0.19360994820391964,0.537831510420975,0.3246775335802735,0.30311026764889215,0.2845570164076143,0.17313733090646266,0.2452282685618884,0.3516323836222207,0.3235016721825982,0.43855967725156664,0.6229499521326443,0.2753076852609798,0.45836261482288343,0.21522874354147215,0.13531029798060856,0.5693544083193207,0.2092734319698073,0.2728603152092248,0.23647769669839058,0.1784048277567517,0.14299915938238617,0.5421808367702872,0.30696805055178433,0.27816006725895903,0.5497542691434922,0.22063251080584034,0.4941992454626861,0.11369985274669303,0.2675572539902267
Hallfreðr saga vandraskald-AM 557 4to,0.15619564416913645,0.1603606866811107,0.23228911372859096,0.3670842498084207,0.2678295230187744,0.37007124086282495,0.2931156630996974,0.1860703072844404,0.19360994820391964,0.0,0.5152783674265833,0.3465270970555214,0.25261255409950334,0.25659498304259576,0.13318705470832293,0.18194385924695788,0.35678921392888197,0.3273970739216805,0.4653459884682911,0.6160444703005897,0.2936748487824036,0.41866906223682987,0.1815097443566407,0.1295829923768207,0.6117310591417808,0.20386730302268607,0.31767344630332217,0.21458869517358325,0.11225171222325847,0.17526328603674513,0.5679053266802494,0.28681651445948053,0.26262195524996046,0.5250924021339115,0.17408895858780415,0.4539110568903941,0.13739195296326445,0.27118423204908404
