,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-AM 302 fol,Réttarbǿtr Eiríks Magnússonar (skipan) | Rettarbøter frå Eirik Magnusson (skipan)-AM 302 fol,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-AM 305 fol,Alexanders saga-AM 519 a 4to,Vǫluspá-AM 544 4to,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-AM 56 4to,Breta sǫgur-AM 573 4to,Trójumanna saga-AM 573 4to,Kristinréttr Magnúss Hákonarsonar | Magnus Lagabøtes kristenrett-AM 60 4to,Um tíund | Om tienden-AM 60 4to,Kristinréttr hinn eldri Frostaþings | Frostatings eldre kristenrett-AM 60 4to,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-AM 60 4to,Bǿjarlǫg Magnúss Hákonarsonar | Magnus Lagabøtes bylov-AM 60 4to,Réttarbǿtr | Rettarbøter-AM 60 4to,De virtutibus et vitiis-AM 619 4to,Old Norwegian Homily Book-AM 619 4to,"Ór lǽknisbók The fragment is unnamed, but Konráð Gíslason named his edition of the text
                    Úr læknisbók, which is published in Fire og fyrretyve for en stor deel forhen
                    utrykte prøver af oldnordisk sprog og literatur (1860)-AM 655 XXX 4to",1. De xii abusivis saeculi-AM 677 4to,2. Prosper’s Epigrams-AM 677 4to,3. Gregory’s Homilies on the Gospels-AM 677 4to,4. Gregory’s Dialogues-AM 677 4to,Kristinréttr hinn eldri Borgarþings | Borgartings eldre kristenrett-AM 78 4to,Kristinréttr Jóns erkibiskups | Erkebiskop Jons kristenrett-AM 78 4to,Kristinréttr Sverris konungs | Kong Sverres kristenrett-AM 78 4to,Bǿjarlǫg Magnúss Hákonarsonar  Farmannalǫg | Magnus Lagabøtes bylog  Farmannalov-AM 78 4to,Réttarbǿtr | Rettarbøtr-AM 78 4to,Pamphilus saga-DG 4-7,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-DG 8 I,Farmannalǫg (part 1) | Farmannslova (del 1)-DG 8 I,Eddic poems-GKS 2365 4to,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-Holm perg 30 4to,Bǿjarlǫg Magnúss Hákonarsonar | Magnus Lagabøtes bylov-Holm perg 34 4to,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-Holm perg 34 4to
1. De xii abusivis saeculi-AM 677 4to,0.787385230930714,0.7990739058291958,0.7872708667057817,0.774492968761022,0.9869725788068304,0.8048621011312534,0.7259841710073326,0.7249955433678887,0.957979756296492,0.9069833390645361,0.8438791142164718,0.8309275012528947,0.8137050226901724,0.803232146959583,0.8661408056778707,0.8269641370446992,0.7661614786683564,0.0,0.5225574407351519,0.6436515592892896,0.6849625407210017,0.8558505608240573,0.7973859570739075,0.7951036074056327,0.7904080343302542,0.7913372673822897,0.846030594749278,0.9801889874314836,0.9873068427565598,0.9041707476770116,0.9843529908209211,0.970106359129496,0.9503301527760982
2. Prosper’s Epigrams-AM 677 4to,0.8548270909103185,0.8587221533298891,0.8545437495072393,0.275564423555532,0.9854865513444054,0.861656539613401,0.73693617576712,0.7638524560576242,0.9658698596896447,0.9317725235414736,0.8881062144699511,0.8767579821124344,0.8659856266486158,0.8598405007640326,0.6730710479689119,0.5287833309362762,0.8144530648573269,0.5225574407351519,0.0,0.21636162864420783,0.23615510623191627,0.9004749772533251,0.8566580782277285,0.8564565587968961,0.8511345852644027,0.8473412163149594,0.6360244268556001,0.982609869232785,0.9890294331025135,0.8822300418070034,0.9881838591788427,0.9879866670379045,0.9000992282426677
3. Gregory’s Homilies on the Gospels-AM 677 4to,0.9680693871680861,0.9757625486328005,0.9690404085708445,0.27196825331436536,0.9779080725316316,0.9727472229661888,0.84188931123916,0.8853619841742115,0.9820419101785978,0.9902351731005534,0.9840639259444973,0.981241797708983,0.9831301161899786,0.9820583779131671,0.615896939852615,0.4805363071977773,0.9586636422830309,0.6436515592892896,0.21636162864420783,4.440892098500626e-16,0.05779290321530084,0.9761314418299425,0.9693958764220418,0.9745157838730821,0.9747233622290422,0.9762162563771103,0.55119570997231,0.9774415099610557,0.98541187510064,0.8879450447048278,0.979129514196939,0.9667220470860227,0.9651387134396521
4. Gregory’s Dialogues-AM 677 4to,0.9717475411727092,0.9792666800470192,0.9717685799587619,0.26678887929053985,0.9767131315784471,0.9786870765302464,0.8392390484995316,0.8823323664788507,0.977293695356897,0.992484413528011,0.9853419649324187,0.9829512252462087,0.9843722272337534,0.9838918012373143,0.6173976310983654,0.485056721756847,0.96194085719193,0.6849625407210017,0.23615510623191627,0.05779290321530084,0.0,0.9816254067199336,0.9768957796616626,0.9789099838156299,0.980421963181909,0.9795246473406157,0.5269950074428709,0.9798623026473913,0.9887479462069129,0.9043309445758921,0.9818090914264385,0.9680712511018619,0.9638567486766761
Kristinréttr hinn eldri Borgarþings | Borgartings eldre kristenrett-AM 78 4to,0.23025574706724095,0.34353981062221317,0.23670452512268092,0.9341202286049592,0.8958422866146826,0.185920297937737,0.6533782978209155,0.7651364400244358,0.5310748419661999,0.6209622429042558,0.5141937750811794,0.5114405931421906,0.5283409789900738,0.5047872243847908,0.9539175078233308,0.94782096391764,0.6559742330016415,0.8558505608240573,0.9004749772533251,0.9761314418299425,0.9816254067199336,8.881784197001252e-16,0.203391086512144,0.24114159658936007,0.22148449103309176,0.35576692856817815,0.9118664973641444,0.4420854847376767,0.6273928812029377,0.8905690200702941,0.6752623348546059,0.9522123442383444,0.6667181188509543
Kristinréttr Jóns erkibiskups | Erkebiskop Jons kristenrett-AM 78 4to,0.15814980249382793,0.26099993358240525,0.17702232585568722,0.9083541882779177,0.8907193124198193,0.12248993846000511,0.56976879599945,0.676546770762737,0.4857075705935575,0.5095136670415183,0.3982581384061711,0.3995930382114612,0.4161592129878412,0.3650052357933814,0.9295069793730759,0.9296857230035119,0.5909171263393923,0.7973859570739075,0.8566580782277285,0.9693958764220418,0.9768957796616626,0.203391086512144,2.4424906541753444e-15,0.16904431399444086,0.15213561514671858,0.25569025875932583,0.8994152614244311,0.4936802798129345,0.6491243240301385,0.8807446065716134,0.6293549725698693,0.9146454898036334,0.6553505870159638
Kristinréttr Sverris konungs | Kong Sverres kristenrett-AM 78 4to,0.24487039671684352,0.3369377615606435,0.2718420209996807,0.9256612255851915,0.8939493705923615,0.21562735244679243,0.5683408628790674,0.6665271162315758,0.5038677174637328,0.5844312490137513,0.42195920992597513,0.4475707779393049,0.45527860560522393,0.43035152606367144,0.9540655551969934,0.9456818038268666,0.5823906578836424,0.7951036074056327,0.8564565587968961,0.9745157838730821,0.9789099838156299,0.24114159658936007,0.16904431399444086,0.0,0.21920069072819726,0.31001277789595083,0.9140374622120709,0.5742330626425547,0.6946580509132385,0.8923438985697779,0.7003276618455421,0.9480967568735977,0.7102826270536733
Bǿjarlǫg Magnúss Hákonarsonar  Farmannalǫg | Magnus Lagabøtes bylog  Farmannalov-AM 78 4to,0.10805137345012483,0.2544895756321359,0.12449731119695484,0.9119956048587252,0.897381680508098,0.06554468860705387,0.5657814757061173,0.6639219917016203,0.6053144646750319,0.6095568701124254,0.49463360339950546,0.44707486548917397,0.4320253864075859,0.4315127105342128,0.9402125084232104,0.9386010407708146,0.5895289605502331,0.7904080343302542,0.8511345852644027,0.9747233622290422,0.980421963181909,0.22148449103309176,0.15213561514671858,0.21920069072819726,0.0,0.2565659941425015,0.9019329905576576,0.4526653805920642,0.6043030280915497,0.8945402106424032,0.7031015208083371,0.9177012403609941,0.6719043298206241
Réttarbǿtr | Rettarbøtr-AM 78 4to,0.2514153483496079,0.1995723326429144,0.252299976639038,0.9287900244980821,0.8905395483567736,0.23201239341223379,0.5279123598099498,0.6745944676610196,0.5797801457568679,0.5891161451730287,0.5215497882712137,0.4495770958219626,0.4589902911309913,0.35232886636451954,0.9475404622216751,0.9461794572438511,0.5797485061751215,0.7913372673822897,0.8473412163149594,0.9762162563771103,0.9795246473406157,0.35576692856817815,0.25569025875932583,0.31001277789595083,0.2565659941425015,0.0,0.9233863025146132,0.5718822147127836,0.6856094397494445,0.858283755385984,0.6740900522651956,0.9384075384522013,0.6739071566038289
Pamphilus saga-DG 4-7,0.8939510783521746,0.9217228951037744,0.8987075079320617,0.4465975485757814,0.9386107385895182,0.8937163487198142,0.8211765678876419,0.8584664232908236,0.9386927757901069,0.9363303516928917,0.9249894920293207,0.9153522435698702,0.9232126176444102,0.9245253017877278,0.5004899368790151,0.5216858294015458,0.9130521787248901,0.846030594749278,0.6360244268556001,0.55119570997231,0.5269950074428709,0.9118664973641444,0.8994152614244311,0.9140374622120709,0.9019329905576576,0.9233863025146132,8.881784197001252e-16,0.9179472108168947,0.9362515132945932,0.8421184238811196,0.9484659850171338,0.9553117481359814,0.8367886795830969
Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-DG 8 I,0.42590539075959954,0.5443228984158898,0.45060222823389173,0.9281839609543157,0.640218702675267,0.40666993627560377,0.8225197686640118,0.9330277068985792,0.5508015541717428,0.651328480092197,0.6096727509163742,0.5710246380973281,0.6170809211151014,0.6537752915696539,0.9451437923629339,0.9535173597655228,0.8356712665497902,0.9801889874314836,0.982609869232785,0.9774415099610557,0.9798623026473913,0.4420854847376767,0.4936802798129344,0.5742330626425549,0.4526653805920642,0.5718822147127836,0.9179472108168947,1.199040866595169e-14,0.2874202553817069,0.8674308647381135,0.633067250567539,0.9232065084830355,0.6370849485747812
Farmannalǫg (part 1) | Farmannslova (del 1)-DG 8 I,0.6488925648700459,0.7170331576508067,0.6845398971943135,0.9469274184861342,0.5850884618161261,0.6140290216050114,0.8602477913501699,0.9385679863575055,0.6471376264736323,0.7266552889941321,0.7365328305748771,0.7046869112095819,0.7245926433887266,0.7535581108979379,0.9662414080962005,0.9686384887791101,0.8581619367719159,0.9873068427565598,0.9890294331025135,0.98541187510064,0.9887479462069129,0.6273928812029377,0.6491243240301385,0.6946580509132385,0.6043030280915497,0.6856094397494445,0.9362515132945932,0.2874202553817069,0.0,0.9027599196879342,0.7231080275859758,0.9608270920879162,0.7172360367165967
Eddic poems-GKS 2365 4to,0.8782972213473478,0.8726251926304542,0.8812422619188601,0.8952836444268217,0.7751091747078104,0.8800692125522577,0.8803889674488412,0.929369539754272,0.869718524071878,0.8764174889068798,0.9176972018481958,0.8789249317249669,0.8964572235559437,0.8542909282757158,0.9548894266617252,0.9494373378145872,0.8811122381782086,0.9041707476770116,0.8822300418070034,0.8879450447048278,0.9043309445758921,0.8905690200702941,0.8807446065716134,0.8923438985697779,0.8945402106424032,0.858283755385984,0.8421184238811196,0.8674308647381135,0.9027599196879342,0.0,0.8878893495937566,0.9645903322223311,0.8868132272908222
Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-Holm perg 30 4to,0.5909190580655461,0.6821603729207486,0.6270619418807653,0.9622518539932287,0.8860719948658305,0.6519606783517111,0.8529664007007874,0.9594241148514374,0.5838574778212953,0.6626272424567501,0.560898438512416,0.4999532220211056,0.570784019516236,0.5739695643724774,0.9736088799030014,0.9702900578913342,0.8981983556610469,0.9843529908209211,0.9881838591788427,0.979129514196939,0.9818090914264385,0.6752623348546059,0.6293549725698693,0.7003276618455421,0.7031015208083371,0.6740900522651956,0.9484659850171338,0.633067250567539,0.7231080275859758,0.8878893495937566,3.552713678800501e-15,0.946972515089456,0.7846580309455723
Bǿjarlǫg Magnúss Hákonarsonar | Magnus Lagabøtes bylov-Holm perg 34 4to,0.9122569330511348,0.9381924547279771,0.9200208042182787,0.9478686133735001,0.9669962202561685,0.916064831776163,0.9613160761314653,0.9868065747664896,0.9653941248511071,0.9600958997577261,0.9646596670202648,0.9515329707136578,0.9562488308209629,0.94255517463255,0.94411111147831,0.8989548763101994,0.981540338289145,0.970106359129496,0.9879866670379045,0.9667220470860227,0.9680712511018619,0.9522123442383444,0.9146454898036334,0.9480967568735977,0.9177012403609941,0.9384075384522013,0.9553117481359814,0.9232065084830355,0.9608270920879162,0.9645903322223311,0.946972515089456,0.0,0.7515379631906912
Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-Holm perg 34 4to,0.6412212890064175,0.6951177437697338,0.6348194462191074,0.8324106749832588,0.887552798696348,0.6261753666990384,0.830929450583318,0.9535863701971261,0.7115216961427445,0.7763873907479453,0.7636577498409467,0.7276652707461588,0.7615219867222434,0.7302277633717222,0.8850044949097149,0.834633676249915,0.8276775547410923,0.9503301527760982,0.9000992282426677,0.9651387134396521,0.9638567486766761,0.6667181188509543,0.6553505870159638,0.7102826270536733,0.6719043298206241,0.6739071566038289,0.8367886795830969,0.6370849485747812,0.7172360367165967,0.8868132272908222,0.7846580309455723,0.7515379631906912,5.10702591327572e-15
