,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-AM 302 fol,Réttarbǿtr Eiríks Magnússonar (skipan) | Rettarbøter frå Eirik Magnusson (skipan)-AM 302 fol,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-AM 305 fol,Alexanders saga-AM 519 a 4to,Vǫluspá-AM 544 4to,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-AM 56 4to,Breta sǫgur-AM 573 4to,Trójumanna saga-AM 573 4to,Kristinréttr Magnúss Hákonarsonar | Magnus Lagabøtes kristenrett-AM 60 4to,Um tíund | Om tienden-AM 60 4to,Kristinréttr hinn eldri Frostaþings | Frostatings eldre kristenrett-AM 60 4to,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-AM 60 4to,Bǿjarlǫg Magnúss Hákonarsonar | Magnus Lagabøtes bylov-AM 60 4to,Réttarbǿtr | Rettarbøter-AM 60 4to,De virtutibus et vitiis-AM 619 4to,Old Norwegian Homily Book-AM 619 4to,"Ór lǽknisbók The fragment is unnamed, but Konráð Gíslason named his edition of the text
                    Úr læknisbók, which is published in Fire og fyrretyve for en stor deel forhen
                    utrykte prøver af oldnordisk sprog og literatur (1860)-AM 655 XXX 4to",1. De xii abusivis saeculi-AM 677 4to,2. Prosper’s Epigrams-AM 677 4to,3. Gregory’s Homilies on the Gospels-AM 677 4to,4. Gregory’s Dialogues-AM 677 4to,Kristinréttr hinn eldri Borgarþings | Borgartings eldre kristenrett-AM 78 4to,Kristinréttr Jóns erkibiskups | Erkebiskop Jons kristenrett-AM 78 4to,Kristinréttr Sverris konungs | Kong Sverres kristenrett-AM 78 4to,Bǿjarlǫg Magnúss Hákonarsonar  Farmannalǫg | Magnus Lagabøtes bylog  Farmannalov-AM 78 4to,Réttarbǿtr | Rettarbøtr-AM 78 4to,Pamphilus saga-DG 4-7,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-DG 8 I,Farmannalǫg (part 1) | Farmannslova (del 1)-DG 8 I,Eddic poems-GKS 2365 4to,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-Holm perg 30 4to,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-Holm perg 34 4to
Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-AM 302 fol,4.218847493575595e-15,0.248527761057468,0.03451280014774882,0.810817931539836,0.8563152392652451,0.059202486100377816,0.4339340807948715,0.5444977413658165,0.448994312397781,0.5847798602565508,0.35350808925393706,0.31458942356653474,0.3437291134670898,0.39862668410382485,0.7423282169420976,0.7349834632077384,0.542777425660339,0.6414947400411692,0.6931352974234355,0.8179912293801135,0.9114112801674986,0.2187352756991311,0.1275437785882021,0.26154481378132177,0.09592654275231915,0.2801206158743438,0.7870202137104226,0.3344086642293813,0.521093251562388,0.7884116657974981,0.5097751933072511,0.5806864554661327
Réttarbǿtr Eiríks Magnússonar (skipan) | Rettarbøter frå Eirik Magnusson (skipan)-AM 302 fol,0.248527761057468,0.0,0.23783502854179317,0.8870778769650199,0.8911308847283906,0.2826505392286893,0.4765141632992499,0.6069556388084651,0.5665923694412087,0.6393595780553117,0.5163403124134278,0.46567983801225155,0.4765938115343913,0.4179122802162981,0.8631187548103655,0.8508827135781969,0.5688240796220491,0.7527837923007535,0.7950665914432937,0.9071541085312753,0.9529457432162517,0.39132311705441447,0.31128056102899315,0.40802218978867655,0.3019642403285918,0.27735272620899765,0.8768574946777885,0.5346033465901576,0.6717963744777584,0.8326262357289103,0.6663967918389926,0.6992069667729137
Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-AM 305 fol,0.03451280014774882,0.23783502854179317,1.7763568394002505e-15,0.8303859621248242,0.8642438989006307,0.07429883874505083,0.4462314858489993,0.5497927828355825,0.48529558498444036,0.5956548664452221,0.4169262522383842,0.37048770610804915,0.39607395438644233,0.4170665884094584,0.7691268938951108,0.7595846627564444,0.523783815755784,0.6550834081929647,0.7176013029609913,0.8422723246146553,0.9222845262919149,0.21786690744553106,0.15322829809734528,0.2922280275474588,0.11745964568887746,0.2746896234057492,0.8078229316462011,0.3741912912685066,0.5774757836501263,0.7992817470130775,0.5490355968803797,0.5882259064296267
Alexanders saga-AM 519 a 4to,0.810817931539836,0.8870778769650199,0.8303859621248242,5.206945985491984e-14,0.9199206704017437,0.8100988572635741,0.7556806674422287,0.8246030168644356,0.8524461944682578,0.8883954341765942,0.8714375504872403,0.8654644023506736,0.8762181735087875,0.89859431201788,0.5647465447582367,0.2870329794505504,0.882964500873048,0.7030100297099036,0.26999971273085266,0.4190379481493063,0.5976281863032495,0.8476563772267082,0.8138051922582952,0.8542863543974438,0.824123012486439,0.8805414912229789,0.4275252351806388,0.8127218874364338,0.8454258982769963,0.8636192187237033,0.8621369325201188,0.7739829827901893
Vǫluspá-AM 544 4to,0.8563152392652451,0.8911308847283906,0.8642438989006307,0.9199206704017437,0.0,0.8518470442535651,0.866834831157761,0.9029668724774843,0.8400802740446551,0.9149046195251307,0.9087628494485184,0.8948238190027396,0.9155796756247838,0.9007893849227183,0.8786088371267544,0.8694409419161659,0.9398312582042376,0.8746607081883531,0.9100392094784641,0.9215031593789708,0.9616390741560984,0.8583231108323006,0.8584540390395752,0.8827680682051778,0.8721412937944085,0.8823647394736978,0.9024936023840381,0.6629024690507168,0.60439621662871,0.822575092043567,0.8451493663951709,0.8515921071486174
Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-AM 56 4to,0.059202486100377816,0.2826505392286893,0.07429883874505083,0.8100988572635741,0.8518470442535651,0.0,0.44855472411027086,0.5586019129900004,0.4608891756781225,0.5915010317368927,0.44259559084140687,0.40027629987677593,0.421627822466231,0.45069544295540487,0.7273700757329782,0.725328834730423,0.5599575623663762,0.6327139239684678,0.6871254976408814,0.8108174943001111,0.9123320363532625,0.17388792879097958,0.09422620951845029,0.22381969153567416,0.056489947655993245,0.2654761288931714,0.7806787263508281,0.3142977683321083,0.48884034005776655,0.7863681732178522,0.5477914408037492,0.569930507475213
Breta sǫgur-AM 573 4to,0.4339340807948715,0.4765141632992499,0.4462314858489993,0.7556806674422287,0.866834831157761,0.44855472411027086,8.992806499463768e-15,0.21244307191359302,0.6587586667201085,0.6396944430170655,0.5145299915517212,0.46784563239943033,0.4557735812725716,0.45039062735059565,0.8532459214524242,0.804100364186282,0.3270234896105968,0.6851689972533663,0.664990182060085,0.8223232325879032,0.8582677715547166,0.5540662385859821,0.4336366347283952,0.4498311442547661,0.43781071335158306,0.42115002006454694,0.8052739410677866,0.7135473454691312,0.7363616988523438,0.8078023845866693,0.7691508043053545,0.7870243769652266
Trójumanna saga-AM 573 4to,0.5444977413658165,0.6069556388084651,0.5497927828355825,0.8246030168644356,0.9029668724774843,0.5586019129900004,0.21244307191359302,0.0,0.7971772023966311,0.7390394185438798,0.5957682783349837,0.5726695749997837,0.54279842112384,0.5781893656237767,0.8932110156992386,0.8568795721010966,0.3154575078212103,0.6771241216894592,0.7027008782253081,0.8757260471155084,0.8921733501213169,0.6556428470879662,0.5438273625652744,0.537703879321562,0.5316750152313148,0.563243322542446,0.8431326688563305,0.8341579142253588,0.8321211604116348,0.887465303580477,0.8816421218430686,0.8971459028452163
Kristinréttr Magnúss Hákonarsonar | Magnus Lagabøtes kristenrett-AM 60 4to,0.448994312397781,0.5665923694412087,0.48529558498444036,0.8524461944682578,0.8400802740446551,0.4608891756781225,0.6587586667201085,0.7971772023966311,0.0,0.5538656828457872,0.5007708421402178,0.45675594046546264,0.490883356828002,0.5407995240672486,0.7893508686135785,0.7815425715680769,0.7727077381689382,0.7751685994388623,0.8011896288509481,0.8452398635993194,0.9178013299575656,0.47846364909489747,0.43724493552260146,0.5111561175345245,0.5096964440285747,0.5362500339767208,0.8366855476813084,0.435292871519264,0.5294424010672021,0.7824095705610348,0.4936945140696789,0.6249965671348525
Um tíund | Om tienden-AM 60 4to,0.5847798602565508,0.6393595780553117,0.5956548664452221,0.8883954341765942,0.9149046195251307,0.5915010317368927,0.6396944430170655,0.7390394185438798,0.5538656828457872,9.992007221626409e-16,0.6000782726389529,0.562448612969612,0.5922523360333587,0.5747447578787234,0.9026380556846276,0.9018113019421464,0.6735835475550098,0.8615746215758555,0.8765984673796806,0.9394751539705769,0.9693447399626284,0.6636332808024951,0.5382094707147176,0.6457872285182948,0.6129636325648543,0.6062223897657726,0.9039685292123518,0.6514494502906331,0.7104069781222347,0.8478505263645952,0.66453976192261,0.7794341118961453
