,Gunnlaugs saga Ormstungu-AM 557 4to,Breta sǫgur-AM 573 4to,Karls þáttr vesæla-AM 557 4to,Hróa þáttr heimska-AM 557 4to,Old Norwegian Homily Book-AM 619 4to,Prosper’s Epigrams-AM 677 4to,Pamphilus saga-DG 4-7,Kormáks saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (120vb.21–129rb.7),Bandamanna saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (114ra.41–120vb.21),Hallfreðr saga vandraskald-AM 557 4to,Sveinka þáttr Steinarssonar-AM 557 4to,Valdimars saga-AM 557 4to,Hrafns saga Sveinbjarnarsonar-AM 557 4to,Rögnvalldr ok Rauð-AM 557 4to,Hallfreðar saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (149va.32–156rb.10),Codex Frisianus-AM 45 fol.,Gregory’s Homilies on the Gospels-AM 677 4to,Bǿjarlǫg ok Farmannalǫg Magnúss Hákonarsonar | Magnus Lagabøtes bylov og farmannslov-Holm perg 34 4to,"Ór lǽknisbók The fragment is unnamed, but Konráð Gíslason named his edition of the text
                    Úr læknisbók, which is published in Fire og fyrretyve for en stor deel forhen
                    utrykte prøver af oldnordisk sprog og literatur (1860)-AM 655 XXX 4to",Völuspá in Codex Regius-GKS 2365 4to,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-Holm perg 34 4to,Eiríks saga víðförla-AM 557 4to,Droplaugasona saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (141va.3–147vb.4),Finnboga saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (100ra.1–114ra.41),De xii abusivis saeculi-AM 677 4to,Fóstbræðra saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (198rb.8–201vb.41),De virtutibus et vitiis-AM 619 4to,Trójumanna saga-AM 573 4to,Egils saga Skalla-Grímssonar in Wolfenbüttelbók-WolfAug 9 10 4to,Alexanders saga-AM 519 a 4to,A fragment of Konungs skuggsjá-AM 1056 IX 4to,Reynistaðarbók-AM 764 4to,Dámusta saga-AM 557 4to,Gregory’s Dialogues-AM 677 4to,Eiríks saga rauða-AM 557 4to,Stúfs þáttr Kattarsonar-AM 557 4to,Víga-Glúms saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (129rb.8–141va.32),Ölkofra þáttur according to AM 132 fol (Möðruvallabók)-AM 132 fol (147vb.5–149va.31)
Gunnlaugs saga Ormstungu-AM 557 4to,1.4210854715202004e-14,0.10999626193071421,0.1842314589306333,0.27500122116365755,0.20325493466229605,0.3533698040126424,0.21225250600146262,0.12885314367198075,0.15721424913190174,0.10590807930688728,0.4226523903045881,0.24213961928748673,0.17870414575250104,0.17985176086415933,0.11090762956820477,0.13565097333017895,0.3463900534646004,0.278884096181812,0.36970421209545323,0.4905370475433303,0.2726774786850885,0.33019312926125655,0.132745359326644,0.09535670193277501,0.5020882716936819,0.15977941918862004,0.2744965483206697,0.14523260750998623,0.09525975398292996,0.1485772004423188,0.46792101632964656,0.1082497214035898,0.1918207128353182,0.516055842638838,0.1225638233929246,0.396833664172479,0.1122126023969654,0.23193544770721009
Breta sǫgur-AM 573 4to,0.10999626193071421,0.0,0.1782340179868841,0.30453211162817184,0.17234438688735088,0.3405282539493385,0.1920876574942123,0.12312819925644725,0.15053081654694256,0.11096395161897799,0.4061689361218601,0.2247812933431762,0.1577202766694491,0.17909359826461135,0.11078684077421297,0.10846433753978224,0.32172729770878095,0.25072261865150924,0.3740947350890038,0.4645205662226596,0.25030513595797155,0.34182129498412206,0.1232762145460019,0.08058040251958254,0.49648345024848184,0.1399911481028605,0.26072019525970846,0.10004192971713632,0.07220050605839046,0.11495520514513624,0.453754811664841,0.06323252584789918,0.19063345360401052,0.49298983524099427,0.09732197813808574,0.4393006576594237,0.09891256790177338,0.23147634741159506
Karls þáttr vesæla-AM 557 4to,0.1842314589306333,0.1782340179868841,6.106226635438361e-15,0.3240871381671364,0.2511031859439755,0.3494910450614793,0.2661433419445416,0.19336649328364963,0.18873742714717245,0.15994301491712526,0.4628030105337355,0.2804201964388541,0.25697154597570737,0.24234063214111112,0.1664236468280561,0.20177582650297143,0.363177394409665,0.28409030467852636,0.44209143712634824,0.5504540443510779,0.274757545687387,0.382479856294062,0.2114639158424586,0.16230111322585372,0.5272297671606085,0.21123077073378627,0.3026372753047264,0.21270420744253193,0.1539269208479842,0.16791739059694033,0.5007793230641664,0.17600276939394455,0.23122123176825926,0.5434215088570629,0.19587936141552476,0.3772034237048689,0.1659259513740019,0.2534699381672193
Hróa þáttr heimska-AM 557 4to,0.27500122116365755,0.30453211162817184,0.3240871381671364,0.0,0.3754078976395828,0.4419979971385142,0.3620359534646984,0.3056996123613497,0.2935762563800438,0.27026521809604864,0.5502142191869237,0.37372564747155124,0.37312102880472897,0.3466436501748912,0.2888612581642963,0.32337106902677515,0.454681335772539,0.3936691022363772,0.5125706156232419,0.6115352745048992,0.37966361707903906,0.47635582387553543,0.32524777263208493,0.27660349591563826,0.6065108635522933,0.3311966503904161,0.40794144420475564,0.3391120699508017,0.2846877664231603,0.29412428461694873,0.5750507278306775,0.30189310256757074,0.3344665467096545,0.6036326288969793,0.3232785821430818,0.45825082330377254,0.2757204546224724,0.35883062757809525
Old Norwegian Homily Book-AM 619 4to,0.20325493466229605,0.17234438688735088,0.2511031859439755,0.3754078976395828,0.0,0.2514370835283005,0.2120610655791325,0.21646508052760316,0.20518238792630206,0.19831918290087347,0.4991517564436879,0.30699847622479404,0.234822109434063,0.28260112872279497,0.20690114648896707,0.21776869936511367,0.2846061201455541,0.2529707128153825,0.3703905188944552,0.4939110018532209,0.24601145214735087,0.3705328674663272,0.22901395747488762,0.18875320805503615,0.41071324201236115,0.21989790757408267,0.16459787604888454,0.2003781257798386,0.1738155665536466,0.1549932998548681,0.4582134377989684,0.14193193925398528,0.2529982230781531,0.5270194617296282,0.19711271038406497,0.4921512499805164,0.19015302238617215,0.2722423911269176
Prosper’s Epigrams-AM 677 4to,0.3533698040126424,0.3405282539493385,0.3494910450614793,0.4419979971385142,0.2514370835283005,0.0,0.2950749686887323,0.34948132545470834,0.2593749760824755,0.3156105013060442,0.6374261334400988,0.39186555055719385,0.4055138514301251,0.4222290445382,0.3463609550562673,0.36749337157420725,0.2816322818509327,0.28646875002651484,0.44364625346401465,0.6159269627647612,0.24653605752716323,0.5118376228266684,0.3993671329120494,0.32551682414936745,0.41754051634978995,0.3532873319778288,0.17077661633132823,0.36638186853503896,0.32707351907860505,0.18599772582553598,0.4904640816102952,0.2889050882618117,0.31747811752226474,0.5296973913390468,0.38567024770298597,0.5082252779319691,0.29472042563321244,0.30250241560602875
Pamphilus saga-DG 4-7,0.21225250600146262,0.1920876574942123,0.2661433419445416,0.3620359534646984,0.2120610655791325,0.2950749686887323,0.0,0.22460978813506627,0.18127146700160202,0.22629662193904165,0.5076132106030158,0.28518540449142016,0.2993850798711477,0.28549335110001806,0.2275552126275351,0.268893015424846,0.3454253532729985,0.27320838171108475,0.35532251391673086,0.504040213772359,0.25633820358593273,0.42520217246625636,0.2589474093156586,0.19502492406480187,0.4478967701128109,0.2606680228326048,0.21439674878462267,0.20968746568943708,0.22341120356357702,0.16427972937666346,0.43533337644788517,0.17908822104974575,0.26517102058132036,0.5628722672184567,0.24549375654987604,0.4998334213869332,0.19014247924473127,0.3137888614106431
Kormáks saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (120vb.21–129rb.7),0.12885314367198075,0.12312819925644725,0.19336649328364963,0.3056996123613497,0.21646508052760316,0.34948132545470834,0.22460978813506627,0.0,0.13134859154707879,0.1219062774862203,0.43651294353228387,0.24897316192876628,0.184938466494999,0.1835029813151019,0.0933919751078367,0.16138720827389863,0.33505540097602693,0.2756086367508086,0.37523027604689674,0.5002158611883116,0.2747642855678296,0.3776937045987281,0.11328534882106889,0.08250876321961431,0.5163644439474204,0.14096755945271167,0.290995504040266,0.15096936399264793,0.10381147167539684,0.1469143344919316,0.4879568192923326,0.1243957290217359,0.2333928836271294,0.5107282169479941,0.12219077485826035,0.447024600022518,0.086338451877503,0.22065547285843368
Bandamanna saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (114ra.41–120vb.21),0.15721424913190174,0.15053081654694256,0.18873742714717245,0.2935762563800438,0.20518238792630206,0.2593749760824755,0.18127146700160202,0.13134859154707879,2.886579864025407e-15,0.14624318655117974,0.46837586310119306,0.22668714192681283,0.24292664627741078,0.2239133507132125,0.12481679209252827,0.20708542848197842,0.31793547615882456,0.25867448542456073,0.36650254293240814,0.525625678876658,0.23784513703453414,0.4038597159113517,0.1727067222143972,0.10226605628414986,0.46884344663095334,0.16206173645123267,0.22499225915440435,0.1830587010443866,0.1496422063435775,0.10238882092950141,0.45678296690980236,0.1391520645491119,0.2100362308218453,0.5267201819622336,0.17839899471294962,0.42126189465275077,0.08170656170040613,0.20016439768743632
Hallfreðr saga vandraskald-AM 557 4to,0.10590807930688728,0.11096395161897799,0.15994301491712526,0.27026521809604864,0.19831918290087347,0.3156105013060442,0.22629662193904165,0.1219062774862203,0.14624318655117974,0.0,0.43160260933762085,0.2443528161080294,0.18348809554769074,0.19005441214833063,0.092042237124081,0.1334746786758736,0.3148076831104468,0.2525350042846457,0.3901397947168147,0.5133157567423472,0.24686948788923135,0.3521638576988323,0.1341517355264471,0.09207203851050894,0.5136959325800912,0.1446114898490014,0.26773116019222476,0.15217270876032052,0.07776704682294044,0.12386216691898655,0.4810348185011456,0.11117121090866422,0.183742719941276,0.4952645939165171,0.12278331607001836,0.36998554678802975,0.09960674531869618,0.1948540519560109
