,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-AM 302 fol,Réttarbǿtr Eiríks Magnússonar (skipan) | Rettarbøter frå Eirik Magnusson (skipan)-AM 302 fol,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-AM 305 fol,Alexanders saga-AM 519 a 4to,Vǫluspá-AM 544 4to,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-AM 56 4to,Breta sǫgur-AM 573 4to,Trójumanna saga-AM 573 4to,Kristinréttr Magnúss Hákonarsonar | Magnus Lagabøtes kristenrett-AM 60 4to,Um tíund | Om tienden-AM 60 4to,Kristinréttr hinn eldri Frostaþings | Frostatings eldre kristenrett-AM 60 4to,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-AM 60 4to,Bǿjarlǫg Magnúss Hákonarsonar | Magnus Lagabøtes bylov-AM 60 4to,Réttarbǿtr | Rettarbøter-AM 60 4to,De virtutibus et vitiis-AM 619 4to,Old Norwegian Homily Book-AM 619 4to,"Ór lǽknisbók The fragment is unnamed, but Konráð Gíslason named his edition of the text
                    Úr læknisbók, which is published in Fire og fyrretyve for en stor deel forhen
                    utrykte prøver af oldnordisk sprog og literatur (1860)-AM 655 XXX 4to",1. De xii abusivis saeculi-AM 677 4to,2. Prosper’s Epigrams-AM 677 4to,3. Gregory’s Homilies on the Gospels-AM 677 4to,4. Gregory’s Dialogues-AM 677 4to,Kristinréttr hinn eldri Borgarþings | Borgartings eldre kristenrett-AM 78 4to,Kristinréttr Jóns erkibiskups | Erkebiskop Jons kristenrett-AM 78 4to,Kristinréttr Sverris konungs | Kong Sverres kristenrett-AM 78 4to,Bǿjarlǫg Magnúss Hákonarsonar  Farmannalǫg | Magnus Lagabøtes bylog  Farmannalov-AM 78 4to,Réttarbǿtr | Rettarbøtr-AM 78 4to,Pamphilus saga-DG 4-7,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-DG 8 I,Farmannalǫg (part 1) | Farmannslova (del 1)-DG 8 I,Eddic poems-GKS 2365 4to,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-Holm perg 30 4to,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-Holm perg 34 4to
Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-AM 302 fol,0.0,0.26326775942657654,0.03954269825642509,0.8129952777273446,0.8576477419720483,0.060781132753888745,0.5271286444176508,0.6476224976924767,0.4579162096118785,0.5969145401770152,0.3590711636598951,0.31876772224620853,0.35363871529562096,0.4080957200290489,0.7445623704352252,0.7386242779454291,0.5525790356909237,0.6463227836959908,0.6974893836389613,0.8206424673993309,0.9132149428596911,0.23352898073268757,0.13370681578660204,0.2665759352327197,0.10419616461059822,0.3051955952609857,0.7890393402004361,0.3468045137426665,0.5261928342966686,0.7901493023187144,0.510813235406482,0.5860570299118631
Réttarbǿtr Eiríks Magnússonar (skipan) | Rettarbøter frå Eirik Magnusson (skipan)-AM 302 fol,0.26326775942657654,0.0,0.25514996938367107,0.8903036217668452,0.8934714890562004,0.29853677447010185,0.5686080243463538,0.6991732598667967,0.5813386424738073,0.6564723666520842,0.5295544614574259,0.4796867639190904,0.49463951532508843,0.4366109443607472,0.8662736113867255,0.8549958785690782,0.582642874404645,0.7589980056047794,0.8007292458763987,0.9099143518756999,0.9546834901228494,0.41397454056324134,0.3277010163394555,0.4240652527951104,0.3215641572847351,0.3147000999400237,0.8802272587644348,0.5518908911398053,0.6806318354033081,0.836370219248863,0.6733739427479237,0.7085962117236835
Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-AM 305 fol,0.03954269825642509,0.25514996938367107,2.453592884421596e-14,0.8336074223725922,0.86617864694922,0.07743838470535958,0.5416418562353805,0.6552266103295498,0.4971205617290704,0.6108076107065479,0.4263343172639076,0.3791730239226182,0.40989038129149336,0.43085345388575347,0.7729436703762185,0.7647431668769245,0.5389893211156633,0.6628236276262687,0.723917539418711,0.8458022826429057,0.9244350985372093,0.23983915390977628,0.1660566864725923,0.3028188553884442,0.1297773313456846,0.2998840626357332,0.8112218939717752,0.39095788609241244,0.5852334108738925,0.8024077518295974,0.5532740026567597,0.5930995933288249
Alexanders saga-AM 519 a 4to,0.8129952777273446,0.8903036217668452,0.8336074223725922,2.1971313657331848e-13,0.9198454038789395,0.8123460314631064,0.7945607688626983,0.8631195466394894,0.8553928382775926,0.8919141295234426,0.871106816251496,0.8661068279147714,0.8772056339352963,0.8999031331394255,0.5689882194490035,0.2990198825244733,0.8845734892895604,0.7082827808799261,0.27848773590362763,0.43102200149804515,0.6093816652877422,0.8516075456731993,0.8161020505331862,0.8562559230632423,0.826765458717894,0.8841390746263929,0.4345502238460306,0.8159378113685742,0.8471311243547914,0.8647267204282997,0.8618157277327442,0.776836736664805
Vǫluspá-AM 544 4to,0.8576477419720483,0.8934714890562004,0.86617864694922,0.9198454038789395,0.0,0.8536480379270361,0.887517987270921,0.9236843456176922,0.839183715570391,0.9140098467687574,0.9055720928620903,0.8902232933897114,0.9094921882291253,0.8985196138983251,0.880642515247683,0.8713634706877164,0.9406033612274397,0.8762884690837274,0.911990611083151,0.9228399371570183,0.9625392170981384,0.8626447858187719,0.8599676747893259,0.88443323084308,0.8747608313925876,0.8863924192745226,0.9026920902675258,0.6714072312370781,0.6146220748419993,0.825955460228794,0.8462446115907165,0.854010486065638
Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-AM 56 4to,0.060781132753888745,0.29853677447010185,0.07743838470535958,0.8123460314631064,0.8536480379270361,0.0,0.5396219387519143,0.658815088930886,0.4694093686811699,0.6028640315792781,0.44625661429362085,0.4023900413952546,0.4289685138336923,0.4587399524971806,0.7298742146355728,0.7293312652538225,0.5699758759594802,0.6378769898677348,0.6917196409276698,0.813669581136017,0.9141692886183386,0.1906186689687296,0.10226534029836265,0.23027554739343425,0.06539700356583045,0.29069107827502383,0.7829679065852022,0.3274860661215757,0.4945058632623144,0.788400815598985,0.548974702295799,0.5749160180322732
Breta sǫgur-AM 573 4to,0.5271286444176508,0.5686080243463538,0.5416418562353805,0.7945607688626983,0.887517987270921,0.5396219387519143,4.218847493575595e-15,0.21374308826732646,0.7162048271203911,0.7074511697267064,0.5929896844477782,0.5552351004742719,0.5482510333661207,0.5448302781818208,0.8769368156694869,0.8328638159535725,0.44518362888424745,0.7373425075862321,0.7218880179025073,0.8525583154204205,0.8840636353692007,0.6324731736953348,0.526431677723658,0.5412820303630974,0.5313440636094101,0.5301285017548387,0.8361423291825872,0.7615252683802644,0.7786006915238729,0.8387075818354646,0.8044723186982661,0.8208886578507114
Trójumanna saga-AM 573 4to,0.6476224976924767,0.6991732598667967,0.6552266103295498,0.8631195466394894,0.9236843456176922,0.658815088930886,0.21374308826732646,0.0,0.8429828969272603,0.803393149428143,0.6868191065689624,0.6698478251138922,0.649900151495969,0.6775928364653431,0.9164371933510336,0.8846723930777617,0.49116354224390757,0.7515596027629863,0.7705357554693375,0.9027997318325162,0.9167805689956748,0.7365428468191855,0.6461720086210334,0.643191438095352,0.6382978741293209,0.6707130301461589,0.8778144956078371,0.8715835156793814,0.868741913998654,0.9111202085200119,0.9068927547767084,0.9199762416791091
Kristinréttr Magnúss Hákonarsonar | Magnus Lagabøtes kristenrett-AM 60 4to,0.4579162096118785,0.5813386424738073,0.4971205617290704,0.8553928382775926,0.839183715570391,0.4694093686811699,0.7162048271203911,0.8429828969272603,1.6653345369377348e-15,0.5709869138667839,0.5040134118528761,0.4631021199539991,0.49836210048390006,0.5483679182579368,0.7933011542077093,0.7868384197938605,0.778898783883164,0.7813501998031183,0.8061421698064061,0.8495807859224814,0.9204567870075981,0.4917997363322464,0.44632822110961134,0.5179164204142592,0.5187740085685817,0.5584444180611788,0.8397029744764863,0.45065025199201403,0.5387305689872754,0.7845063054897212,0.4999216293730441,0.6364615200956989
Um tíund | Om tienden-AM 60 4to,0.5969145401770152,0.6564723666520842,0.6108076107065479,0.8919141295234426,0.9140098467687574,0.6028640315792781,0.7074511697267064,0.803393149428143,0.5709869138667839,0.0,0.6071298421235674,0.5738794810376686,0.606939244112707,0.5883531432439801,0.9051442810848427,0.9040488374059741,0.6915927495503291,0.8674843770824595,0.8817846815950146,0.9417728745285933,0.9707124183569307,0.6751778598383658,0.5512301865579178,0.6549387456194355,0.624101467157384,0.6305897859368377,0.9064562003461303,0.6655108549473945,0.722012420887692,0.8510578830450252,0.6757797210989746,0.7885543473514816
