,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-AM 302 fol,Réttarbǿtr Eiríks Magnússonar (skipan) | Rettarbøter frå Eirik Magnusson (skipan)-AM 302 fol,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-AM 305 fol,Alexanders saga-AM 519 a 4to,Vǫluspá-AM 544 4to,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-AM 56 4to,Breta sǫgur-AM 573 4to,Trójumanna saga-AM 573 4to,Kristinréttr Magnúss Hákonarsonar | Magnus Lagabøtes kristenrett-AM 60 4to,Um tíund | Om tienden-AM 60 4to,Kristinréttr hinn eldri Frostaþings | Frostatings eldre kristenrett-AM 60 4to,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-AM 60 4to,Bǿjarlǫg Magnúss Hákonarsonar | Magnus Lagabøtes bylov-AM 60 4to,Réttarbǿtr | Rettarbøter-AM 60 4to,De virtutibus et vitiis-AM 619 4to,Old Norwegian Homily Book-AM 619 4to,"Ór lǽknisbók The fragment is unnamed, but Konráð Gíslason named his edition of the text
                    Úr læknisbók, which is published in Fire og fyrretyve for en stor deel forhen
                    utrykte prøver af oldnordisk sprog og literatur (1860)-AM 655 XXX 4to",1. De xii abusivis saeculi-AM 677 4to,2. Prosper’s Epigrams-AM 677 4to,3. Gregory’s Homilies on the Gospels-AM 677 4to,4. Gregory’s Dialogues-AM 677 4to,Kristinréttr hinn eldri Borgarþings | Borgartings eldre kristenrett-AM 78 4to,Kristinréttr Jóns erkibiskups | Erkebiskop Jons kristenrett-AM 78 4to,Kristinréttr Sverris konungs | Kong Sverres kristenrett-AM 78 4to,Bǿjarlǫg Magnúss Hákonarsonar  Farmannalǫg | Magnus Lagabøtes bylog  Farmannalov-AM 78 4to,Réttarbǿtr | Rettarbøtr-AM 78 4to,Pamphilus saga-DG 4-7,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-DG 8 I,Farmannalǫg (part 1) | Farmannslova (del 1)-DG 8 I,Eddic poems-GKS 2365 4to,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-Holm perg 30 4to,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-Holm perg 34 4to
Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-AM 302 fol,4.418687638008123e-14,0.3023827419706302,0.04452408312800871,0.8117457220467283,0.8233340710955515,0.06660601345631523,0.5331999644609164,0.650865068121157,0.48053620383955387,0.631375114471793,0.3841149959023945,0.32956597247987884,0.3723870349623395,0.4276446150081752,0.757395370597612,0.7807937202167695,0.5730656505781478,0.6662463976534014,0.707594313832414,0.8242971595385097,0.9148577074515821,0.2577532049683027,0.15070477638952817,0.2757481984383846,0.11756414808683979,0.33693112565971695,0.8013645326205444,0.3550086651212925,0.5521927392993615,0.8231644781648186,0.5091460635610392,0.5964766491761828
Réttarbǿtr Eiríks Magnússonar (skipan) | Rettarbøter frå Eirik Magnusson (skipan)-AM 302 fol,0.3023827419706302,0.0,0.29505523940500666,0.895882441789029,0.889335572224959,0.335083540365945,0.5955298081430319,0.7167548974633632,0.6109725406579081,0.7033283920928477,0.5648573467696575,0.5086497357312917,0.5269483641523691,0.4747822351408074,0.8800164684519961,0.8851821912560163,0.6194994153815692,0.7847044383928942,0.8175889042610396,0.9166847291858954,0.9579515418015031,0.45544525736542885,0.3682889915446932,0.4543618172029843,0.3610283333240154,0.36009867450893773,0.8932598094632536,0.5802887832914874,0.7136737901085972,0.8712164856970792,0.6873286835184302,0.7310441457709299
Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-AM 305 fol,0.04452408312800871,0.29505523940500666,1.0880185641326534e-14,0.8333607447197366,0.8505765255876314,0.0833366279657608,0.5489380546897966,0.6597669248862734,0.5179697009710054,0.6437945417762091,0.4486256132411769,0.38966049735107455,0.4276587066483791,0.45168517974232847,0.7834677388650136,0.801569519199554,0.5604339025790311,0.6811276475445658,0.7326358631556935,0.8482400665608003,0.9257232226241456,0.26434785744026856,0.18308608927400127,0.3122972797487916,0.14410566475220365,0.3330316153378283,0.8217355582098274,0.3985670789978466,0.607223076732591,0.8356326139634918,0.5522267489372914,0.6003697819030392
Alexanders saga-AM 519 a 4to,0.8117457220467283,0.895882441789029,0.8333607447197366,0.0,0.8987408988656478,0.8118302122386589,0.7856033738430486,0.8543680037965456,0.8594224566026349,0.9002585532557041,0.8724605107326538,0.866273936826703,0.8779091525457893,0.901742868099922,0.5987637799838875,0.4198741127366046,0.8854748815666904,0.728533209849177,0.3132446797164651,0.44875277355916643,0.6151980913162255,0.8553194528318184,0.8144700935105402,0.8531038349910149,0.8257417171491344,0.8889106622247852,0.4706438649539235,0.8145347420216743,0.8532045826324055,0.8855389960583895,0.8624357128078959,0.7821136598379449
Vǫluspá-AM 544 4to,0.8233340710955515,0.889335572224959,0.8505765255876314,0.8987408988656478,2.1094237467877974e-15,0.8218683659576791,0.8580278177618189,0.9066612796958692,0.8257106902154021,0.9076169417608703,0.8609084000011522,0.8595016371783393,0.8751836137472166,0.8892184983463979,0.8769659004333346,0.8848648535022048,0.9464623047947572,0.8834148530749831,0.8914432752122573,0.906178356606995,0.9518816399432302,0.8564355281923699,0.8220373620478711,0.8492873638316834,0.8368450483840901,0.8834488852357769,0.898168732571304,0.6549215379054216,0.6194671688941659,0.838763657218208,0.8323028117197773,0.8538073527229639
Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-AM 56 4to,0.06660601345631523,0.335083540365945,0.0833366279657608,0.8118302122386589,0.8218683659576791,0.0,0.5461703531325215,0.6622471648894509,0.491493606125637,0.6365344085177385,0.46777604639708936,0.4123418342886218,0.4457623180295073,0.4781004185526154,0.7446191839145253,0.7741468833332439,0.5902885222209622,0.6599546427088681,0.7031702283151713,0.8182575292586889,0.9160314546049639,0.21777261021311556,0.12226728447240665,0.24205056790547208,0.08069837872508345,0.32301316044636286,0.796538092202436,0.33712541304317767,0.5227811436778367,0.8224969941891115,0.5488849535718121,0.5859988443573518
Breta sǫgur-AM 573 4to,0.5331999644609164,0.5955298081430319,0.5489380546897966,0.7856033738430486,0.8580278177618189,0.5461703531325215,0.0,0.2220506399999057,0.726910698720195,0.7308865886087375,0.6066790656983214,0.5628238634378957,0.5610477964364766,0.5629750250654404,0.8799636430137653,0.855729028501458,0.4715503554454442,0.7519008176490092,0.7301810877745223,0.8533150278529158,0.884319037004753,0.6468030472569494,0.5367969880952581,0.5494244106096882,0.5402640415781985,0.5565202493950197,0.8389200674512243,0.7617608750421287,0.7890332327766947,0.8631674508225944,0.8048519816213278,0.818434917365829
Trójumanna saga-AM 573 4to,0.650865068121157,0.7167548974633632,0.6597669248862734,0.8543680037965456,0.9066612796958692,0.6622471648894509,0.2220506399999057,8.881784197001252e-16,0.8484977819834567,0.8168630698441975,0.696651606286729,0.675405437082462,0.6592227188209565,0.690703203294257,0.9184301376878798,0.8984302944185414,0.514516235974428,0.7645419380155121,0.7765925854417612,0.90211314717721,0.9160512171996312,0.7463522278294847,0.6526800879258123,0.6491357738695869,0.6446904750748679,0.6881736958407838,0.8746846519848346,0.8702342205296616,0.8736577593981641,0.9238692259395697,0.90623373259083,0.9158562645757085
Kristinréttr Magnúss Hákonarsonar | Magnus Lagabøtes kristenrett-AM 60 4to,0.48053620383955387,0.6109725406579081,0.5179697009710054,0.8594224566026349,0.8257106902154021,0.491493606125637,0.726910698720195,0.8484977819834567,0.0,0.5971424118462559,0.5168304871935281,0.48747859813890604,0.5253233548105735,0.5747077031077842,0.8127259582624088,0.829441366927055,0.7945372748424079,0.8026743843527157,0.8193986970226383,0.8589917224012736,0.9249850930270563,0.5141443291411127,0.4558105447994666,0.5237253624453708,0.5400641766739172,0.58714821524899,0.8544800746511573,0.47731953241344016,0.5754040719035105,0.8258957043413709,0.5181545081613512,0.6604236506199862
Um tíund | Om tienden-AM 60 4to,0.631375114471793,0.7033283920928477,0.6437945417762091,0.9002585532557041,0.9076169417608703,0.6365344085177385,0.7308865886087375,0.8168630698441975,0.5971424118462559,0.0,0.6297155579570932,0.6132194565914458,0.6465980362069769,0.6353198608418973,0.9172949185756579,0.9258489680642478,0.7271275472855616,0.8843522998251685,0.8946525875835762,0.9474978234333457,0.9735066622030965,0.7047936306873832,0.5862965252008516,0.6780103172599522,0.6576168724497201,0.6755324099114917,0.918487439903796,0.6910623372467993,0.7538327603798084,0.8866921151957587,0.7017761297894936,0.8114881388679785
