,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-AM 302 fol,Réttarbǿtr Eiríks Magnússonar (skipan) | Rettarbøter frå Eirik Magnusson (skipan)-AM 302 fol,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-AM 305 fol,Alexanders saga-AM 519 a 4to,Vǫluspá-AM 544 4to,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-AM 56 4to,Breta sǫgur-AM 573 4to,Trójumanna saga-AM 573 4to,Kristinréttr Magnúss Hákonarsonar | Magnus Lagabøtes kristenrett-AM 60 4to,Um tíund | Om tienden-AM 60 4to,Kristinréttr hinn eldri Frostaþings | Frostatings eldre kristenrett-AM 60 4to,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-AM 60 4to,Bǿjarlǫg Magnúss Hákonarsonar | Magnus Lagabøtes bylov-AM 60 4to,Réttarbǿtr | Rettarbøter-AM 60 4to,De virtutibus et vitiis-AM 619 4to,Old Norwegian Homily Book-AM 619 4to,"Ór lǽknisbók The fragment is unnamed, but Konráð Gíslason named his edition of the text
                    Úr læknisbók, which is published in Fire og fyrretyve for en stor deel forhen
                    utrykte prøver af oldnordisk sprog og literatur (1860)-AM 655 XXX 4to",1. De xii abusivis saeculi-AM 677 4to,2. Prosper’s Epigrams-AM 677 4to,3. Gregory’s Homilies on the Gospels-AM 677 4to,4. Gregory’s Dialogues-AM 677 4to,Kristinréttr hinn eldri Borgarþings | Borgartings eldre kristenrett-AM 78 4to,Kristinréttr Jóns erkibiskups | Erkebiskop Jons kristenrett-AM 78 4to,Kristinréttr Sverris konungs | Kong Sverres kristenrett-AM 78 4to,Bǿjarlǫg Magnúss Hákonarsonar  Farmannalǫg | Magnus Lagabøtes bylog  Farmannalov-AM 78 4to,Réttarbǿtr | Rettarbøtr-AM 78 4to,Pamphilus saga-DG 4-7,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-DG 8 I,Farmannalǫg (part 1) | Farmannslova (del 1)-DG 8 I,Eddic poems-GKS 2365 4to,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-Holm perg 30 4to,Bǿjarlǫg Magnúss Hákonarsonar | Magnus Lagabøtes bylov-Holm perg 34 4to,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-Holm perg 34 4to
De virtutibus et vitiis-AM 619 4to,0.8081443656007892,0.9192233461023965,0.8280296808496727,0.6894936358335761,0.9459733221341435,0.7984967624464392,0.9091244645112443,0.9431656025995158,0.8865891885260538,0.9550091002061286,0.9194690679757958,0.9109947211315501,0.9298004153989432,0.9484426311757864,1.1446399383885364e-13,0.4554867247025187,0.973518563266683,0.8459440922030045,0.6888755539172469,0.6961318330572215,0.8220959449139711,0.8545555955641473,0.821417791761703,0.8694104096497347,0.8354450198880079,0.9065756115793743,0.6502076928480202,0.7843069442035188,0.861072488528688,0.9661908427222311,0.820637002899293,0.9805356363955987,0.7766219971595214
Old Norwegian Homily Book-AM 619 4to,0.8390760093158313,0.9295651184120247,0.8538871893407073,0.5878841885089275,0.9550998869902608,0.8333540901548012,0.9004278278769531,0.9380218105800116,0.9034663756156325,0.9626551888322425,0.925531400438954,0.919881079176349,0.9348666091854416,0.9515784463066516,0.4554867247025187,4.39648317751562e-14,0.9715961055176595,0.8658682391470119,0.6732002862292654,0.6871269504903015,0.7965439370127179,0.8754663289220644,0.8512171857327432,0.8819879939117835,0.8617977099371342,0.9202555549234589,0.6961138930158012,0.8292900499635351,0.8869380095409776,0.9693327338497181,0.853624170420158,0.9751495647531404,0.7935855567391504
"Ór lǽknisbók The fragment is unnamed, but Konráð Gíslason named his edition of the text
                    Úr læknisbók, which is published in Fire og fyrretyve for en stor deel forhen
                    utrykte prøver af oldnordisk sprog og literatur (1860)-AM 655 XXX 4to",0.7593145242042469,0.8275196666228815,0.7523508324537247,0.927799897155533,0.9771097265735461,0.7668988129401427,0.7841431828066698,0.8290428312465381,0.8897749961924418,0.9074498788878806,0.8139102070343299,0.7806744200595366,0.7851239073676518,0.7974204177772359,0.973518563266683,0.9715961055176595,4.884981308350689e-15,0.9304965278333106,0.9007358222911707,0.9622948695788933,0.967278567866815,0.8234059011359449,0.7775849275696639,0.7650719805430903,0.7723669492755717,0.807916459443782,0.9506781049748342,0.8931508758790035,0.919049224532595,0.9674972025950882,0.9208654067141684,0.9958861639548787,0.893262544085047
1. De xii abusivis saeculi-AM 677 4to,0.8154310422301879,0.9021462530005029,0.8230345290253316,0.8527843093697599,0.9675503355198656,0.8157239237103211,0.8878060174540221,0.9043337684288868,0.9182007553182814,0.959847085034109,0.9071976454669546,0.8940366240765878,0.9016102371624497,0.9169825045931093,0.8459440922030045,0.8658682391470119,0.9304965278333106,3.6637359812630166e-15,0.7329716948504493,0.7965476791012149,0.8875271113637905,0.8649527754913666,0.8340368130617016,0.8529909408262932,0.8362940190784969,0.8891106344478125,0.8838086338341062,0.862812285204154,0.9104009703560098,0.9678748930638007,0.8765134422416495,0.990872729852933,0.8672068439106647
2. Prosper’s Epigrams-AM 677 4to,0.744245483194498,0.8679682145517256,0.765484170356089,0.42893870193726524,0.9476534726761423,0.7417323100266537,0.8003800728124773,0.8474081372621036,0.8793702525116336,0.9420573286903021,0.8499993865610794,0.8387060099702902,0.8486573628331793,0.8833073233551315,0.6888755539172469,0.6732002862292654,0.9007358222911707,0.7329716948504493,6.572520305780927e-14,0.44874775928315935,0.6281523542644758,0.8203678112549244,0.7643368055375417,0.7898363755646662,0.7666956598419523,0.8489713613168429,0.7081177132709107,0.7993735354414799,0.8629097964239516,0.9455237967431028,0.8284308421202585,0.9897291374646566,0.7873981934291427
3. Gregory’s Homilies on the Gospels-AM 677 4to,0.8283170523354161,0.930708169115703,0.8498493964545131,0.4865114914366909,0.9508168467594984,0.8249034674174228,0.8660390384167838,0.908616280952979,0.8940019097117607,0.9667350035044722,0.9117759204942335,0.9110707059426824,0.925780274535217,0.957774501643205,0.6961318330572215,0.6871269504903015,0.9622948695788933,0.7965476791012149,0.44874775928315935,0.0,0.21826475420760882,0.8678548081966722,0.8434487512583745,0.8672785619400738,0.8524434452797348,0.922194687079168,0.6972957748531471,0.810859425492368,0.8704411063971322,0.9493763053683089,0.8347954294126989,0.9872898695759104,0.8357228711551927
4. Gregory’s Dialogues-AM 677 4to,0.9076112280632675,0.9608993724895334,0.9175623361673451,0.6181687261547066,0.973538473842338,0.9103674975354599,0.8888728778180649,0.92046102600514,0.9355251680459614,0.9821960640289247,0.9345337922342971,0.9347664688675782,0.9423848891985622,0.9671837345045154,0.8220959449139711,0.7965439370127179,0.967278567866815,0.8875271113637905,0.6281523542644758,0.21826475420760882,3.1818991885756986e-13,0.9287250142417138,0.9177366639496793,0.9158350712455167,0.9201252493283232,0.9573828910179168,0.7848639185810568,0.9064580540896265,0.9328693916454897,0.9654280632197656,0.9182001595939029,0.9934939069095022,0.9161101067442277
Kristinréttr hinn eldri Borgarþings | Borgartings eldre kristenrett-AM 78 4to,0.3574904303291968,0.6113177821257241,0.3628840629928344,0.8739288995283779,0.9298226498285905,0.32726243583822545,0.746775743515566,0.83588234748207,0.6541778005685847,0.8272152779198139,0.614359667327205,0.5873396679199712,0.6242721225572759,0.6630768189076734,0.8545555955641473,0.8754663289220644,0.8234059011359449,0.8649527754913666,0.8203678112549244,0.8678548081966722,0.9287250142417138,8.326672684688674e-15,0.3819514162613137,0.40947386023721444,0.39021929990984505,0.5920012509115048,0.8716390790677483,0.5061098987886189,0.6885875081160502,0.9471485334085039,0.6504419729537161,0.9841960260720856,0.6680079113921517
Kristinréttr Jóns erkibiskups | Erkebiskop Jons kristenrett-AM 78 4to,0.2162393124266625,0.51805423641949,0.2445576091974454,0.8307332134990603,0.9089083690052325,0.18988517413055128,0.6557947808488078,0.7664447896072595,0.5782103557534819,0.7510232391895388,0.45843073497366305,0.43747728154315757,0.47919697412066464,0.5243631031472691,0.821417791761703,0.8512171857327432,0.7775849275696639,0.8340368130617016,0.7643368055375417,0.8434487512583745,0.9177366639496793,0.3819514162613137,9.225953334635051e-14,0.2748708919660129,0.25333574584577545,0.4855127541314468,0.8444463731513101,0.46789660096091346,0.6493133976561289,0.9367582317385805,0.5737128630550654,0.9731573009423731,0.629752503189407
Kristinréttr Sverris konungs | Kong Sverres kristenrett-AM 78 4to,0.2890182735848714,0.5605328511004555,0.3208599668915221,0.8570794290861564,0.9160127689185876,0.26941017213459484,0.6425210890836092,0.7493615503327481,0.5932742172146265,0.7864219190916888,0.46531239174597283,0.46469415701829153,0.4974955073691203,0.559772996619326,0.8694104096497347,0.8819879939117835,0.7650719805430903,0.8529909408262932,0.7898363755646662,0.8672785619400738,0.9158350712455167,0.40947386023721444,0.2748708919660129,0.0,0.306141487013761,0.5183522711255503,0.8712058636054782,0.5437195378512896,0.6892536679892305,0.9395788970931601,0.6425668285522956,0.9829309920387771,0.6832964329208389
Bǿjarlǫg Magnúss Hákonarsonar  Farmannalǫg | Magnus Lagabøtes bylog  Farmannalov-AM 78 4to,0.17023352283824422,0.5075638916627004,0.194918719700647,0.8363574067411075,0.9122406115914469,0.13859821085425128,0.6470964623844633,0.7551809339035329,0.6528011744623182,0.7936579027365624,0.5227882962872239,0.4633604526075388,0.4711194815036098,0.5604433724632338,0.8354450198880079,0.8617977099371342,0.7723669492755717,0.8362940190784969,0.7666956598419523,0.8524434452797348,0.9201252493283232,0.39021929990984505,0.25333574584577545,0.306141487013761,0.0,0.47909201612197483,0.8502336214912072,0.44012873373549055,0.6194345619827981,0.9399904662884464,0.6272230408831259,0.9740246937336225,0.6425128704719939
Réttarbǿtr | Rettarbøtr-AM 78 4to,0.4471543094809679,0.5304696969087057,0.4437171683366897,0.9072002034556127,0.944683024803704,0.43537074092565675,0.7101565143961599,0.8171402482733683,0.7288431675592935,0.8298074033177483,0.6618110319775643,0.5890273068318644,0.6162603547947755,0.5878658942467339,0.9065756115793743,0.9202555549234589,0.807916459443782,0.8891106344478125,0.8489713613168429,0.922194687079168,0.9573828910179168,0.5920012509115048,0.4855127541314468,0.5183522711255503,0.47909201612197483,1.2545520178264269e-14,0.9137924387266839,0.6615484313028859,0.7739156546149811,0.9513417290955952,0.7194698234464192,0.9830571806469428,0.7424746892350282
Pamphilus saga-DG 4-7,0.8288665023520556,0.921437654508859,0.8447774194844798,0.5582876343281902,0.9519524446380329,0.8242145428136082,0.8655012341332045,0.9053098560062187,0.9030944877616421,0.9556226372012496,0.9053662801915243,0.8958119315294203,0.9118161904762534,0.9345665069273261,0.6502076928480202,0.6961138930158012,0.9506781049748342,0.8838086338341062,0.7081177132709107,0.6972957748531471,0.7848639185810568,0.8716390790677483,0.8444463731513101,0.8712058636054782,0.8502336214912072,0.9137924387266839,0.0,0.8311376908603724,0.8839614536038702,0.945621857702151,0.8633215796874235,0.9851246746471015,0.7984768132107215
Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-DG 8 I,0.38092705714365627,0.6695678474094418,0.4214096181088568,0.8224505000983703,0.8215158169100614,0.3619009263346994,0.8054112678812237,0.9033757820145065,0.6052767081084024,0.8109439346022299,0.6096499016052702,0.5625987721578032,0.6261470462488853,0.7214820157679115,0.7843069442035188,0.8292900499635351,0.8931508758790035,0.862812285204154,0.7993735354414799,0.810859425492368,0.9064580540896265,0.5061098987886189,0.46789660096091346,0.5437195378512896,0.44012873373549055,0.6615484313028859,0.8311376908603724,0.0,0.3990827273325134,0.9285003135559996,0.5365883829576577,0.9732190563654574,0.5783300448964037
Farmannalǫg (part 1) | Farmannslova (del 1)-DG 8 I,0.6249966763478971,0.803819505196711,0.6704640230287348,0.8774474863367464,0.8350430655198656,0.6009363727531957,0.8551549205443171,0.9214659690576161,0.7202717480396035,0.8673867113253015,0.7386247919167807,0.7124723252289704,0.7405787929415044,0.8154238242297924,0.861072488528688,0.8869380095409776,0.919049224532595,0.9104009703560098,0.8629097964239516,0.8704411063971322,0.9328693916454897,0.6885875081160502,0.6493133976561289,0.6892536679892305,0.6194345619827981,0.7739156546149811,0.8839614536038702,0.3990827273325134,0.0,0.9516666866075572,0.6827326699699503,0.9865454761692941,0.7123547529850611
Eddic poems-GKS 2365 4to,0.9309152498152805,0.9580812286586442,0.9342976576813045,0.9490164548831242,0.8975359935465367,0.9308677783903448,0.951013553610585,0.9701359995250077,0.9456744636352179,0.9715361621795562,0.9548621767267883,0.9407486507877314,0.9504635657161375,0.9508842897530705,0.9661908427222311,0.9693327338497181,0.9674972025950882,0.9678748930638007,0.9455237967431028,0.9493763053683089,0.9654280632197656,0.9471485334085039,0.9367582317385805,0.9395788970931601,0.9399904662884464,0.9513417290955952,0.945621857702151,0.9285003135559996,0.9516666866075572,0.0,0.9358022891308762,0.9957195389170784,0.9399869013583806
Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-Holm perg 30 4to,0.5108914696779301,0.7447491269971993,0.553084916941549,0.8657520075416598,0.9095539578230049,0.5503786173336638,0.8345408496701666,0.9254562499088504,0.6248005033179662,0.8137600751348896,0.5862888290096591,0.509680581985045,0.595908869002327,0.6597260078659162,0.820637002899293,0.853624170420158,0.9208654067141684,0.8765134422416495,0.8284308421202585,0.8347954294126989,0.9182001595939029,0.6504419729537161,0.5737128630550654,0.6425668285522956,0.6272230408831259,0.7194698234464192,0.8633215796874235,0.5365883829576577,0.6827326699699503,0.9358022891308762,6.339373470609644e-14,0.9790166208552943,0.6825565459028897
Bǿjarlǫg Magnúss Hákonarsonar | Magnus Lagabøtes bylov-Holm perg 34 4to,0.9704323484587318,0.9846528583582276,0.9723719596382144,0.9816627970335144,0.9942797166060361,0.9708988701978633,0.9893907396867349,0.9967801122433104,0.9879928811958192,0.992586574541874,0.9897699583704176,0.9849838875512286,0.9875016493534233,0.9849528148319591,0.9805356363955987,0.9751495647531404,0.9958861639548787,0.990872729852933,0.9897291374646566,0.9872898695759104,0.9934939069095022,0.9841960260720856,0.9731573009423731,0.9829309920387771,0.9740246937336225,0.9830571806469428,0.9851246746471015,0.9732190563654574,0.9865454761692941,0.9957195389170784,0.9790166208552943,0.0,0.9114501640068017
Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-Holm perg 34 4to,0.5888813059208422,0.7732347558416375,0.5936270242223003,0.7805502332920105,0.9195603207175889,0.5725595295135124,0.836368303404159,0.928918360454914,0.7304768857400015,0.8782666991583632,0.7674127642575247,0.7241252823721593,0.7721859043837512,0.7933639003461626,0.7766219971595214,0.7935855567391504,0.893262544085047,0.8672068439106647,0.7873981934291427,0.8357228711551927,0.9161101067442277,0.6680079113921517,0.629752503189407,0.6832964329208389,0.6425128704719939,0.7424746892350282,0.7984768132107215,0.5783300448964037,0.7123547529850611,0.9399869013583806,0.6825565459028897,0.9114501640068017,8.215650382226158e-15
