,Gunnlaugs saga Ormstungu-AM 557 4to,Breta sǫgur-AM 573 4to,Karls þáttr vesæla-AM 557 4to,Hróa þáttr heimska-AM 557 4to,Old Norwegian Homily Book-AM 619 4to,Theta-fragment of Egils saga-AM 162 A θ fol.,Prosper’s Epigrams-AM 677 4to,Pamphilus saga-DG 4-7,Kormáks saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (120vb.21–129rb.7),Bandamanna saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (114ra.41–120vb.21),The Kringla fragment of Óláfs saga helga-Lbs fragm. 82,A fragment of Landslǫg Magnúss Hákonarsonar-NRA norr fragm 7,Hallfreðr saga vandraskald-AM 557 4to,Sveinka þáttr Steinarssonar-AM 557 4to,Valdimars saga-AM 557 4to,A fragment of Óláfs saga helga hin elzta-NRA norr fragm 52,A fragment of Haralds saga harðráða in Heimskringla-NRA norr fragm 53,A fragment of Fagrskinna-NRA norr fragm 51,A fragment of Maríu saga-NRA norr fragm 78,Hrafns saga Sveinbjarnarsonar-AM 557 4to,A fragment of Brendanuss saga-NRA norr fragm 68,Rögnvalldr ok Rauð-AM 557 4to,Hallfreðar saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (149va.32–156rb.10),Codex Frisianus-AM 45 fol.,Gregory’s Homilies on the Gospels-AM 677 4to,Bǿjarlǫg ok Farmannalǫg Magnúss Hákonarsonar | Magnus Lagabøtes bylov og farmannslov-Holm perg 34 4to,"Ór lǽknisbók The fragment is unnamed, but Konráð Gíslason named his edition of the text
                    Úr læknisbók, which is published in Fire og fyrretyve for en stor deel forhen
                    utrykte prøver af oldnordisk sprog og literatur (1860)-AM 655 XXX 4to",A fragment of Hákonar saga Hákonarsonar-NRA norr fragm 55 B,A fragment of Jóns saga helga-NRA norr fragm 57,A fragment of Páls saga postula-NRA norr fragm 80,Völuspá in Codex Regius-GKS 2365 4to,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-Holm perg 34 4to,Eiríks saga víðförla-AM 557 4to,Droplaugasona saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (141va.3–147vb.4),A fragment of Barlaams saga ok Jósafats-NRA norr fragm 64,A fragment of Agǫtu saga-NRA norr fragm 70,Zeta-fragment of Egils saga-AM 162 A ζ fol.,"A fragment of Gregors saga páfa and 
                            Díalógar-NRA norr fragm 71",A fragment of Flóress saga ok Blankiflúr-NRA norr fragm 65,A fragment of Rimbegla-NRA norr fragm 59,A fragment of Njáls saga-AM 162 B α fol,A fragment of Stjórn-NRA norr fragm 60 C,A fragment of Karlamagnúss saga-NRA norr fragm 61,Finnboga saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (100ra.1–114ra.41),De xii abusivis saeculi-AM 677 4to,Fóstbræðra saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (198rb.8–201vb.41),De virtutibus et vitiis-AM 619 4to,A fragment of Stjórn-NRA norr fragm 60 B,A fragment of Karlamagnúss saga-NRA norr fragm 62,A fragment of Karlamagnúss saga-NRA norr fragm 63,A fragment of Stjórn-NRA norr fragm 60 A,Trójumanna saga-AM 573 4to,Egils saga Skalla-Grímssonar in Wolfenbüttelbók-WolfAug 9 10 4to,Alexanders saga-AM 519 a 4to,A fragment of Konungs skuggsjá-NRA norr fragm 58 B,A fragment of Konungs skuggsjá-AM 1056 IX 4to,Reynistaðarbók-AM 764 4to,A fragment of Konungs skuggsjá-NRA norr fragm 58 C,Dámusta saga-AM 557 4to,A fragment of Konungs skuggsjá-NRA norr fragm 58 A,Two fragments of Njáls saga-AM 162 B θ fol,"De xii abusivis saeculi, Prosper’s Epigrams, Gregory’s Homilies on the Gospels, Gregory’s Dialogues-AM 677 4to",Eiríks saga rauða-AM 557 4to,Stúfs þáttr Kattarsonar-AM 557 4to,A fragment of Konungs skuggsjá-NKS 235 g 4to,Víga-Glúms saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (129rb.8–141va.32),Ölkofra þáttur according to AM 132 fol (Möðruvallabók)-AM 132 fol (147vb.5–149va.31)
Gunnlaugs saga Ormstungu-AM 557 4to,0.0,0.2044874926407959,0.30352156324946844,0.40870911347371086,0.35297364032176215,0.3804858521130987,0.4504069699532416,0.3652448376948816,0.4468213133321446,0.24198869111914945,0.4021371138406564,0.4280062438396417,0.33135183226515075,0.5634844494613138,0.4145951249906782,0.3151236189694321,0.5836973456961954,0.602804838930886,0.4276400478555139,0.3107961450601038,0.5015435566929496,0.3030521260801742,0.31449328477325256,0.2340739136045914,0.445967424627162,0.3965535884364352,0.5228061761926317,0.5552150488900245,0.41190983374050294,0.43413931168546105,0.6772140010604761,0.35814276606831563,0.46866218977735674,0.3196214640882542,0.5237883356169921,0.7187525891828901,0.35246168059685257,0.6521089922941781,0.4944240327357373,0.5178747082455992,0.45144378722091716,0.5594646753355481,0.4695962126658707,0.3268971300782004,0.6693469175621614,0.2687148540160855,0.36154274447260726,0.6574304456571434,0.41095301744309,0.370198843232466,0.7297010654251255,0.2603841252645198,0.20364500425888887,0.23078593391645064,0.5846293863562447,0.6291881458484051,0.3296682323516067,0.3969539010191817,0.30886966833064733,0.3919928916544657,0.4075498413457689,0.5749378122879132,0.22541644656194637,0.4881058028902828,0.5193550814839252,0.24156611589633858,0.34638361238210813
Breta sǫgur-AM 573 4to,0.2044874926407959,1.5432100042289676e-14,0.2978805398522336,0.4352333235693564,0.2948643691854157,0.3769533268211166,0.40909984820022927,0.3680196562923349,0.4428104186003258,0.23538688955611387,0.37969871489965934,0.38528909190497773,0.35956677619152855,0.5321261491983879,0.39091394401048885,0.28605637884484436,0.571560546038906,0.5671313281179597,0.3833446872206744,0.26549835663362953,0.47299865658759377,0.2834422269022705,0.3416113409820244,0.17226444977659772,0.3940515853456198,0.34862920392894137,0.5052730335125024,0.525420161483694,0.38056517045000005,0.40673136707836677,0.6651745473604902,0.31021779248651293,0.4629787721082872,0.3046357626213694,0.4892945308192458,0.7306740552329727,0.32161555783868345,0.6300379182430615,0.4690412067728086,0.4699071496703068,0.44081171410833875,0.5298247945936589,0.4667215584025045,0.30245744234690175,0.646872209649087,0.22981238848048424,0.32370150471730086,0.6613503581537687,0.36747381988602124,0.3282144163123959,0.7005914100864676,0.1954223073346234,0.16560479478232226,0.1649308942165587,0.5728247775535733,0.6013551773978985,0.2646006981182275,0.360084771406193,0.2919262147806414,0.35916182639475724,0.39231726682071755,0.5368535357638462,0.18317264775846176,0.5464821774463177,0.46864900310369895,0.21856344791797944,0.3413189599079427
Karls þáttr vesæla-AM 557 4to,0.30352156324946844,0.2978805398522336,7.216449660063518e-15,0.4700843650066011,0.3985869492261188,0.43538244559070194,0.4756137233198856,0.4126537378054529,0.5131030354185728,0.2984357063324088,0.4559620077081432,0.4604415606453729,0.4301717859307329,0.6100488691269743,0.46221226844614316,0.39243104661821127,0.6299479903869843,0.6797793892800548,0.5067115735146945,0.4085139223016945,0.532548631812868,0.39160789601777113,0.4138808227485836,0.3360918429877041,0.4805362969456429,0.43894047708085515,0.5965329540534366,0.5984169855528587,0.4850200281143636,0.4745842820666094,0.7327219108686323,0.3980590286418928,0.5194254705683329,0.40666262249624396,0.589129772556521,0.7353209263214076,0.4313863340342118,0.6802676796301184,0.561033112691911,0.5812647307666492,0.5319564921016562,0.5870043297267236,0.5264744438428166,0.41440154672689067,0.6920946479083301,0.3410440220200408,0.4154377326608891,0.6951762899533748,0.4706527276831596,0.4420213705058871,0.7728459345692351,0.35061982590760243,0.2900726846060371,0.28626308125786326,0.6056183933858188,0.6692760450333854,0.42053078142961053,0.42782156286983164,0.3752853873138777,0.4205915318029845,0.49673572160267887,0.6247795975824159,0.3222503000688991,0.4803631220181348,0.5756973498593149,0.3218349956132628,0.3906784497332322
Hróa þáttr heimska-AM 557 4to,0.40870911347371086,0.4352333235693564,0.4700843650066011,0.0,0.5446412601038395,0.5278806673554507,0.5868691503801499,0.5042557854214313,0.594373780134513,0.4156191973535961,0.5703263788158381,0.5685180488472015,0.5169323735631571,0.6882523879577207,0.5611285292859367,0.5125345558440265,0.7207835913150964,0.7352498385055849,0.5877676639468233,0.5307192508265742,0.6479078869966943,0.4793130125118543,0.5101438706302874,0.4622458477562238,0.5814976675395183,0.5473375054065854,0.684077177578198,0.6980232107058748,0.5654068425276053,0.566421815947946,0.7611020433351234,0.5109009401708813,0.6275917130362005,0.5120933046973806,0.6763516190430323,0.777059074437432,0.5384991245142339,0.7404605008090768,0.6151707825188291,0.6799958342171043,0.6093104661998752,0.656243694675287,0.6168202710102237,0.5036890801013014,0.7693071357556713,0.46148727255596356,0.5230984067987539,0.7536289737121905,0.5695484113165089,0.5628406395797263,0.8308223100636858,0.48067015705245486,0.4342831280058358,0.4195175307129869,0.6642897740134539,0.7353473023648354,0.5249447131861851,0.548565662378983,0.472100802900173,0.5269048813836825,0.5797856878462835,0.6823278818188756,0.45813820829470586,0.5728694351127354,0.6691633703952211,0.4294131178822075,0.4961923677024447
Old Norwegian Homily Book-AM 619 4to,0.35297364032176215,0.2948643691854157,0.3985869492261188,0.5446412601038395,5.10702591327572e-15,0.47737110577099595,0.37124875729210705,0.41675852897238186,0.5399983996848868,0.3415431014658269,0.49007519698850577,0.42291764597239456,0.4803121061685124,0.6368622951902232,0.4894252089006421,0.4084251970737698,0.6737778757327009,0.6565828802611946,0.45430068845013494,0.38979277856616545,0.5077651060178189,0.4489626187929262,0.46846138895812206,0.35165287328958283,0.39131026656835977,0.4058647788422014,0.527114812319593,0.6026849779305284,0.4922252629695647,0.4263416740505114,0.7023312095622642,0.36431215265088235,0.5140993303090171,0.43903968291444573,0.5498715708408803,0.7515984171756128,0.45998928302383923,0.6386135017160958,0.5843494289572178,0.5018402428836932,0.5575869762558718,0.639548892984801,0.5634689624067115,0.44720691225782405,0.5849277655932215,0.35136272392638,0.28139919703416894,0.7219574230687866,0.47995461678962226,0.4383085563368353,0.7296489295988016,0.34838553913277404,0.3240250251500003,0.27640405062370654,0.5890462170367973,0.628573389380237,0.39049903960686083,0.3843532270196697,0.41897743299483103,0.37628459700715433,0.513535745015077,0.6132189650938404,0.33248626367314493,0.6169085999987294,0.5248865935751287,0.36275783243622906,0.4282474857024293
Theta-fragment of Egils saga-AM 162 A θ fol.,0.3804858521130987,0.3769533268211166,0.43538244559070194,0.5278806673554507,0.47737110577099595,0.0,0.5047744717789352,0.4806316769055585,0.5740769255106024,0.3389438614493291,0.4977007712613306,0.5207786072401515,0.4935524296648385,0.6642630674100174,0.5291613838227089,0.4653963952313729,0.6674301064666156,0.7079097350208635,0.5553023542875755,0.46715204471059557,0.5994728851385073,0.4655725438826247,0.4920478986664859,0.37717051011058744,0.5271567359249358,0.5053060267438367,0.6376407909319624,0.6463378928908614,0.544054794967459,0.5090639329931292,0.742360356171625,0.4646000252729169,0.6035258470380473,0.47727654481022774,0.6417805066250961,0.7679985034815138,0.3559939301772648,0.6927539135114634,0.5898907329585648,0.6314479439779022,0.5771097090186796,0.6365485634978105,0.5894667180620214,0.4805596630148685,0.7250390944995886,0.4273259979654389,0.47762989945992596,0.7523340118060313,0.5455913349274176,0.5233786053842531,0.8077154511505494,0.4265247135767015,0.2559115911027733,0.3549946993709745,0.630979446099417,0.7092895046371557,0.4739322882070257,0.4759736708475155,0.44162982928369476,0.46130847293594945,0.5547182834260382,0.6467611655845225,0.3971144358619473,0.5853166715893826,0.6250709092589013,0.39585566656934223,0.4362291228301495
Prosper’s Epigrams-AM 677 4to,0.4504069699532416,0.40909984820022927,0.4756137233198856,0.5868691503801499,0.37124875729210705,0.5047744717789352,8.770761894538737e-15,0.4811940145243436,0.6041152486243584,0.37443465013646293,0.5395551822079742,0.3820368396793178,0.5392106957439852,0.7185168159490167,0.5440298897516906,0.4712326892722597,0.7432465258893433,0.7264490404431598,0.5204804880431813,0.5026154042840757,0.5969569477014767,0.5243624207624908,0.5445850680587192,0.43529493607876846,0.3613809610977191,0.40512682551153534,0.564065434847745,0.6773494105132458,0.5485925420191757,0.4131292206632413,0.7532877228553796,0.33758332116083656,0.614462449578626,0.5379274575509765,0.6486392681597556,0.7641297793722004,0.5069727235246869,0.6193681303553342,0.6339787494150243,0.5753495787867124,0.643282216419875,0.6725249175543462,0.6343300316369159,0.513521299828126,0.5840302493126632,0.4473859222517672,0.27771151905030156,0.7847171641344162,0.5617991620727645,0.5614131766357036,0.7935682175652402,0.4544290240786224,0.42400660740756235,0.2790583184526817,0.583493939896668,0.630851340048612,0.4674941452669026,0.3921824046069239,0.4477395124492529,0.3451775451504321,0.6463948026283117,0.5688982378909043,0.46728758768988565,0.645435028922124,0.5789672247861617,0.42075652915559736,0.44854386845350414
Pamphilus saga-DG 4-7,0.3652448376948816,0.3680196562923349,0.4126537378054529,0.5042557854214313,0.41675852897238186,0.4806316769055585,0.4811940145243436,1.9317880628477724e-14,0.5483059512424757,0.31286245268876356,0.5558273732838677,0.5020332388987082,0.5031713718784996,0.6811150742930266,0.48642571117809286,0.467359452961957,0.7213062594356834,0.71776314182457,0.5585797828667199,0.501102846018235,0.6085681552978954,0.47543326903032646,0.47867186488942237,0.4610171975080075,0.5167797937508589,0.49436394016994345,0.5667110866558379,0.6805647603649392,0.5283398862949698,0.4990449558020871,0.7066367382782988,0.44518085019904485,0.5786518355355474,0.4879583540659427,0.5655523592931363,0.7169863550154812,0.5434491130249577,0.683877940270296,0.5746157086877213,0.5686528785072058,0.5585138899833431,0.6628827625547331,0.5592539665473298,0.4781041626791661,0.6723415417077607,0.4206136973116177,0.3808180188987641,0.7409045339198373,0.5078342725983576,0.4876508737484183,0.7719896224429514,0.38865246688603683,0.4051804278273827,0.33642458226362737,0.5782279687811438,0.6656067164580923,0.4748937763840756,0.44004981054877323,0.4476764334081691,0.3938415705354389,0.5259778301284337,0.6722825940078636,0.40604574116375436,0.5772405326521156,0.5643864721876812,0.3820827697383037,0.45102370188408036
Kormáks saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (120vb.21–129rb.7),0.4468213133321446,0.4428104186003258,0.5131030354185728,0.594373780134513,0.5399983996848869,0.5740769255106024,0.6041152486243584,0.5483059512424757,9.880984919163893e-15,0.4445962254113396,0.5942342408661134,0.5957168154567766,0.5551066660993095,0.6968460649209463,0.582716163785145,0.5202347997046506,0.720012915727133,0.7319747535158175,0.6058599087255951,0.5118208989256827,0.6440305725877864,0.5079802100359635,0.5208229885033739,0.47260873077421106,0.594417023376711,0.57121033061725,0.6602542859508298,0.6890461219457766,0.593265641184437,0.6036787955519791,0.762573665904149,0.5461584292932486,0.6499135633622397,0.5042505997437243,0.6737602892979473,0.8140158649331315,0.5354028154059931,0.7498838737011818,0.6536834131809945,0.6624577480282923,0.6147116695088823,0.6925626146931587,0.6383576101301398,0.5185217968530771,0.762342719302496,0.46123676566211924,0.5556439133941289,0.7748468009781262,0.5842390132242519,0.5660309543489094,0.8195056052044254,0.478552910729376,0.44139856736134697,0.4497843384205793,0.7142826797105424,0.7455075349136893,0.5329261317215714,0.5745062676597162,0.5364028587633728,0.567151697199167,0.572337734001451,0.6975300488484162,0.4443600810808894,0.6697891680066945,0.6653649857856199,0.44052139241280863,0.5315941990096393
Bandamanna saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (114ra.41–120vb.21),0.24198869111914945,0.23538688955611387,0.2984357063324088,0.4156191973535961,0.3415431014658269,0.3389438614493291,0.37443465013646293,0.31286245268876356,0.4445962254113396,0.0,0.42594434775967516,0.3876084136423953,0.38589131214317796,0.5900787529704123,0.39518133828121405,0.33058489997632257,0.6323762090097023,0.6433446922004915,0.45045144664816483,0.35937157208367365,0.525518532878741,0.33925207743133967,0.35030228214429926,0.2984554195672192,0.42375895723881707,0.3776769708289639,0.5112602456595292,0.5804261816740183,0.4321860679839996,0.3918722138934707,0.6931673692953275,0.3260618274638979,0.5158942869366074,0.35136055769618435,0.5334545851273556,0.7141119541943952,0.3455436939237978,0.6348398954567445,0.5124271068553561,0.51863653069642,0.4743962940949775,0.5591157118445687,0.4963670730000316,0.3307806920149601,0.640607162809155,0.25698774331816854,0.31252151552246354,0.6920937644725673,0.42337281207409716,0.4115935991937163,0.7430845390770189,0.281901942478751,0.21964515564517428,0.18588387721726884,0.555449046651167,0.617535881981097,0.35886514941014525,0.34707693285924535,0.328648109633325,0.3125252350227765,0.4268047100227397,0.5874795759244817,0.27044281852575136,0.4995835845533735,0.518881677188553,0.21032688477816464,0.3085737052112645
The Kringla fragment of Óláfs saga helga-Lbs fragm. 82,0.4021371138406564,0.37969871489965934,0.4559620077081432,0.5703263788158381,0.49007519698850577,0.4977007712613306,0.5395551822079742,0.5558273732838677,0.5942342408661134,0.42594434775967516,0.0,0.5212058941016673,0.5078447165718792,0.6653877307869264,0.5606040329623874,0.46352848110824185,0.6384230956745021,0.6902252531892863,0.5580760941623427,0.4672069776026606,0.6060143381150667,0.46881675516213184,0.4980019566867031,0.3598822934927699,0.5477497605733148,0.5066053639775133,0.6440757701935418,0.6224442602391786,0.544241102525935,0.5436444248072756,0.7622783586820066,0.471600861579193,0.5984971508543424,0.5013001291200659,0.6667232587227068,0.8112445275627762,0.4702017843111722,0.7105385838206444,0.6231192311306986,0.6382513252661386,0.6066463163792631,0.6384791107604925,0.5749973407705344,0.4935415092073093,0.735710675507609,0.43822189337321804,0.5096784646495836,0.7635257557973792,0.5480530644158195,0.5107688275656825,0.8075174152764433,0.4369059238201133,0.3418946156255781,0.36930792517806277,0.6862516912559333,0.7224591449067865,0.4843608619413792,0.5075752323366853,0.44863154909500347,0.5086833853247489,0.553399246038569,0.6609436596276687,0.41347023348040757,0.5930772049712352,0.6375774730567697,0.4274645562992584,0.48702054647663096
A fragment of Landslǫg Magnúss Hákonarsonar-NRA norr fragm 7,0.4280062438396417,0.38528909190497773,0.4604415606453729,0.5685180488472015,0.42291764597239456,0.5207786072401515,0.3820368396793178,0.5020332388987082,0.5957168154567766,0.3876084136423953,0.5212058941016673,1.3433698597964394e-14,0.524379021829892,0.6877872326197689,0.5367978122836451,0.46281992225443114,0.7136087167360108,0.6970589003539203,0.5156738275906081,0.47331860893959976,0.5784661927661058,0.500653228569822,0.5225880313575365,0.4134890935095752,0.47298281340278103,0.194659965676922,0.5932923026104167,0.655161602778833,0.5455904199781902,0.4502458509684366,0.7464511434766535,0.11883397233186854,0.6076359346512932,0.5194604231659508,0.6390180652798145,0.7773542813628377,0.5040576756135173,0.6675140338093513,0.6046171020249629,0.5703782055915637,0.6214982561253186,0.6601647595095197,0.5929616367168722,0.5041791629744222,0.6350567075180897,0.43664884480040844,0.3519244740655303,0.7700856839508553,0.5189776401668713,0.5252194615466586,0.7954506032314945,0.4273454325978684,0.3966119440088527,0.3079301433702114,0.6277371508590543,0.6215894239575389,0.4683693841140113,0.4197829674565541,0.44822012654899823,0.37301457891317313,0.5762209231526343,0.6491068611480433,0.4433060859922012,0.6458976839788932,0.5718472824881333,0.414325391457277,0.46895503783218184
Hallfreðr saga vandraskald-AM 557 4to,0.33135183226515075,0.35956677619152855,0.4301717859307329,0.5169323735631571,0.4803121061685124,0.4935524296648385,0.5392106957439852,0.5031713718784996,0.5551066660993095,0.38589131214317796,0.5078447165718792,0.524379021829892,0.0,0.6507933972343981,0.5376139033108813,0.45576127465804017,0.6653677183442434,0.6929256502757788,0.540806145701096,0.4454149275646112,0.5928779714098034,0.43561986898951155,0.10544236933634266,0.3814705693419763,0.5355887054963355,0.4982091461857405,0.6329299521333279,0.6354885003973645,0.5279757410028607,0.5299338578838221,0.7493357638329381,0.4670549072898038,0.587754094950732,0.4577666399494634,0.6385708816515182,0.7804086367601473,0.4628533679234117,0.7106552719542095,0.5831180490750625,0.6335791925653782,0.568774252473896,0.6282996007594062,0.5793882507497946,0.4525296609618136,0.7435177268128546,0.40204895843348054,0.4807320388200884,0.7368727479072408,0.528166911631182,0.5091528607917927,0.8025380637259975,0.4068439520886339,0.34869169586901416,0.36396954785213864,0.6517598424455346,0.7097872537634999,0.4616163545246943,0.5070391776162376,0.4397951800476333,0.49964398790232933,0.5275921053793189,0.6435217611634237,0.38090533842959917,0.5812478070396678,0.6233350423429369,0.38004938404493016,0.45299439637316663
Sveinka þáttr Steinarssonar-AM 557 4to,0.5634844494613138,0.5321261491983879,0.6100488691269743,0.6882523879577207,0.6368622951902232,0.6642630674100174,0.7185168159490167,0.6811150742930266,0.6968460649209463,0.5900787529704123,0.6653877307869264,0.6877872326197689,0.6507933972343981,1.3322676295501878e-15,0.6817918818439268,0.6160753066886588,0.7516194345840966,0.7367901627735876,0.6671535780281275,0.6030700074452384,0.7253862196472014,0.5964267547531641,0.6356862334889049,0.5437127894071436,0.6841957484609182,0.6693725126842713,0.735406262800381,0.7270775682652318,0.6598301887356388,0.7019238770333074,0.822865743045257,0.644156675812227,0.707819516895844,0.621903367221804,0.7183152844660972,0.8609860329727157,0.6417837676863267,0.8188808929580731,0.71164364891858,0.727352701430772,0.6874120999233053,0.7287239591077639,0.7007492299699282,0.6182006432622126,0.8294783718903418,0.5838781611682496,0.6471301040135753,0.811027252260892,0.6665383121800798,0.6270121130824498,0.8338020053241642,0.5777189304585726,0.5471541830219053,0.5622172415748127,0.7865152830009597,0.7877294059542053,0.6040254740260793,0.6850751420661152,0.6184815207103722,0.6805477719181882,0.6631875423664351,0.7506726591055681,0.561924635259863,0.7419677261767663,0.7231078837099606,0.5828970251828256,0.6599316686518388
Valdimars saga-AM 557 4to,0.4145951249906782,0.39091394401048885,0.46221226844614316,0.5611285292859367,0.4894252089006421,0.5291613838227089,0.5440298897516906,0.48642571117809286,0.582716163785145,0.39518133828121405,0.5606040329623874,0.5367978122836451,0.5376139033108813,0.6817918818439268,0.0,0.47275524906718824,0.705182103132862,0.7176411210224567,0.5851068190333594,0.5072890531881489,0.6218218844497627,0.49895367651961475,0.5213274730811642,0.43543659958484116,0.5664182270778516,0.5221124100336764,0.628791425930987,0.6729667044763514,0.5637980838407499,0.5583879959075576,0.7333982251306972,0.4818730690706614,0.6093548502577275,0.49740359172599613,0.6409047780079944,0.7837115126249525,0.5273463879076473,0.7269264823338514,0.6467135118290561,0.6098942024757773,0.5873711670832995,0.6607434036533978,0.6168400470050444,0.49809026706769344,0.723191727891108,0.44081086762294186,0.4990157341165141,0.7480931435035971,0.5536514477899377,0.5181103743205768,0.7886579070662523,0.42209818309861424,0.41621176721123376,0.37418562256917676,0.6744758540594906,0.7084910321620126,0.48499477467930996,0.5022990201652535,0.4733493942210034,0.4930918865747719,0.5802309383824108,0.6886963088082689,0.4101676241261686,0.6237916943082267,0.617087334764475,0.4325342113435796,0.5151413238094303
A fragment of Óláfs saga helga hin elzta-NRA norr fragm 52,0.3151236189694321,0.28605637884484436,0.39243104661821127,0.5125345558440265,0.4084251970737698,0.4653963952313729,0.4712326892722597,0.467359452961957,0.5202347997046506,0.33058489997632257,0.46352848110824185,0.46281992225443114,0.45576127465804017,0.6160753066886588,0.47275524906718824,0.0,0.640579682626351,0.6371112617737078,0.48389933322811174,0.39128304736654307,0.5589364432188337,0.38222215646701896,0.43457837316253856,0.3112961836933119,0.4847647457743248,0.4404154384005474,0.5481158064482924,0.6054622903598671,0.4787488908432831,0.48358239875677966,0.719347296374935,0.40525039691344245,0.5321492998493036,0.42079912538143827,0.5951885560643555,0.7748969968889254,0.42138123038374564,0.6631500293250893,0.5676335515102232,0.5534556064300135,0.5376975104229356,0.6128767627512259,0.5465574572477934,0.4150052103166245,0.6621248094600152,0.3611159920374719,0.4209048854389432,0.7111204629519061,0.4759013177134632,0.43814261385287967,0.7539817301350206,0.32916715704205324,0.2958973446843851,0.2834313374664552,0.650374187160222,0.6623266309114499,0.40555545585686803,0.44438439077310465,0.3910459907059999,0.4535139630409627,0.4880416648332674,0.6165389338046944,0.3307994338472855,0.5805499113227897,0.5620164779130324,0.34285714305473725,0.4475168417073141
A fragment of Haralds saga harðráða in Heimskringla-NRA norr fragm 53,0.5836973456961954,0.571560546038906,0.6299479903869843,0.7207835913150964,0.6737778757327009,0.6674301064666156,0.7432465258893433,0.7213062594356834,0.720012915727133,0.6323762090097023,0.6384230956745021,0.7136087167360108,0.6653677183442434,0.7516194345840966,0.705182103132862,0.640579682626351,0.0,0.7701683730197553,0.7058740309669891,0.6111777642002594,0.7408203360420038,0.6358581590669463,0.6569157710292649,0.5024215412874696,0.7224066115748196,0.6982428552874451,0.7572562835406245,0.7319730372812142,0.6916666934966951,0.7120659748375362,0.8419828786419852,0.6766872897900831,0.7294430942951364,0.6260908718472988,0.7731487243617674,0.8786472026332736,0.6310396936560865,0.8159250934271813,0.7523910185285277,0.7673864113386797,0.701510780570239,0.7580149387850976,0.7333406142847527,0.6520885402580228,0.848754034229788,0.6069381815539245,0.7135422227474008,0.8241537976040085,0.7068033571239578,0.6684809954378651,0.8687979134970195,0.6062580578504106,0.5498455333499377,0.5982244688366696,0.8117021457090764,0.8312055858983912,0.6391388038392343,0.7046416123386539,0.629863800537246,0.7193958743505082,0.6895065130836084,0.7798754082123852,0.5758403587332245,0.7384533743412844,0.7643277518466653,0.6062835735332289,0.6567510530440319
A fragment of Fagrskinna-NRA norr fragm 51,0.602804838930886,0.5671313281179597,0.6797793892800548,0.7352498385055849,0.6565828802611946,0.7079097350208635,0.7264490404431598,0.71776314182457,0.7319747535158175,0.6433446922004915,0.6902252531892863,0.6970589003539203,0.6929256502757788,0.7367901627735876,0.7176411210224567,0.6371112617737078,0.7701683730197553,8.881784197001252e-16,0.6820249010394496,0.6092468289842067,0.7510987750870477,0.6373278562062941,0.6791817107656389,0.5610309483895332,0.7126740821123618,0.6818682001025345,0.7542392407713325,0.7500476458284584,0.6836818182054825,0.7094760254397401,0.8272644331839734,0.657368759711632,0.7234356393475416,0.658294205040403,0.7458594602766722,0.8810638510918547,0.6657302349798728,0.8143203941078963,0.736568321987675,0.7291809500051698,0.7193516019103767,0.7717210886369363,0.7426316369615283,0.6618360380199292,0.8150864222779989,0.6284322544180426,0.656850509562812,0.8243650201896228,0.6878696996294107,0.6587906190881951,0.8369113448796756,0.600683456128208,0.5875108625605063,0.5999039742765957,0.8120834361195349,0.7959232323773876,0.6242976439627461,0.7012779702595897,0.6455538612561418,0.7112221303553592,0.6907215292156501,0.7820927433304268,0.5968321945718238,0.7971640563922138,0.7351368135802744,0.6246668250832697,0.7038366325953187
