,Gunnlaugs saga Ormstungu-AM 557 4to,Breta sǫgur-AM 573 4to,Karls þáttr vesæla-AM 557 4to,Hróa þáttr heimska-AM 557 4to,Old Norwegian Homily Book-AM 619 4to,Prosper’s Epigrams-AM 677 4to,Pamphilus saga-DG 4-7,Kormáks saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (120vb.21–129rb.7),Bandamanna saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (114ra.41–120vb.21),Hallfreðr saga vandraskald-AM 557 4to,Sveinka þáttr Steinarssonar-AM 557 4to,Valdimars saga-AM 557 4to,Hrafns saga Sveinbjarnarsonar-AM 557 4to,Rögnvalldr ok Rauð-AM 557 4to,Hallfreðar saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (149va.32–156rb.10),Codex Frisianus-AM 45 fol.,Gregory’s Homilies on the Gospels-AM 677 4to,Bǿjarlǫg ok Farmannalǫg Magnúss Hákonarsonar | Magnus Lagabøtes bylov og farmannslov-Holm perg 34 4to,"Ór lǽknisbók The fragment is unnamed, but Konráð Gíslason named his edition of the text
                    Úr læknisbók, which is published in Fire og fyrretyve for en stor deel forhen
                    utrykte prøver af oldnordisk sprog og literatur (1860)-AM 655 XXX 4to",Völuspá in Codex Regius-GKS 2365 4to,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-Holm perg 34 4to,Eiríks saga víðförla-AM 557 4to,Droplaugasona saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (141va.3–147vb.4),Finnboga saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (100ra.1–114ra.41),De xii abusivis saeculi-AM 677 4to,Fóstbræðra saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (198rb.8–201vb.41),De virtutibus et vitiis-AM 619 4to,Trójumanna saga-AM 573 4to,Egils saga Skalla-Grímssonar in Wolfenbüttelbók-WolfAug 9 10 4to,Alexanders saga-AM 519 a 4to,A fragment of Konungs skuggsjá-AM 1056 IX 4to,Reynistaðarbók-AM 764 4to,Dámusta saga-AM 557 4to,Gregory’s Dialogues-AM 677 4to,Eiríks saga rauða-AM 557 4to,Stúfs þáttr Kattarsonar-AM 557 4to,Víga-Glúms saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (129rb.8–141va.32),Ölkofra þáttur according to AM 132 fol (Möðruvallabók)-AM 132 fol (147vb.5–149va.31)
Gunnlaugs saga Ormstungu-AM 557 4to,4.9960036108132044e-15,0.1963663855020228,0.29220343131003435,0.42849656909453504,0.3238623777642248,0.44002194582760523,0.34282169793716555,0.2288131615594169,0.23571291180003884,0.1867833583188252,0.553849458312154,0.3891588154402551,0.2987344959746042,0.299750053384071,0.18946556780326218,0.21810399686909443,0.41265583235331904,0.38115545694487596,0.5325238986580789,0.6298924126068106,0.3418405311490662,0.4427645763857311,0.21856362483690206,0.1653347308353601,0.6538173268144614,0.2626091037947953,0.37210477708666156,0.25602313620724104,0.15774223951324517,0.2313054040328234,0.6076066586954656,0.32402751426550735,0.3161725777639762,0.5587943735556047,0.20821140813636696,0.5058601940490057,0.18241258934590132,0.3489995884288605
Breta sǫgur-AM 573 4to,0.1963663855020228,0.0,0.27560219429971156,0.44180191548337233,0.2763025773470106,0.4134035584272935,0.3088057960696916,0.21501105647307528,0.2153293604241685,0.18787480372552612,0.5314859093740983,0.3634595316131002,0.2640198883707643,0.28576227094443385,0.1870409199225136,0.1693451695697501,0.3733038523777239,0.344800910522426,0.5216558381494476,0.603245679433994,0.3066969783159954,0.4332402114892612,0.19720809386947913,0.14089746731950448,0.6403853758801235,0.22932720474870727,0.34046125071961864,0.19208024438014204,0.11990171003039984,0.17370324218742939,0.5857119062479959,0.2740735355355095,0.2982022209612847,0.5269415269145625,0.17142151948626738,0.5414055368308315,0.15604332826355238,0.33446883740358035
Karls þáttr vesæla-AM 557 4to,0.29220343131003435,0.27560219429971156,0.0,0.47691668948193466,0.3782868010013283,0.4506013513997452,0.40091024445216805,0.31425545626941753,0.2866759384497496,0.26715563353159777,0.5910166854841707,0.43294121788952356,0.38109194053804873,0.3693242888721492,0.2720264675455213,0.2967242949002379,0.4427219093025957,0.40562084830625766,0.5963505328075911,0.682861429236348,0.3630642357479209,0.49349311905563376,0.31243554731345813,0.25656660226096195,0.6793362054663518,0.32649901070872667,0.4108158403137473,0.3305581021931989,0.23588234380955186,0.2680348533913386,0.6393182950067804,0.39563379392616815,0.3641316905651204,0.5945777096690039,0.29258987662309643,0.4991257295283261,0.2557323342269354,0.38293153558291126
Hróa þáttr heimska-AM 557 4to,0.42849656909453504,0.44180191548337233,0.47691668948193466,4.9960036108132044e-15,0.5245784230088228,0.5693768002231374,0.5220487427112058,0.45838807760819766,0.4293321205486028,0.41893923729319393,0.690051351593582,0.5499759462169171,0.5266227877159106,0.5010837101739085,0.4334211379269446,0.45696224418432463,0.5641121286622109,0.5367381288066861,0.6801202734096506,0.7493899255966665,0.4987494444238191,0.6088331063181511,0.46387529875572686,0.4117933162112536,0.7570905993778412,0.4750181845726129,0.5409987400777299,0.4867156265595095,0.41246002236041834,0.43061106624288015,0.7206806297733085,0.5313940498204266,0.5012720779819699,0.680319687037559,0.4603419020673929,0.6043807723865924,0.4062521653049722,0.5143629493966315
Old Norwegian Homily Book-AM 619 4to,0.3238623777642248,0.2763025773470106,0.3782868010013283,0.5245784230088228,1.1546319456101628e-14,0.3599656470315208,0.3596937242451287,0.3392415262600673,0.30866652264574523,0.3110512565830972,0.6242445814211439,0.46260207833489086,0.3691487351657835,0.41201674938557864,0.3163566923710015,0.31624855593201173,0.3505401853351834,0.3780625698861292,0.5464903795975378,0.6458042760632914,0.3367610238621749,0.4885390845410381,0.33432498828925217,0.28621427862611293,0.5840312812253239,0.340272281661093,0.2638749230445778,0.3250753707112115,0.26248012317017955,0.25776666353893796,0.6100492872041907,0.3684568761947081,0.38902490753717367,0.5770078657670643,0.30712147637037013,0.6072076521296905,0.2853453627998057,0.405865314246581
Prosper’s Epigrams-AM 677 4to,0.44002194582760523,0.4134035584272935,0.4506013513997452,0.5693768002231374,0.3599656470315208,0.0,0.4137259018290733,0.4385464825410996,0.34516445915547667,0.40282171410878187,0.7237374695513354,0.5227730033961149,0.5027112925494841,0.5184882134226407,0.4278007697587397,0.43476886059274966,0.3353581132896619,0.4027021531778785,0.5886814071703252,0.7089587121784209,0.33283761812284485,0.5954019943107351,0.4736231693678773,0.3977739264177502,0.5793272113331012,0.4449419137263275,0.2767004579923311,0.4558842437415076,0.38955426022721795,0.2742626889869273,0.6252728615912736,0.4706921240996753,0.43344978088421604,0.5621569229153387,0.45854159331324895,0.6171497108752974,0.366902739401619,0.425981483079521
Pamphilus saga-DG 4-7,0.34282169793716555,0.3088057960696916,0.40091024445216805,0.5220487427112058,0.3596937242451287,0.4137259018290733,1.3211653993039363e-14,0.35782465675589603,0.29989281390534883,0.3467574795863281,0.641188028692155,0.4585566362625684,0.43553857947884156,0.4242296615404414,0.34508260243501376,0.37444534415724984,0.4362804607848174,0.4116176863564729,0.5481034671924105,0.6581338936933177,0.3641986903568165,0.5428433150706313,0.3735445050746642,0.3042942986786433,0.6365320831397807,0.3877237095246231,0.33787138843707787,0.3457229210347659,0.32078990790752016,0.279486802097926,0.6088158595439228,0.4144599718812152,0.4114133722380855,0.6210805633532082,0.3602864630828021,0.6189142023399294,0.2987083504535806,0.4467553199441374
Kormáks saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (120vb.21–129rb.7),0.2288131615594169,0.21501105647307528,0.31425545626941753,0.45838807760819766,0.3392415262600673,0.4385464825410996,0.35782465675589603,8.881784197001252e-16,0.21576121578382224,0.2158875733749107,0.5722968268310109,0.4040373768623844,0.30968694502973515,0.3155531117354452,0.17775472266541947,0.24716357730268113,0.40279235540424785,0.38665458528009167,0.5386131463372326,0.6379319817392383,0.35216809108489266,0.4845022654224934,0.20299756473146335,0.16228737225885947,0.6583341705179375,0.24913705732117952,0.38996852834161777,0.2670603696304886,0.17063739657749777,0.23195987633433424,0.6235492955710451,0.3467728899812813,0.35955436734470736,0.5567465497375697,0.2202078625485997,0.563860662075711,0.1605521494268547,0.34689856707823985
Bandamanna saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (114ra.41–120vb.21),0.23571291180003884,0.2153293604241685,0.2866759384497496,0.4293321205486028,0.30866652264574523,0.34516445915547667,0.29989281390534883,0.21576121578382224,3.3861802251067274e-14,0.22033638411881196,0.5792728875949362,0.36613774494097673,0.34117076862486273,0.32620150828103733,0.19757188902454303,0.26795700014855817,0.3715739496880617,0.3488754110643495,0.517977938134234,0.6470948319841302,0.293094135285878,0.48678094441698827,0.240659493741452,0.15545933334819972,0.6196557516646266,0.2429865589830994,0.31227524499461345,0.2708056369297671,0.19574315749835358,0.16614316539957275,0.586218905485633,0.33862335823183576,0.31660020582404214,0.5596859504603044,0.2453471928495411,0.5265940654479093,0.13273490819998013,0.3031784623468753
Hallfreðr saga vandraskald-AM 557 4to,0.1867833583188252,0.18787480372552612,0.26715563353159777,0.41893923729319393,0.3110512565830972,0.40282171410878187,0.3467574795863281,0.2158875733749107,0.22033638411881196,3.0753177782116836e-14,0.5580006769747574,0.38824892167826486,0.29065835922103533,0.29803785307057806,0.15622675066199776,0.20769193105187134,0.3783011870857612,0.35488786830788843,0.542035008723962,0.6424772052345732,0.31434005712147395,0.44995234477224566,0.21014290874820063,0.15265478432867008,0.6591004909594452,0.24174146645093864,0.35639516042468633,0.25208854977507933,0.13107249176067515,0.2005021947628084,0.6121872969453044,0.32068427583614123,0.3030759463506357,0.5362517389715411,0.20100346047284923,0.4883299709363209,0.16174324072472546,0.31153098187254447
