,Gunnlaugs saga Ormstungu-AM 557 4to,Breta sǫgur-AM 573 4to,Karls þáttr vesæla-AM 557 4to,Hróa þáttr heimska-AM 557 4to,Old Norwegian Homily Book-AM 619 4to,Prosper’s Epigrams-AM 677 4to,Pamphilus saga-DG 4-7,Kormáks saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (120vb.21–129rb.7),Bandamanna saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (114ra.41–120vb.21),Hallfreðr saga vandraskald-AM 557 4to,Sveinka þáttr Steinarssonar-AM 557 4to,Valdimars saga-AM 557 4to,Hrafns saga Sveinbjarnarsonar-AM 557 4to,Rögnvalldr ok Rauð-AM 557 4to,Hallfreðar saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (149va.32–156rb.10),Codex Frisianus-AM 45 fol.,Gregory’s Homilies on the Gospels-AM 677 4to,Bǿjarlǫg ok Farmannalǫg Magnúss Hákonarsonar | Magnus Lagabøtes bylov og farmannslov-Holm perg 34 4to,"Ór lǽknisbók The fragment is unnamed, but Konráð Gíslason named his edition of the text
                    Úr læknisbók, which is published in Fire og fyrretyve for en stor deel forhen
                    utrykte prøver af oldnordisk sprog og literatur (1860)-AM 655 XXX 4to",Völuspá in Codex Regius-GKS 2365 4to,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-Holm perg 34 4to,Eiríks saga víðförla-AM 557 4to,Droplaugasona saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (141va.3–147vb.4),Finnboga saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (100ra.1–114ra.41),De xii abusivis saeculi-AM 677 4to,Fóstbræðra saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (198rb.8–201vb.41),De virtutibus et vitiis-AM 619 4to,Trójumanna saga-AM 573 4to,Egils saga Skalla-Grímssonar in Wolfenbüttelbók-WolfAug 9 10 4to,Alexanders saga-AM 519 a 4to,A fragment of Konungs skuggsjá-AM 1056 IX 4to,Reynistaðarbók-AM 764 4to,Dámusta saga-AM 557 4to,Gregory’s Dialogues-AM 677 4to,Eiríks saga rauða-AM 557 4to,Stúfs þáttr Kattarsonar-AM 557 4to,Víga-Glúms saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (129rb.8–141va.32),Ölkofra þáttur according to AM 132 fol (Möðruvallabók)-AM 132 fol (147vb.5–149va.31)
Gunnlaugs saga Ormstungu-AM 557 4to,2.4424906541753444e-15,0.13945128370205384,0.22601406976783156,0.33469127203225757,0.2450502791625203,0.3866096251333089,0.2546646907927922,0.1633802261515016,0.1832763592986778,0.1379871389234546,0.4824436265590868,0.31639134034887273,0.23060200135882325,0.22321256570734616,0.13906414311308557,0.16630979866403994,0.3709502828520108,0.3206142241010246,0.42906959254000254,0.5688183038698685,0.29854799128621723,0.37449012460197384,0.16621565945934536,0.12090273890902736,0.5810708800539426,0.1960900586532094,0.3086043870749883,0.18678192354755252,0.11727225670218588,0.17146326582177773,0.5152723490257729,0.23271894988634112,0.2424975206908836,0.5259757816009502,0.1530784388736497,0.43941256923283445,0.13506275433688797,0.2796622914861536
Breta sǫgur-AM 573 4to,0.13945128370205384,0.0,0.22122742008015694,0.3582115609122333,0.2089958856754549,0.3709812548964454,0.23032161506803528,0.15410779408781006,0.17515070541390376,0.14106863709192075,0.4653743489871498,0.2985866008333503,0.2038492506676285,0.21886686967679825,0.13865223624542589,0.13378913968098594,0.3432096668700796,0.2915313012280447,0.427278705018338,0.5454426321962724,0.2738007790826077,0.37747159870646163,0.1540947903649269,0.10268650084618547,0.5722725731049472,0.17348352490377827,0.2890933573502855,0.13819821580160863,0.09023560693790011,0.13122668405921767,0.4998181374924374,0.18962338735918283,0.23812203190204984,0.5015654911862972,0.12574111891938955,0.4840631395790951,0.11965239816918738,0.27539328334230695
Karls þáttr vesæla-AM 557 4to,0.22601406976783156,0.22122742008015694,1.887379141862766e-15,0.3916065025769375,0.3039687455722321,0.3966771322230386,0.31879822061251917,0.2419972683456827,0.23182207767729845,0.20819654266097642,0.525939147421646,0.36086295988179795,0.3148188143408148,0.29473830144887847,0.212339827072895,0.24528945764637933,0.3996458420822475,0.34202149293215145,0.5062366243551761,0.628130058472315,0.31643840158304704,0.43313306382937455,0.258183618162775,0.20548546741525264,0.6092684252884853,0.26071068149852006,0.34989121116291766,0.2659706975774342,0.19010670430090892,0.20707212123042318,0.5535471156281486,0.30725791167925887,0.2919705548017494,0.562357482100383,0.23714468552605983,0.4258631950391951,0.20544806741637223,0.31212593466113203
Hróa þáttr heimska-AM 557 4to,0.33469127203225757,0.3582115609122333,0.3916065025769375,0.0,0.4335303980597133,0.4953201552883515,0.4214372385963483,0.36108559329017864,0.3466805500505925,0.3299268057210306,0.6153166756662138,0.4607985349613548,0.43950410858237576,0.40995422954252236,0.34531760024544433,0.37726422154567363,0.4993078902592457,0.4526874525572999,0.5799345898977337,0.687708554353561,0.42708032793247375,0.5309277555610663,0.3829938830117964,0.3291077061852329,0.6829502479873523,0.3863537926669137,0.4584270806217562,0.4003220581477497,0.33529473994235115,0.34268031545185274,0.6287842073158116,0.42757353207536175,0.40638576909281565,0.6305731290255893,0.378582312342312,0.5271600336052619,0.32556827948464795,0.42347701633116164
Old Norwegian Homily Book-AM 619 4to,0.2450502791625203,0.2089958856754549,0.3039687455722321,0.4335303980597133,9.992007221626409e-16,0.29398096180347577,0.26213266665223167,0.25609483505445685,0.2427633091827759,0.24076245806871022,0.5558158358905683,0.3825352108209559,0.28910011837835936,0.32966650864432945,0.24690209843061528,0.2552889908817053,0.31353914565209173,0.30420697595490553,0.4362043432072694,0.5748246715782951,0.27962430402722616,0.41608626830047624,0.26973799516791885,0.2238370629090376,0.49940930934044225,0.2640445291419451,0.20250484137097635,0.24753316926894975,0.20610722497674816,0.1864276116854019,0.5097908017206099,0.26933174466079957,0.3097159501197795,0.5417070342193844,0.23897841092254646,0.5414480501211261,0.22402062017529256,0.3261336028584044
Prosper’s Epigrams-AM 677 4to,0.3866096251333089,0.3709812548964454,0.3966771322230386,0.4953201552883515,0.29398096180347577,0.0,0.34070115045753646,0.3811198015295837,0.2962804337024173,0.3540093855084605,0.6782435413718491,0.46146148197736847,0.45037117719777087,0.46195194151237373,0.3805935335548364,0.39544137977686755,0.29922386593066275,0.34044326303451966,0.49837990407264743,0.65780224200623,0.28494512069903566,0.5480344294631356,0.4336657683972205,0.3570825870007682,0.49702159354699715,0.3916525324343181,0.21223777968114987,0.40368816724853074,0.3541211542366913,0.21966733264207405,0.5430973144590008,0.3966290279001743,0.37061686792151316,0.5327059524203145,0.4174999219518626,0.5575042177178069,0.32472801087099123,0.3582637770627165
Pamphilus saga-DG 4-7,0.2546646907927922,0.23032161506803528,0.31879822061251917,0.4214372385963483,0.26213266665223167,0.34070115045753646,1.2212453270876722e-15,0.2676587995994083,0.2204836214718806,0.26778257510182735,0.5668712728930692,0.3661956862203988,0.35302164767441546,0.3328316248331815,0.26682098612399974,0.30835585871432325,0.37876310755941833,0.3269898279238148,0.42741898580989923,0.5837411406585681,0.2932397244693009,0.47009914310069756,0.3011437301175821,0.23175118194547206,0.5400854584624706,0.30306746123470774,0.2588613777739993,0.2590927924864671,0.25730225534385076,0.19683916743293295,0.4961529777012742,0.3060696407173582,0.3226435878425318,0.5790214644937217,0.2865641249123958,0.5489339776823876,0.22501405654707107,0.36530159700221254
Kormáks saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (120vb.21–129rb.7),0.1633802261515016,0.15410779408781006,0.2419972683456827,0.36108559329017864,0.25609483505445685,0.3811198015295837,0.2676587995994083,2.6978419498391304e-14,0.1593987280582102,0.1569826472987268,0.4969783735256149,0.32507775670334615,0.23614315982881062,0.22932941033720033,0.1264462492776619,0.1899672494756809,0.35535876619344486,0.31918733894336937,0.4307845819655344,0.5753906884443898,0.30247144660998193,0.41816541052991274,0.1453957755013261,0.1098928677849692,0.5838062546685946,0.17616480983269533,0.3241352802667089,0.1940568357205834,0.12638309342522946,0.1690102009750799,0.5335874752044323,0.2488910809335615,0.2853974915789971,0.5199132241981506,0.15684264978642226,0.4944835753256547,0.11180254179600835,0.2702919410376906
Bandamanna saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (114ra.41–120vb.21),0.1832763592986778,0.17515070541390376,0.23182207767729845,0.3466805500505925,0.2427633091827759,0.2962804337024173,0.2204836214718806,0.1593987280582102,0.0,0.1749222270527958,0.5195714298390823,0.2998420858331907,0.28483473623467725,0.2604878957804583,0.15211526897662464,0.231558504778954,0.33963445481211096,0.29665206072401074,0.4215515339568118,0.5970857618107277,0.25964392921666846,0.4370790659260283,0.20213607766200525,0.1217045069298649,0.548706857480812,0.1912412317391211,0.2583041618727049,0.2179139674762507,0.1676924618095198,0.12078196166063426,0.5017749698999435,0.25780296078811393,0.2563390074033969,0.5345997407561862,0.20440217427137075,0.46569369676310535,0.1012006413672033,0.24471129583483076
Hallfreðr saga vandraskald-AM 557 4to,0.1379871389234546,0.14106863709192075,0.20819654266097642,0.3299268057210306,0.24076245806871022,0.3540093855084605,0.26778257510182735,0.1569826472987268,0.1749222270527958,0.0,0.4925413624715351,0.32149207520113177,0.23118791305067332,0.23056117228172757,0.11774222544334079,0.16467466974154765,0.3425999736491464,0.2970814350497113,0.4476054680805085,0.5882417035144816,0.27521890438199614,0.39385433212501386,0.16499128687681208,0.1153593858747417,0.5925449851739634,0.1819122934862143,0.3009637841596824,0.1925876240111769,0.09943186356223699,0.14797822219721535,0.5292430554849887,0.2369693996320773,0.23799047943491902,0.5072250783140307,0.1543206144445548,0.42305385799433826,0.12182410156237988,0.2449297357296054
