,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-AM 302 fol,Réttarbǿtr Eiríks Magnússonar (skipan) | Rettarbøter frå Eirik Magnusson (skipan)-AM 302 fol,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-AM 305 fol,Alexanders saga-AM 519 a 4to,Vǫluspá-AM 544 4to,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-AM 56 4to,Breta sǫgur-AM 573 4to,Trójumanna saga-AM 573 4to,Kristinréttr Magnúss Hákonarsonar | Magnus Lagabøtes kristenrett-AM 60 4to,Um tíund | Om tienden-AM 60 4to,Kristinréttr hinn eldri Frostaþings | Frostatings eldre kristenrett-AM 60 4to,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-AM 60 4to,Bǿjarlǫg Magnúss Hákonarsonar | Magnus Lagabøtes bylov-AM 60 4to,Réttarbǿtr | Rettarbøter-AM 60 4to,De virtutibus et vitiis-AM 619 4to,Old Norwegian Homily Book-AM 619 4to,"Ór lǽknisbók The fragment is unnamed, but Konráð Gíslason named his edition of the text
                    Úr læknisbók, which is published in Fire og fyrretyve for en stor deel forhen
                    utrykte prøver af oldnordisk sprog og literatur (1860)-AM 655 XXX 4to",1. De xii abusivis saeculi-AM 677 4to,2. Prosper’s Epigrams-AM 677 4to,3. Gregory’s Homilies on the Gospels-AM 677 4to,4. Gregory’s Dialogues-AM 677 4to,Kristinréttr hinn eldri Borgarþings | Borgartings eldre kristenrett-AM 78 4to,Kristinréttr Jóns erkibiskups | Erkebiskop Jons kristenrett-AM 78 4to,Kristinréttr Sverris konungs | Kong Sverres kristenrett-AM 78 4to,Bǿjarlǫg Magnúss Hákonarsonar  Farmannalǫg | Magnus Lagabøtes bylog  Farmannalov-AM 78 4to,Réttarbǿtr | Rettarbøtr-AM 78 4to,Pamphilus saga-DG 4-7,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-DG 8 I,Farmannalǫg (part 1) | Farmannslova (del 1)-DG 8 I,Eddic poems-GKS 2365 4to,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-Holm perg 30 4to,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-Holm perg 34 4to
3. Gregory’s Homilies on the Gospels-AM 677 4to,0.8225854630970391,0.9141755707317738,0.8468476571249294,0.4394019172088425,0.9044492223292058,0.8161370618750395,0.8525995880109426,0.9023083983401692,0.8532926377715954,0.9444770039395396,0.9027601000677795,0.9091423918316892,0.9226011988567514,0.9545324631210189,0.5784162275151243,0.5430157517412059,0.9537274980161272,0.6138703687013096,0.32050666586461884,0.0,0.15230371032188295,0.8428593107291943,0.8233783612531482,0.86174460369321,0.8390253377434644,0.906196357229204,0.6002484966286951,0.7949081022562257,0.8379133456165974,0.8838673130138603,0.8259327831682041,0.8333261830741512
4. Gregory’s Dialogues-AM 677 4to,0.9142969701570804,0.9568119740480603,0.9252537372631817,0.6112135503243409,0.9512707276886953,0.91530958745086,0.8840411650845661,0.9164727019041691,0.9221347937888709,0.9720374520127392,0.9331606846433953,0.9382518729055476,0.9441541636987528,0.9668272272861189,0.7818454840868245,0.7302090927715822,0.9583989991262649,0.8078791596822485,0.580852937240848,0.15230371032188295,0.0,0.9242676203040887,0.9169823109874974,0.9205312912457392,0.9214999105553947,0.9536768841845317,0.7391325188189847,0.909271915696215,0.9235243757284181,0.9193598417697745,0.9233060135285805,0.9258396728095584
Kristinréttr hinn eldri Borgarþings | Borgartings eldre kristenrett-AM 78 4to,0.2470665672966984,0.4382402357201616,0.25377413334135335,0.8526972295231814,0.8533975966205128,0.20496303514372027,0.6403627876494695,0.7421872201412255,0.5010695989421426,0.6907686078484533,0.5453908888928771,0.5218410763363266,0.5514183931565544,0.566302199960437,0.7845042804652902,0.8047951489127718,0.664280614702095,0.7101636753657422,0.7613703769776783,0.8428593107291943,0.9242676203040887,0.0,0.2502369127356777,0.3033509505247264,0.2476926773946606,0.433197268253222,0.8232275825504023,0.40958674577360854,0.5689197164451343,0.8208903796613713,0.5970992975200702,0.6272051578135595
Kristinréttr Jóns erkibiskups | Erkebiskop Jons kristenrett-AM 78 4to,0.1403342834131689,0.350413752036149,0.1731518578424902,0.8120045398435424,0.8192888102742436,0.10990656732802251,0.5303739642654315,0.6487495164384769,0.44977281322691864,0.5695352176844426,0.39630206658802014,0.37932727107029773,0.4079623775057434,0.4186512432117204,0.7529838354589065,0.7809169433197771,0.5685445465509058,0.6657383023337862,0.702809248230203,0.8233783612531482,0.9169823109874974,0.2502369127356777,0.0,0.23520470059398968,0.14589543267102445,0.3245792264717119,0.795434927204751,0.4001562398336055,0.5415759749633187,0.8028682115905449,0.5368095912703827,0.6007063707134747
Kristinréttr Sverris konungs | Kong Sverres kristenrett-AM 78 4to,0.2688487550182782,0.44120410197999604,0.30589547891647273,0.8509360924930316,0.8469088993488649,0.23364278913293834,0.5441708141256115,0.6455504266606007,0.5186048273287477,0.6671422385999028,0.44053248472689044,0.4435699218394613,0.4608742028158297,0.4925570479917254,0.8321035315437078,0.8377956730403214,0.5762645887014213,0.7250694424116879,0.7527637278797977,0.86174460369321,0.9205312912457392,0.3033509505247264,0.23520470059398968,5.10702591327572e-14,0.23899605900471987,0.40786137720278215,0.843303222401689,0.5210379782757877,0.6192657440687046,0.8249216019674258,0.6408900045485275,0.691958855432061
Bǿjarlǫg Magnúss Hákonarsonar  Farmannalǫg | Magnus Lagabøtes bylog  Farmannalov-AM 78 4to,0.11326141081148666,0.3465639110514134,0.13934107478041047,0.8237228963355196,0.8348387775753698,0.07603862548822282,0.5364065682853774,0.6420683846745374,0.5237152689166841,0.6387152500269508,0.4612287074128806,0.42843669354325464,0.4318542692040812,0.4783140586003942,0.7796877754008406,0.8019839902645034,0.5717263165233126,0.6822537167063396,0.7159323845515196,0.8390253377434644,0.9214999105553947,0.2476926773946606,0.14589543267102445,0.23899605900471987,5.784261958297066e-14,0.3332222836950931,0.813062342486621,0.3874004684727933,0.5240505004563107,0.8165392440552933,0.6072243253127662,0.6304719402553323
Réttarbǿtr | Rettarbøtr-AM 78 4to,0.32385119241467264,0.3443786492383192,0.3192314552033304,0.8863442136955585,0.8802116638101656,0.3086368625292085,0.5465344163861596,0.6822442094755765,0.5684214997998798,0.6514910943839216,0.5546202036798042,0.4890831025146487,0.5069610758761975,0.4352746657253156,0.8622479165060748,0.8724957146858809,0.5687056468709477,0.7517776868566539,0.7897023334360204,0.906196357229204,0.9536768841845317,0.433197268253222,0.3245792264717119,0.40786137720278215,0.3332222836950931,4.218847493575595e-15,0.8790935418873755,0.5800847190118772,0.6719438037578516,0.8314075697402632,0.6654133358729292,0.6965985406044755
Pamphilus saga-DG 4-7,0.791742027749881,0.885903717172327,0.8132256489169349,0.44602944915496245,0.8924362390799961,0.7862369918702843,0.831877400882973,0.8706976430658614,0.8432469855755874,0.9111761894770782,0.8798833352130464,0.8757340740951238,0.8925804997367379,0.9172503118292961,0.4339143707900075,0.4933474767390378,0.9209265408960803,0.7210697203145671,0.5827128229477072,0.6002484966286951,0.7391325188189847,0.8232275825504023,0.795434927204751,0.843303222401689,0.813062342486621,0.8790935418873755,0.0,0.787761319019048,0.8318889381880858,0.7905273303597716,0.8322317712282732,0.7456106722808113
Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-DG 8 I,0.35037023102990383,0.5692531586605973,0.3945175856561566,0.8123771431538492,0.6492262360711096,0.3314323604796864,0.7600409866677226,0.8694780386589357,0.4594020567079753,0.6789973438939186,0.5696697020584732,0.5479670673392727,0.6013807435763786,0.6828167952314083,0.7129295328954279,0.7571603132740126,0.8378124514345979,0.733557203588256,0.7582490340432425,0.7949081022562257,0.909271915696215,0.40958674577360854,0.4001562398336055,0.5210379782757877,0.3874004684727933,0.5800847190118772,0.787761319019048,0.0,0.2701731716507513,0.7803858822605372,0.5239009399768026,0.5657583596345966
Farmannalǫg (part 1) | Farmannslova (del 1)-DG 8 I,0.5433004400647862,0.7018369900539212,0.5995804828275801,0.8496735611358373,0.6084150953896084,0.5124806874017305,0.7847520463316021,0.8714466081267815,0.5581059965912262,0.7366106608669964,0.6662195377061918,0.6538074365135617,0.6830819617927759,0.7530097732405171,0.7881160078431119,0.8172956624836976,0.8540215629308654,0.8034394841029476,0.8107599834602823,0.8379133456165974,0.9235243757284181,0.5689197164451343,0.5415759749633187,0.6192657440687046,0.5240505004563107,0.6719438037578516,0.8318889381880858,0.2701731716507513,0.0,0.8260304591944768,0.6174930197406066,0.6579297399313861
Eddic poems-GKS 2365 4to,0.7956540104460765,0.8481088362456337,0.8102498992196894,0.8669088216355777,0.8208200644146406,0.7944739807999677,0.8422341302518237,0.9124307286978478,0.7921647647222654,0.8619815495345009,0.8536938675623595,0.8186146569467867,0.8465937415176575,0.8350203836799287,0.8701925658823191,0.874975540563245,0.8850316084026576,0.8562036780326274,0.8899534779728671,0.8838673130138603,0.9193598417697745,0.8208903796613713,0.8028682115905449,0.8249216019674258,0.8165392440552933,0.8314075697402632,0.7905273303597716,0.7803858822605372,0.8260304591944768,0.0,0.8110351374706566,0.8249357865005362
Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-Holm perg 30 4to,0.506999339360654,0.6804913390845546,0.5506311344548811,0.8608569586209043,0.8300010080824006,0.5465521409612757,0.8036889950934062,0.9058198900258334,0.5017939732544908,0.6856678883491357,0.5474884735830003,0.5032615665089953,0.5757492606085215,0.6222317293128107,0.7693273188959214,0.8000283275578547,0.8852760392248227,0.7683142104516589,0.799206664159744,0.8259327831682041,0.9233060135285805,0.5970992975200702,0.5368095912703827,0.6408900045485275,0.6072243253127662,0.6654133358729292,0.8322317712282732,0.5239009399768026,0.6174930197406066,0.8110351374706566,1.6697754290362354e-13,0.6849088126720502
Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-Holm perg 34 4to,0.5863427596975277,0.718922255374064,0.5934528855197272,0.7757041926425537,0.8481948410831719,0.5758862116866006,0.8153470649879857,0.9138761735194988,0.6400697432996488,0.7970567738302197,0.7502451341587381,0.7216469654704055,0.7641649246906039,0.7674011293969666,0.7164059308772055,0.7184975666464704,0.84119696241134,0.7532125934506713,0.7523362934891423,0.8333261830741512,0.9258396728095584,0.6272051578135595,0.6007063707134747,0.691958855432061,0.6304719402553323,0.6965985406044755,0.7456106722808113,0.5657583596345966,0.6579297399313861,0.8249357865005362,0.6849088126720502,0.0
