,Gunnlaugs saga Ormstungu-AM 557 4to,Breta sǫgur-AM 573 4to,Karls þáttr vesæla-AM 557 4to,Hróa þáttr heimska-AM 557 4to,Old Norwegian Homily Book-AM 619 4to,Prosper’s Epigrams-AM 677 4to,Pamphilus saga-DG 4-7,Kormáks saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (120vb.21–129rb.7),Bandamanna saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (114ra.41–120vb.21),Þiðriks saga af Bern (medieval text)-Holm perg 4 fol,Hallfreðr saga vandraskald-AM 557 4to,Sveinka þáttr Steinarssonar-AM 557 4to,Valdimars saga-AM 557 4to,Barlaams ok Josaphats saga-Holm perg 6 fol,Strengleikar-DG 4–7,Hrafns saga Sveinbjarnarsonar-AM 557 4to,Rögnvalldr ok Rauð-AM 557 4to,Hallfreðar saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (149va.32–156rb.10),Codex Frisianus-AM 45 fol.,Gregory’s Homilies on the Gospels-AM 677 4to,Bǿjarlǫg ok Farmannalǫg Magnúss Hákonarsonar | Magnus Lagabøtes bylov og farmannslov-Holm perg 34 4to,"Ór lǽknisbók The fragment is unnamed, but Konráð Gíslason named his edition of the text
                    Úr læknisbók, which is published in Fire og fyrretyve for en stor deel forhen
                    utrykte prøver af oldnordisk sprog og literatur (1860)-AM 655 XXX 4to",Völuspá in Codex Regius-GKS 2365 4to,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-Holm perg 34 4to,Eiríks saga víðförla-AM 557 4to,Thómass saga erkibiskups-Holm perg 17 4to,Droplaugasona saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (141va.3–147vb.4),Finnboga saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (100ra.1–114ra.41),De xii abusivis saeculi-AM 677 4to,Fóstbræðra saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (198rb.8–201vb.41),De virtutibus et vitiis-AM 619 4to,Konungs skuggsjá-AM 243 bα fol,Trójumanna saga-AM 573 4to,Egils saga Skalla-Grímssonar in Wolfenbüttelbók-WolfAug 9 10 4to,Alexanders saga-AM 519 a 4to,A fragment of Konungs skuggsjá-AM 1056 IX 4to,Reynistaðarbók-AM 764 4to,Dámusta saga-AM 557 4to,Óláfs saga ins helga (legendary version)-DG 8 II,Gregory’s Dialogues-AM 677 4to,Eiríks saga rauða-AM 557 4to,Stúfs þáttr Kattarsonar-AM 557 4to,Víga-Glúms saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (129rb.8–141va.32),Ölkofra þáttur according to AM 132 fol (Möðruvallabók)-AM 132 fol (147vb.5–149va.31)
Fóstbræðra saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (198rb.8–201vb.41),0.9165981158816598,0.8843548494362342,0.8922618435997185,0.9357586052031366,0.9244893552043107,0.9414867015031725,0.9363302501813218,0.9067470317598899,0.8550906277269873,0.9086760121458024,0.9134293466007645,0.9487824006257014,0.9357456417057375,0.889673019011807,0.9274718999700341,0.9105822167321806,0.9126612239862165,0.889942164300437,0.8707217829877778,0.8867629084021971,0.8930508256343341,0.9672325404261592,0.9722500459986432,0.8523028706898597,0.9428370657624222,0.9390513149223259,0.8657233912386497,0.8441904609996171,0.9748212028686799,5.773159728050814e-15,0.9314358887271901,0.9733275871493051,0.9135847954400914,0.8325287039127135,0.8623858039683538,0.9812079799477481,0.9093037608224677,0.9269892047925009,0.8498906420603975,0.8799790501399493,0.8723471357858416,0.9389374450164335,0.8574555899550962,0.9029702576755904
De virtutibus et vitiis-AM 619 4to,0.944433151329378,0.9005851493031843,0.9170825800831844,0.9424095727191129,0.6776317150555813,0.7081798964534424,0.8648208216471857,0.958947705623221,0.9165401939190795,0.9389465792003341,0.9317522133289204,0.9544706066279814,0.952181340712452,0.7394836448866872,0.9166047491618567,0.9384821282915383,0.9260620733852036,0.9308557362093678,0.9190408900977662,0.5797856983708848,0.9255254911758866,0.9742309193265551,0.976426242537258,0.8695152384154852,0.8869201129282483,0.9095155046572615,0.9426450480624982,0.9442192535828207,0.9009952792758598,0.9314358887271901,0.0,0.9543243682130143,0.9248923676075312,0.9150743908915345,0.8571651359662573,0.9853615096884085,0.8376959928602028,0.9391099674864746,0.9129889676313269,0.7311374177092447,0.9163198851728669,0.9434256254475789,0.9208983916447034,0.9420554419039305
Konungs skuggsjá-AM 243 bα fol,0.9752370321763343,0.9527441466748553,0.9576062851009886,0.9779954793722342,0.9540461241517321,0.9531117812106054,0.9726190566666393,0.9825695292955012,0.9657387288926735,0.862099940647681,0.971661132739871,0.9774185508130439,0.9735554784428788,0.8549812165699125,0.8346986449026892,0.9755495925698946,0.9658202091637285,0.9684897303713981,0.947728228545281,0.9411639946158235,0.9583904140961315,0.9882365511659389,0.9678925150389471,0.9339023605741589,0.9737225064907602,0.8623523464272218,0.9772616435668566,0.9741071384732073,0.9858969459673517,0.9733275871493051,0.9543243682130143,0.0,0.9650446837950895,0.9470349752400943,0.9309184962657896,0.9829678019961307,0.9558414532861947,0.9687991446122837,0.8623628759761217,0.9436166086361076,0.9602544441017072,0.9747083069858488,0.9654454582063166,0.9767841060902723
Trójumanna saga-AM 573 4to,0.9237074859425344,0.8010821761923627,0.876717240157159,0.9359104474720302,0.9212962912254525,0.9305692949972247,0.9285106322079697,0.9394701077831414,0.9017973037954901,0.8663983685941455,0.9130755602690782,0.9409201467017283,0.9189800202678422,0.8699244399058532,0.9053457652435422,0.9207351945609461,0.8964274025974831,0.90444150734437,0.8353842541959196,0.884464721219768,0.892395007575256,0.9490306991762588,0.9722096832562234,0.8318638146480895,0.933509183472348,0.9145352191158648,0.9195759423585416,0.9163696060152633,0.9717188479981611,0.9135847954400914,0.9248923676075312,0.9650446837950895,1.4988010832439613e-14,0.8347297220855021,0.7442749166378888,0.9692934004657036,0.8777969087531583,0.9037579090812324,0.87026206913648,0.8709440082872075,0.8810892738818892,0.9295477590436293,0.8930979134979773,0.9343836833422574
Egils saga Skalla-Grímssonar in Wolfenbüttelbók-WolfAug 9 10 4to,0.850324980888302,0.7789122627723605,0.7553216031797816,0.8893021274164085,0.8909022670890095,0.9130679258647346,0.9071398728365851,0.8901694715201441,0.7323474919295979,0.7765569732634805,0.8450551561711784,0.8880356841654471,0.8726715478084349,0.8031438041019929,0.861370527594999,0.8679563804616046,0.7311611664589193,0.8183854320680957,0.658104345454762,0.8484962938258624,0.7960664157582118,0.9520342488934953,0.9625167684529096,0.7118033319433417,0.850166652128391,0.855818494817417,0.8192653966062472,0.8546308293425633,0.9643746586021108,0.8325287039127135,0.9150743908915345,0.9470349752400943,0.8347297220855021,1.5554224574998443e-13,0.7090252711913736,0.9629517438743682,0.8418271457170212,0.8249301386182241,0.6993228097379118,0.8214770309427256,0.7772546173864048,0.8377161911162565,0.8162243185849963,0.8843757265015919
Alexanders saga-AM 519 a 4to,0.8734206105005423,0.715176790573901,0.7713954319650276,0.88998305510187,0.8440326827483008,0.849661026760742,0.860599916151403,0.9097972240664753,0.8372652052902845,0.739426670960941,0.8538374976301384,0.8757726038961154,0.8596869749144869,0.7358510743528559,0.8208259352986356,0.886102922283018,0.8149559340728846,0.8403403191373339,0.6942481665292203,0.7650244833077053,0.8128038745821504,0.9385691455488465,0.9579725471871695,0.7028342030796328,0.8641872769068151,0.7968221335601008,0.8879158173278301,0.8718532127074936,0.951152884172733,0.8623858039683538,0.8571651359662573,0.9309184962657896,0.7442749166378888,0.7090252711913736,0.0,0.9500851023197767,0.78383546699344,0.8112896738618001,0.7308019784837005,0.7537205840905221,0.815788533129483,0.8424059329845125,0.8339647557181786,0.8911371529901592
A fragment of Konungs skuggsjá-AM 1056 IX 4to,0.9835652254090456,0.957164249637655,0.971365777878081,0.9870359831323805,0.983611939715221,0.9807022311069876,0.98463074866006,0.9877852578481481,0.977611896085268,0.9666639026423132,0.9804932942849893,0.9825686896874442,0.9808789646398979,0.9626337277982948,0.9690434965933615,0.9833121449335148,0.9797488555303894,0.9794221864442433,0.9592437482180324,0.9761956161901288,0.9713774927510299,0.9927480703393224,0.9903027976407406,0.9556211371948005,0.9881501560237606,0.973735048241535,0.9855079440010981,0.9812079549939686,0.9936445974403783,0.9812079799477481,0.9853615096884085,0.9829678019961307,0.9692934004657036,0.9629517438743682,0.9500851023197767,9.992007221626409e-16,0.9700872518837702,0.9773633492393096,0.9650879801729123,0.9705137815669758,0.9745199088937231,0.9832143307106452,0.9763534832998577,0.9846732639626106
Reynistaðarbók-AM 764 4to,0.9136727840379905,0.8183189828254878,0.873364885007574,0.9363537966635324,0.8227006039700899,0.8758117314764068,0.9213464287127331,0.942099962377086,0.9019965690069596,0.8773250297019477,0.9107744401169071,0.9334186643481501,0.904331185341047,0.807027873608395,0.8995667959490272,0.9108278231736235,0.8960810479366556,0.906411403770312,0.807918595101112,0.7920132810704703,0.8791754730197853,0.9504332963777143,0.9572468438857545,0.8032652067724783,0.9067062769700145,0.8745797087587713,0.9068343635680224,0.9173738174466197,0.9475562448958654,0.9093037608224677,0.8376959928602028,0.9558414532861947,0.8777969087531583,0.8418271457170212,0.78383546699344,0.9700872518837702,8.570921750106208e-14,0.8944892018575723,0.8630822393748848,0.7880169284805288,0.8700081650273224,0.9212307991100537,0.8925048976757989,0.9320582951696322
Dámusta saga-AM 557 4to,0.9187422457952905,0.8600267125195589,0.8412462375314886,0.9286402360233432,0.9251649542288164,0.952313901140058,0.9422875020825326,0.9504396242769261,0.9171956565980207,0.8539202305684117,0.9105265163688312,0.92596080921502,0.9157498346663364,0.8862913662174535,0.9140929964235809,0.9288722514385992,0.8822895488116167,0.9055615275019196,0.8170662760966454,0.899989585095663,0.8890347505125478,0.9772959878625553,0.9823755526396502,0.8387232369462052,0.902437082199574,0.9056823892514431,0.9437283536732736,0.9331561297007371,0.9767594315933643,0.9269892047925009,0.9391099674864746,0.9687991446122837,0.9037579090812324,0.8249301386182241,0.8112896738618001,0.9773633492393096,0.8944892018575723,1.6653345369377348e-15,0.8416043265268406,0.8978401998409901,0.8926009180477346,0.8683085026448103,0.9164971068711891,0.94218113935738
Óláfs saga ins helga (legendary version)-DG 8 II,0.8938427383426593,0.8208567587013502,0.7867240600146872,0.9164383520693489,0.8953981836946578,0.9058660214576356,0.9310795429741239,0.9251008329759889,0.8939703265242234,0.5373867106338412,0.8778352876015959,0.8913042493458881,0.8943912916407872,0.6413719565681744,0.5390459316537273,0.9063240625927739,0.8308572557721243,0.8090717334147188,0.7255225837137043,0.866462811465869,0.8446889608820835,0.961512751087082,0.9260352156137264,0.7651121453171661,0.886480379060336,0.6264719848631002,0.9159950307407304,0.9052359174685587,0.971543075138606,0.8498906420603975,0.9129889676313269,0.8623628759761217,0.87026206913648,0.6993228097379118,0.7308019784837005,0.9650879801729123,0.8630822393748848,0.8416043265268406,0.0,0.8418979799548564,0.8500184010816199,0.8415852250308371,0.8819414722303028,0.9304001941169142
Gregory’s Dialogues-AM 677 4to,0.8986055826791393,0.8362565348750517,0.8479011141034761,0.9076594034774836,0.7615863892703886,0.7286549477251408,0.8723677708667572,0.921792268946893,0.8592537797838378,0.8700029455297884,0.8858792895940291,0.9251041112176298,0.9114775298246139,0.7582701589946521,0.8661435749130033,0.8867840607086519,0.8683771305047631,0.8755093775289354,0.8308432826009776,0.5304492375032149,0.8551958532886499,0.9327215944085022,0.9358259435425971,0.7912164147862091,0.8718970738650665,0.8656123466241246,0.8892641039371845,0.891948764915881,0.893177397135549,0.8799790501399493,0.7311374177092447,0.9436166086361076,0.8709440082872075,0.8214770309427256,0.7537205840905221,0.9705137815669758,0.7880169284805288,0.8978401998409901,0.8418979799548564,0.0,0.8389555387600737,0.9049469199014732,0.8498188597169044,0.9047945857524302
Eiríks saga rauða-AM 557 4to,0.830209787029615,0.8405063999643523,0.8104033439544284,0.912132599446679,0.9028943326449191,0.9251070253382474,0.914738559460705,0.9109414124194191,0.8559749082828457,0.8803775722056907,0.8678936436948711,0.9361669131942555,0.9092548002000732,0.856383967958809,0.886939130773305,0.852846725200433,0.8410457496340982,0.871599426851387,0.8056488786159558,0.8620809509202038,0.8457994846203861,0.9439788503330606,0.9689440154987298,0.8010032900546324,0.8488105594427545,0.9161031032638722,0.8746374514386047,0.8762995365078414,0.969514135955458,0.8723471357858416,0.9163198851728669,0.9602544441017072,0.8810892738818892,0.7772546173864048,0.815788533129483,0.9745199088937231,0.8700081650273224,0.8926009180477346,0.8500184010816199,0.8389555387600737,1.687538997430238e-14,0.9141332670400055,0.8321979051400707,0.897693233024892
Stúfs þáttr Kattarsonar-AM 557 4to,0.8923426302475694,0.9004958032049983,0.8243325968329268,0.9117871796392376,0.936310248149314,0.9683873131985138,0.9498700677584474,0.9433210459203387,0.9252932060166861,0.8673777411907796,0.8924347225036886,0.9264531288726936,0.9214644527873002,0.9077346012240827,0.9191609713096237,0.9511543200385321,0.8580358721947976,0.882200031410988,0.8249903376382409,0.9083931161980091,0.9182712988777469,0.9854032448607911,0.9889216425531451,0.8680103435398248,0.8915289097563511,0.914049767230214,0.9451433143543451,0.9357314217745037,0.9772575969143437,0.9389374450164335,0.9434256254475789,0.9747083069858488,0.9295477590436293,0.8377161911162565,0.8424059329845125,0.9832143307106452,0.9212307991100537,0.8683085026448103,0.8415852250308371,0.9049469199014732,0.9141332670400055,2.1094237467877974e-15,0.8911357423958051,0.9366853841143727
Víga-Glúms saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (129rb.8–141va.32),0.8861970886563585,0.8616308872293147,0.8650498680041022,0.909635179436155,0.9096895509450365,0.9202528270889393,0.9137845285294155,0.8837977915742049,0.8248034833823114,0.8924410196527188,0.8832415926854696,0.9400476641570062,0.920491948345437,0.8681223155091002,0.9039211877880637,0.8788322363229034,0.8847583131905131,0.8572025804661709,0.8471858069272076,0.8613751333930526,0.8709952025053094,0.9655731320471319,0.9677846868266639,0.8124377069951356,0.9381138231664464,0.9265227792858214,0.8319159897817318,0.8617818532010417,0.9657467098097118,0.8574555899550962,0.9208983916447034,0.9654454582063166,0.8930979134979773,0.8162243185849963,0.8339647557181786,0.9763534832998577,0.8925048976757989,0.9164971068711891,0.8819414722303028,0.8498188597169044,0.8321979051400707,0.8911357423958051,8.58202398035246e-14,0.8677412022464752
